season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089873,1,1,Manchester_United,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,7.0,24.0,23.0,47.0,,,5.0,,1.0,1.0,1.0,,,2.0,6.0,4.0,,,2.0,,1.0,,,,1.0,,89.0,3.0,,,,,,,,13.0,,7.3,,,,,,2.0,1.0,,9.0,,30.0,23.0,52.0,4,2.0,71.0,4.0,1.0,1.0,
2016-17,7089873,1,1,Manchester_United,Away,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,False,,,1.0,15.0,12.0,27.0,2.0,3.0,1.0,1.0,,,2.0,,,1.0,6.0,5.0,,,2.0,,1.0,,,,2.0,,90.0,2.0,,,,,,,,12.0,,7.8,,,,,1.0,1.0,,,1.0,2.0,21.0,16.0,37.0,2,1.0,45.0,1.0,,1.0,1.0
2016-17,7089873,1,1,Manchester_United,Away,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,2.0,32.0,43.0,75.0,2.0,2.0,8.0,,,,3.0,,,,6.0,9.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,1.0,,7.4,,,,,3.0,1.0,,,2.0,,33.0,43.0,76.0,0,6.0,91.0,,,1.0,4.0
2016-17,7089873,1,1,Manchester_United,Away,138833,106824,Memphis Depay,memphis-depay,F,True,,,,,2.0,2.0,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,0,,5.0,,,,
2016-17,7089873,1,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090014,2,1,Manchester_United,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,1.0,,2.0,13.0,16.0,28.0,,,5.0,,,,1.0,,,1.0,7.0,2.0,,,1.0,1.0,,,,,2.0,,89.0,1.0,1.0,,,,,,,14.0,,6.7,,,1.0,,,4.0,3.0,,4.0,1.0,21.0,16.0,34.0,2,,49.0,1.0,2.0,,
2016-17,7090014,2,1,Manchester_United,Home,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,False,1.0,,,17.0,3.0,19.0,1.0,1.0,1.0,,,,1.0,,,4.0,7.0,5.0,,,1.0,,2.0,,,1.0,1.0,,90.0,2.0,,,,,,,,16.0,,8.3,,,1.0,,,,2.0,,,1.0,24.0,6.0,28.0,3,2.0,47.0,1.0,2.0,,1.0
2016-17,7090014,2,1,Manchester_United,Home,21764,41184,Marouane Fellaini,marouane-fellaini,F,False,,,2.0,17.0,22.0,39.0,2.0,4.0,7.0,,,,,,,,3.0,7.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,,8.0,,7.2,,,,,3.0,1.0,,,2.0,,22.0,24.0,46.0,0,2.0,56.0,1.0,,1.0,1.0
2016-17,7090014,2,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090027,3,1,Manchester_United,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,3.0,,4.0,40.0,7.0,44.0,,1.0,5.0,1.0,1.0,,2.0,,,3.0,5.0,2.0,,,1.0,1.0,,,,1.0,5.0,,89.0,2.0,,,,,,,,17.0,,7.6,,,1.0,,,1.0,11.0,,5.0,,54.0,7.0,50.0,3,,71.0,,,1.0,
2016-17,7090027,3,1,Manchester_United,Away,2089,9808,Zlatan Ibrahimović,zlatan-ibrahimovic,F,False,,,1.0,24.0,4.0,28.0,4.0,3.0,,,,4.0,,,,1.0,7.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,,19.0,,7.1,,,3.0,,,1.0,,,1.0,,35.0,5.0,40.0,7,1.0,58.0,4.0,,,
