season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385483,1,7,Aston_Villa,Away,10589,18892,Ashley Young,ashley-young,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,7,Aston_Villa,Away,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,3.0,31.0,25.0,54.0,1.0,4.0,5.0,,,,1.0,,,,5.0,6.0,,,0.110559,0.0,0.0,2.0,,,,,,3.0,1.0,90.0,,,,,,,,,17.0,,6.7,,,,,2.0,1.0,8.0,,6.0,1.0,44.0,27.0,63.0,0,,90.0,1.0,2.0,,
2022-23,10385483,1,7,Aston_Villa,Away,138546,,Ludwig Augustinsson,ludwig-augustinsson,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,7,Aston_Villa,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,7,Aston_Villa,Away,303638,149484,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385483,1,7,Aston_Villa,Away,604232,165659,Diego Carlos,diego-carlos,D,False,,,5.0,28.0,28.0,56.0,3.0,,8.0,,,,,,,,4.0,1.0,,,0.00964236,0.0225,0.0,1.0,,,,,,,,90.0,,,,,,,,,20.0,,6.4,,,1.0,,1.0,,1.0,,9.0,,39.0,34.0,72.0,1,1.0,80.0,2.0,,,
2022-23,10385483,1,7,Aston_Villa,Away,827679,199798,Ezri Konsa,ezri-konsa,D,False,,,1.0,25.0,32.0,57.0,3.0,2.0,7.0,,,,,,,,4.0,6.0,,,0.00744105,0.0,0.0,1.0,,,,,,2.0,,90.0,,1.0,,,,,,,7.0,,6.9,,,,,4.0,,,,2.0,,30.0,34.0,64.0,0,1.0,77.0,,3.0,,1.0
2022-23,10385483,1,7,Aston_Villa,Away,833956,199796,Matty Cash,matty-cash,D,False,1.0,,4.0,38.0,15.0,52.0,1.0,,5.0,,,1.0,,,,,2.0,7.0,,,0.0385301,0.0303,0.0,1.0,,,,,,1.0,,90.0,,,,,,,,,19.0,,7.0,,,,,1.0,3.0,6.0,,8.0,,54.0,15.0,63.0,1,1.0,91.0,2.0,3.0,3.0,
2022-23,10385503,2,7,Aston_Villa,Home,10589,18892,Ashley Young,ashley-young,D,True,,,,,,,,,,,,,,,,,,,,,2.14e-06,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2022-23,10385503,2,7,Aston_Villa,Home,96538,101188,Lucas Digne,lucas-digne,D,False,2.0,,,36.0,18.0,52.0,1.0,1.0,1.0,,,,1.0,,,,6.0,4.0,,,0.0576735,0.0363,0.0,1.0,,,,,,2.0,,90.0,,,1.0,,,,,,21.0,,6.3,,,1.0,,3.0,3.0,7.0,,4.0,1.0,49.0,21.0,63.0,1,2.0,93.0,,1.0,,1.0
