playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,ownGoalScored,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,penaltyGoalsConceded,homeGoals,oboxTarget,rightFootGoals,leftFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,successfulDribbles,substituteOff,hitWoodwork,shotsBlockedOutsideBox,secondGoalAssists,successfulCornersIntoBox,freekickTotal,gkSuccessfulDistribution,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,foulWonPenalty,goalKicks,cornersTakenInclShortCorners,handballsConceded,penaltiesConceded,throwInsToOppositionPlayer,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,redCards2ndYellow,otherGoals,lastPlayerTackle
466404,Andrew Omobamidele,Defender,Nott'm Forest,17,Ireland,2023-24,19.0,0.0303,0.0,1.0,10.0,26.0,11.0,8.0,39.0,309.0,3.0,18.0,782.0,10.0,20.0,1.0,5.0,12.0,257.0,5.0,8.5722,1.0,2.0,4.0,42.0,15.0,1.0,9.0,60.0,3.0,0.0,39.0,4.0,92.0,21.0,11.0,7.0,71.0,14.0,1.0,21.0,8.0,0.0,304.0,2.0,42.0,3.0,8.0,129.0,6.0,13.0,1.0,13.0,28.0,402.0,1.0,9.0,199.0,5.0,0.1365,2.0,13.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449434,Anthony Elanga,Forward,Nott'm Forest,17,Sweden,2023-24,130.0,4.0457,0.0,11.0,33.0,146.0,36.0,25.0,159.0,644.0,11.0,56.0,2433.0,38.0,104.0,6.0,57.0,86.0,478.0,126.0,33.0264,,23.0,,16.0,47.0,5.0,92.0,124.0,26.0,1.0,234.0,20.0,137.0,96.0,36.0,14.0,315.0,41.0,5.0,178.0,18.0,0.0,637.0,21.0,358.0,19.0,2.0,168.0,9.0,8.0,,7.0,215.0,1097.0,6.0,10.0,177.0,7.0,6.5766,1.0,13.0,52.0,7.0,23.0,13.0,4.3538,43.0,4.0,9.0,16.0,51.0,5.0,19.0,2.0,6.0,2.0,4.0,7.0,14.0,14.0,5.0,3.0,3.0,4.0,3.0,1.0,42.0,1.0,51.0,64.0,20.0,28.0,10.0,3.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461682,Brandon Aguilera,Midfielder,Nott'm Forest,17,Costa Rica,2023-24,3.0,0.0017,0.0,,,4.0,1.0,,4.0,8.0,1.0,,4.0,,,,1.0,,4.0,,,,,,,,,3.0,1.0,,0.0,3.0,,5.0,,1.0,,3.0,,,3.0,,0.0,8.0,,5.0,,,1.0,3.0,,,,1.0,11.0,,,1.0,3.0,,0.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Nott'm Forest,17,England,2023-24,102.0,2.5447,0.0,8.0,18.0,81.0,29.0,20.0,95.0,649.0,9.0,9.0,1853.0,7.0,93.0,6.0,32.0,91.0,523.0,81.0,25.6698,,35.0,1.0,11.0,41.0,6.0,95.0,269.0,30.0,0.0,195.0,15.0,109.0,98.0,29.0,10.0,406.0,35.0,6.0,186.0,2.0,0.0,643.0,11.0,260.0,8.0,1.0,63.0,14.0,7.0,,31.0,208.0,1035.0,11.0,8.0,159.0,9.0,2.7248,0.0,14.0,24.0,9.0,20.0,4.0,3.6807,30.0,3.0,1.0,14.0,55.0,8.0,9.0,3.0,2.0,1.0,4.0,11.0,8.0,8.0,,2.0,5.0,4.0,8.0,,27.0,,63.0,60.0,10.0,43.0,11.0,2.0,2.0,,2.0,1.0,1.0,1.0,5.0,0.0745,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nott'm Forest,17,Senegal,2023-24,21.0,0.0448,0.0,,8.0,23.0,12.0,2.0,26.0,73.0,10.0,20.0,207.0,10.0,21.0,,4.0,11.0,47.0,6.0,5.2776,,1.0,,9.0,6.0,,11.0,12.0,2.0,0.0,42.0,3.0,36.0,14.0,12.0,3.0,24.0,6.0,,22.0,10.0,0.0,73.0,1.0,34.0,5.0,1.0,12.0,6.0,2.0,,,13.0,116.0,,3.0,23.0,6.0,0.2878,2.0,3.0,5.0,,1.0,,0.2654,5.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
60689,Chris Wood,Forward,Nott'm Forest,17,New Zealand,2023-24,155.0,1.0995,0.0,7.0,7.0,149.0,31.0,20.0,153.0,431.0,11.0,171.0,1807.0,98.0,98.0,4.0,20.0,25.0,272.0,98.0,24.4224,,21.0,1.0,26.0,34.0,6.0,57.0,82.0,13.0,4.0,253.0,8.0,128.0,46.0,31.0,3.0,170.0,30.0,6.0,82.0,73.0,0.0,427.0,8.0,235.0,4.0,3.0,108.0,22.0,1.0,,6.0,113.0,671.0,,3.0,108.0,11.0,11.8821,0.0,4.0,39.0,,26.0,,11.0091,41.0,1.0,1.0,29.0,2.0,14.0,7.0,8.0,1.0,,1.0,,11.0,11.0,10.0,3.0,6.0,1.0,4.0,5.0,9.0,5.0,2.0,30.0,15.0,6.0,7.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
513046,Danilo,Midfielder,Nott'm Forest,17,Brazil,2023-24,69.0,0.7243,0.0,7.0,36.0,96.0,29.0,20.0,140.0,724.0,9.0,25.0,1797.0,10.0,76.0,6.0,41.0,61.0,538.0,18.0,29.4005,,18.0,4.0,41.0,42.0,1.0,59.0,193.0,9.0,0.0,145.0,26.0,220.0,118.0,29.0,18.0,299.0,36.0,1.0,120.0,15.0,0.0,710.0,6.0,215.0,18.0,8.0,189.0,13.0,35.0,,46.0,122.0,1036.0,1.0,25.0,289.0,11.0,1.8422,4.0,44.0,55.0,,7.0,1.0,2.1944,16.0,4.0,2.0,8.0,6.0,2.0,2.0,1.0,6.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,9.0,,22.0,22.0,9.0,17.0,13.0,,6.0,,3.0,,,,16.0,,,,19.0,1.0,1.0,,,,,,,,,,,,,,,,,
152760,Divock Origi,Forward,Nott'm Forest,17,Belgium,2023-24,53.0,0.8273,0.0,4.0,6.0,39.0,20.0,6.0,42.0,131.0,14.0,28.0,600.0,17.0,34.0,,16.0,23.0,84.0,26.0,6.2232,,6.0,,2.0,6.0,2.0,36.0,19.0,8.0,0.0,87.0,6.0,38.0,16.0,20.0,2.0,62.0,6.0,2.0,59.0,11.0,0.0,130.0,6.0,93.0,4.0,,40.0,14.0,2.0,,5.0,34.0,250.0,,,30.0,14.0,1.397,1.0,3.0,8.0,3.0,4.0,3.0,0.8166,10.0,3.0,1.0,4.0,10.0,,5.0,,2.0,,1.0,3.0,3.0,3.0,,,,1.0,,,12.0,,10.0,22.0,6.0,9.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536677,Esapa Osong,Forward,Nott'm Forest,17,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116404,Felipe,Defender,Nott'm Forest,17,Brazil,2023-24,21.0,0.0399,0.0,2.0,12.0,17.0,7.0,4.0,31.0,213.0,3.0,20.0,373.0,6.0,29.0,,4.0,15.0,169.0,4.0,7.1432,,2.0,4.0,11.0,10.0,1.0,15.0,54.0,2.0,0.0,50.0,3.0,78.0,20.0,7.0,3.0,57.0,10.0,1.0,30.0,14.0,0.0,206.0,1.0,37.0,9.0,1.0,67.0,10.0,4.0,,13.0,14.0,264.0,1.0,9.0,125.0,8.0,0.1288,4.0,14.0,18.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
