matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284102,11.0,2009-10-31 15:00:00,8,Chelsea,Away,222.0,23.0,5.0,9.0,5.0,2.0,,235.0,5.0,,14.0,6.0,24.0,48.0,448.0,1.0,2.0,25.0,16.0,8.0,21.0,5.0,,2.0,,,,,,,1.0,,,,1.0,,1.0,,,2.0,5.0,10.0,,,,67.0,2.0,8.0,4.0,,9.0,12.0,3.0,1.0,13.0,,49.0,46.0,2.0,25.0,16.0,,,75.0,7.0,11.0,1.0,,,,,3.0,,3.0,3.0,,1.0,11.0,,,,4.0,,,,,25.0,1.0,11.0,11.0,1.0,14.0,85.0,60.0,8.0,2.0,11.0,18.0,14.0,,,,4.0,,65.0,57.0,16.0,,,,,1.0,135.0,122.0,2.0,29.0,18.0,65.4,1.0,,0.0,,,,2.0,,,,1.0,2.0,11.0,,,100.0,,29.0,235.0,32.0,38.0,23.0,9.0,24.0,16.0,,147.0,9.0,310.0,4.0,,15.0,25.0,65.0,4.0,521.0,1.0,0.0,33.0,13.0,7.0,27.0,1.0,823.0,,14.0,10.0,8.0,0.0
284112,12.0,2009-11-08 16:00:00,8,Chelsea,Home,126.0,13.0,,3.0,3.0,,,200.0,5.0,1.0,3.0,4.0,25.0,27.0,323.0,,,12.0,15.0,8.0,7.0,,,,,,,,2.0,,,,,,,,,,,1.0,7.0,11.0,,,,61.0,3.0,3.0,5.0,,,10.0,10.0,1.0,8.0,1.0,50.0,43.0,3.0,18.0,10.0,,,58.0,13.0,15.0,,,,,2.0,1.0,1.0,1.0,,1.0,,16.0,,,,,,,,,18.0,,25.0,23.0,,3.0,81.0,41.0,7.0,,3.0,5.0,6.0,,,,7.0,,39.0,66.0,24.0,,,,,,144.0,127.0,1.0,24.0,27.0,47.4,,,0.0,,,,,2.0,,,,,3.0,,3.0,77.0,,8.0,143.0,24.0,35.0,17.0,,23.0,23.0,,114.0,3.0,280.0,,1.0,15.0,30.0,47.0,1.0,400.0,,0.0,12.0,12.0,1.0,13.0,3.0,656.0,,8.0,,11.0,0.0
284123,13.0,2009-11-21 15:00:00,8,Chelsea,Home,272.0,13.0,1.0,5.0,4.0,2.0,,268.0,1.0,1.0,4.0,3.0,26.0,33.0,535.0,,2.0,20.0,8.0,7.0,16.0,2.0,,2.0,,1.0,,1.0,2.0,,1.0,,,,,,,,,1.0,6.0,2.0,,,,59.0,1.0,7.0,6.0,,5.0,15.0,2.0,,13.0,1.0,39.0,48.0,1.0,16.0,6.0,,,65.0,5.0,14.0,,,,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,,,,,,,,,11.0,,17.0,17.0,1.0,4.0,111.0,75.0,6.0,4.0,10.0,11.0,8.0,,,,2.0,,81.0,51.0,19.0,,,,,,139.0,129.0,3.0,26.0,26.0,64.3,,,0.0,,,,1.0,,,,1.0,2.0,11.0,1.0,3.0,124.0,,21.0,289.0,25.0,26.0,16.0,4.0,22.0,18.0,,167.0,7.0,351.0,,1.0,20.0,28.0,56.0,2.0,618.0,,0.0,26.0,18.0,4.0,22.0,0.0,872.0,,9.0,5.0,14.0,0.0
284130,14.0,2009-11-29 16:00:00,8,Chelsea,Away,178.0,15.0,2.0,7.0,5.0,2.0,,131.0,3.0,1.0,7.0,10.0,12.0,27.0,302.0,,1.0,14.0,8.0,11.0,4.0,,,1.0,1.0,,,,1.0,,,,,7.0,,,,,,1.0,5.0,7.0,,,,80.0,5.0,2.0,7.0,,3.0,8.0,7.0,,23.0,,61.0,71.0,5.0,23.0,10.0,,,58.0,14.0,17.0,2.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,1.0,21.0,,26.0,25.0,,7.0,79.0,46.0,4.0,,3.0,2.0,4.0,,,,7.0,,39.0,40.0,19.0,,,,,,152.0,134.0,,37.0,26.0,43.7,,1.0,0.0,,,,1.0,1.0,,,,1.0,4.0,,3.0,48.0,,5.0,187.0,24.0,41.0,18.0,3.0,20.0,17.0,1.0,92.0,14.0,213.0,2.0,1.0,29.0,14.0,54.0,6.0,380.0,,0.0,10.0,35.0,5.0,16.0,2.0,633.0,,8.0,3.0,23.0,0.0
284145,15.0,2009-12-05 17:30:00,8,Chelsea,Away,169.0,13.0,2.0,4.0,2.0,4.0,1.0,124.0,2.0,,5.0,9.0,16.0,17.0,289.0,,,25.0,8.0,14.0,6.0,3.0,,,,1.0,,,1.0,,,,,7.0,,1.0,,,,2.0,8.0,8.0,,,,56.0,4.0,1.0,10.0,1.0,6.0,7.0,1.0,,14.0,1.0,56.0,54.0,4.0,14.0,9.0,,,44.0,17.0,13.0,,,3.0,1.0,1.0,,,,,,,7.0,,,,4.0,,,,,19.0,,23.0,23.0,,6.0,73.0,35.0,9.0,,4.0,5.0,6.0,,,,5.0,,47.0,26.0,20.0,,,,,1.0,153.0,139.0,1.0,22.0,23.0,52.0,,3.0,0.0,,,,4.0,1.0,,,1.0,,5.0,,3.0,54.0,,9.0,185.0,27.0,28.0,16.0,6.0,15.0,9.0,,93.0,10.0,209.0,4.0,,25.0,16.0,41.0,7.0,379.0,,0.0,12.0,18.0,2.0,29.0,6.0,588.0,,9.0,6.0,10.0,0.0
284153,16.0,2009-12-12 15:00:00,8,Chelsea,Home,126.0,24.0,2.0,11.0,9.0,1.0,2.0,299.0,,,3.0,5.0,21.0,31.0,414.0,,2.0,23.0,13.0,12.0,14.0,3.0,,,,,,1.0,2.0,1.0,,,,16.0,,,,,,4.0,10.0,5.0,,,,58.0,1.0,8.0,2.0,,7.0,26.0,20.0,,12.0,1.0,48.0,53.0,1.0,10.0,5.0,1.0,,95.0,13.0,18.0,3.0,,5.0,3.0,2.0,3.0,,3.0,3.0,,,5.0,,,2.0,,,,,,14.0,,13.0,13.0,1.0,3.0,84.0,55.0,1.0,,8.0,12.0,7.0,,,,6.0,1.0,75.0,78.0,44.0,,,,,,174.0,156.0,2.0,20.0,28.0,64.2,,,0.0,,,,1.0,1.0,,,2.0,,11.0,,3.0,165.0,,20.0,135.0,39.0,28.0,14.0,6.0,55.0,49.0,,229.0,7.0,418.0,,,19.0,21.0,53.0,2.0,498.0,,0.0,26.0,17.0,5.0,24.0,0.0,737.0,,6.0,7.0,13.0,0.0
284168,17.0,2009-12-16 19:45:00,8,Chelsea,Home,129.0,18.0,2.0,8.0,6.0,5.0,,318.0,2.0,,6.0,3.0,18.0,38.0,439.0,,1.0,23.0,13.0,13.0,17.0,3.0,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,6.0,2.0,,,,56.0,1.0,6.0,7.0,,11.0,15.0,11.0,,14.0,1.0,52.0,51.0,1.0,11.0,6.0,,,78.0,10.0,10.0,1.0,,,,1.0,,,,,,,4.0,,,,2.0,,,,,11.0,,27.0,27.0,,6.0,60.0,41.0,2.0,1.0,9.0,11.0,8.0,,,,2.0,,96.0,82.0,22.0,,,,,1.0,152.0,140.0,3.0,17.0,29.0,60.3,,2.0,0.0,,,,1.0,,,,,,13.0,,3.0,179.0,,20.0,141.0,29.0,23.0,15.0,8.0,37.0,29.0,,230.0,12.0,413.0,2.0,,11.0,21.0,49.0,4.0,517.0,1.0,0.0,27.0,21.0,4.0,28.0,0.0,794.0,,7.0,11.0,13.0,0.0
284177,18.0,2009-12-20 16:00:00,8,Chelsea,Away,165.0,18.0,2.0,6.0,4.0,5.0,,252.0,3.0,,7.0,11.0,20.0,38.0,411.0,,1.0,19.0,10.0,15.0,12.0,4.0,,1.0,,1.0,,,3.0,,1.0,,1.0,,1.0,,,,,3.0,6.0,2.0,,,,75.0,1.0,4.0,9.0,,5.0,8.0,3.0,,12.0,4.0,57.0,63.0,1.0,14.0,9.0,,,73.0,15.0,17.0,,,,,3.0,,,,,,,3.0,,,,1.0,,,,,14.0,,23.0,19.0,1.0,7.0,93.0,65.0,5.0,1.0,10.0,6.0,5.0,,,,2.0,,61.0,40.0,22.0,1.0,1.0,1.0,,1.0,144.0,132.0,4.0,30.0,31.0,58.1,,1.0,0.0,,,,3.0,1.0,,,,1.0,15.0,,3.0,111.0,,16.0,183.0,27.0,26.0,20.0,5.0,18.0,13.0,,160.0,12.0,340.0,1.0,,23.0,21.0,58.0,1.0,505.0,,0.0,24.0,22.0,9.0,21.0,3.0,783.0,,9.0,5.0,15.0,0.0
284181,19.0,2009-12-26 12:45:00,8,Chelsea,Away,148.0,9.0,8.0,17.0,9.0,4.0,,228.0,3.0,2.0,5.0,6.0,11.0,31.0,359.0,,4.0,26.0,13.0,22.0,17.0,9.0,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,7.0,7.0,,,,65.0,1.0,8.0,7.0,,11.0,21.0,12.0,,12.0,1.0,62.0,47.0,1.0,27.0,15.0,,,69.0,17.0,6.0,,,,,1.0,,,,,,,8.0,,,,1.0,,,,,30.0,1.0,14.0,14.0,,5.0,74.0,44.0,7.0,,13.0,13.0,7.0,,,,6.0,,82.0,45.0,31.0,,,,,,166.0,142.0,,26.0,29.0,63.0,1.0,1.0,0.0,,,,1.0,1.0,,1.0,1.0,,15.0,,3.0,112.0,,26.0,169.0,18.0,51.0,20.0,9.0,44.0,35.0,,149.0,10.0,313.0,1.0,2.0,17.0,12.0,50.0,3.0,438.0,1.0,1.0,30.0,12.0,7.0,29.0,1.0,757.0,,7.0,11.0,8.0,0.0
284193,20.0,2009-12-28 15:00:00,8,Chelsea,Home,191.0,19.0,2.0,8.0,6.0,,1.0,297.0,2.0,,2.0,6.0,19.0,43.0,480.0,,2.0,20.0,9.0,11.0,12.0,2.0,,1.0,,,,,1.0,,,,,18.0,,,1.0,,,1.0,5.0,,,,,63.0,3.0,7.0,,,10.0,11.0,25.0,,14.0,,47.0,49.0,3.0,17.0,11.0,,1.0,85.0,12.0,14.0,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,3.0,,,1.0,2.0,,,,,20.0,1.0,17.0,17.0,,2.0,99.0,72.0,6.0,,4.0,11.0,7.0,,,,2.0,,97.0,80.0,32.0,,,,,,161.0,151.0,3.0,18.0,33.0,65.4,1.0,1.0,0.0,,,,2.0,,,,1.0,1.0,8.0,,3.0,146.0,,15.0,202.0,30.0,27.0,20.0,10.0,48.0,38.0,1.0,194.0,7.0,404.0,2.0,,20.0,24.0,63.0,2.0,558.0,,0.0,22.0,16.0,3.0,23.0,1.0,792.0,,8.0,10.0,13.0,0.0
284204,21.0,2010-02-02 19:45:00,8,Chelsea,Away,182.0,23.0,1.0,6.0,5.0,4.0,,252.0,4.0,,2.0,9.0,26.0,38.0,428.0,1.0,2.0,21.0,10.0,13.0,14.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,5.0,4.0,,,,67.0,3.0,3.0,6.0,,9.0,13.0,9.0,,11.0,,46.0,64.0,3.0,16.0,5.0,,,74.0,13.0,9.0,1.0,,,,2.0,,,,,,,6.0,,,,4.0,,,,1.0,12.0,,22.0,22.0,3.0,2.0,94.0,64.0,6.0,,6.0,10.0,10.0,,,,3.0,,88.0,43.0,21.0,,,,,,158.0,144.0,1.0,22.0,35.0,63.9,,,0.0,,,,1.0,,,,,,11.0,,3.0,103.0,,16.0,199.0,37.0,30.0,13.0,8.0,31.0,23.0,,158.0,7.0,355.0,4.0,,20.0,28.0,59.0,3.0,523.0,2.0,0.0,24.0,36.0,7.0,22.0,3.0,826.0,,6.0,9.0,22.0,0.0
