playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,totalTackles,unsuccessfulShortPasses,savesMadeCaught,aerialDuels,penaltiesFaced,aerialDuelsLost,savesFromPenalty,punches,penaltyGoalsConceded,goalkeeperSmother,crossesNotClaimed,aerialDuelsWon,tacklesWon,savesMadeParried,successfulCrossesOpenPlay,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,blockedShots,throughBalls,goalAssists,goals,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,penaltiesConceded,shotsBlockedInBox,homeGoals,lastPlayerTackle,headedGoals,iboxBlocked,blocks,shotsBlockedOutsideBox,handballsConceded,overruns,offsides,rightFootGoals,leftFootGoals,ownGoalScored,clearancesOffTheLine,unsuccessfulLayoffs,secondGoalAssists,redCards2ndYellow,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2023-24,0.197,,0.016,,,0.0,,5.0,,1.0,0.0,2.0,6.0,3.0,3.0,,,3.0,19.0,,,5.0,59.0,,1.0,0.0,,57.0,9.0,,,29.0,4.0,59.0,70.0,1.0,,1.0,1.0,1.0,35.0,50.0,,0.0,1.0,1.0,1.0,,,4.0,,1.0,,1.0,,,,,,,,,,,,,1.0,4.0,3.0,,,,,,,,,,,,4.0,,,,,,,,19.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223723,Takehiro Tomiyasu,Defender,Arsenal,3,Japan,2023-24,7.6923,7.0,0.8313,30.0,10.0,1.0,,135.0,,8.0,0.0,107.0,207.0,54.0,22.0,,,22.0,325.0,10.0,7.0,88.0,608.0,,61.0,0.0,,601.0,148.0,,3.0,165.0,16.0,1143.0,849.0,57.0,3.0,17.0,31.0,13.0,200.0,504.0,,0.0,22.0,27.0,50.0,,20.0,66.0,,46.0,,20.0,,,1.0,,,26.0,9.0,,5.0,3.0,1.0362,11.0,2.0,9.0,12.0,,1.0,5.0,32.0,24.0,5.0,30.0,6.0,1.0,11.0,7.0,9.0,10.0,8.0,8.0,4.0,14.0,18.0,,101.0,49.0,2.0,3.0,1.5686,6.0,2.0,1.0,2.0,0.0,3.0,,,,3.0,2.0,,,3.0,4.0,3.0,1.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,
503308,James Sweet,Defender,St Albans City,2246,Wales,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535262,Reuell Walters,Defender,Blackpool,92,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167199,Thomas Partey,Midfielder,Arsenal,3,Ghana,2023-24,4.0114,2.0,0.5794,8.0,5.0,0.0,,178.0,,6.0,0.0,69.0,164.0,56.0,14.0,,,14.0,331.0,9.0,2.0,60.0,621.0,,54.0,0.0,,607.0,84.0,,2.0,186.0,25.0,788.0,734.0,36.0,3.0,9.0,29.0,6.0,232.0,536.0,,3.0,21.0,12.0,33.0,,14.0,39.0,,15.0,,8.0,,,1.0,,,7.0,11.0,,2.0,2.0,0.0999,5.0,4.0,,5.0,,2.0,2.0,6.0,3.0,6.0,25.0,6.0,2.0,3.0,2.0,,10.0,3.0,2.0,9.0,10.0,11.0,,93.0,7.0,5.0,7.0,0.4112,3.0,3.0,,,,3.0,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2023-24,19.7875,2.0,11.1668,5.0,23.0,0.0,,324.0,,36.0,5.0,301.0,592.0,158.0,35.0,,,35.0,1196.0,35.0,19.0,251.0,1900.0,,289.0,0.0,,1852.0,463.0,,13.0,628.0,45.0,3098.0,2463.0,125.0,4.0,60.0,122.0,8.0,483.0,1604.0,,2.0,29.0,31.0,176.0,,49.0,222.0,,12.0,,9.0,,,2.0,,,3.0,17.0,,14.0,23.0,7.9151,47.0,33.0,21.0,,26.0,8.0,30.0,188.0,,92.0,167.0,22.0,8.0,32.0,38.0,47.0,96.0,24.0,25.0,37.0,30.0,15.0,15.0,356.0,13.0,13.0,21.0,7.4048,30.0,39.0,10.0,8.0,5.0,14.0,7.0,7.0,,16.0,3.0,,,16.0,1.0,14.0,,,3.0,,8.0,,,3.0,,,8.0,4.0,4.0,0.2462,1.0,2.0,2.0,
209289,Emile Smith Rowe,Midfielder,Fulham,54,England,2023-24,3.1671,,0.4211,1.0,3.0,0.0,,55.0,,2.0,0.0,31.0,48.0,15.0,13.0,,,13.0,136.0,3.0,3.0,24.0,211.0,,23.0,0.0,,207.0,38.0,,,45.0,1.0,347.0,262.0,12.0,,4.0,9.0,1.0,51.0,186.0,,0.0,2.0,3.0,19.0,,4.0,22.0,,8.0,,5.0,,,,,,3.0,1.0,,,7.0,1.1805,11.0,6.0,,10.0,1.0,1.0,,19.0,,3.0,14.0,2.0,1.0,3.0,3.0,1.0,7.0,4.0,4.0,3.0,5.0,3.0,,63.0,1.0,3.0,5.0,1.9755,4.0,,1.0,,,1.0,6.0,6.0,,3.0,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0
85955,Jorginho,Midfielder,Arsenal,3,Italy,2023-24,9.7732,4.0,2.1071,7.0,11.0,0.0,,193.0,,15.0,0.0,83.0,236.0,49.0,24.0,,,24.0,428.0,10.0,10.0,76.0,773.0,,69.0,0.0,,756.0,98.0,,1.0,248.0,38.0,919.0,891.0,48.0,1.0,21.0,41.0,8.0,270.0,659.0,,1.0,15.0,17.0,35.0,,24.0,61.0,,14.0,,7.0,,,1.0,,,7.0,10.0,,1.0,,,2.0,8.0,2.0,14.0,,,1.0,5.0,,8.0,28.0,16.0,,14.0,3.0,2.0,7.0,2.0,1.0,2.0,9.0,12.0,,96.0,1.0,7.0,7.0,0.0972,2.0,5.0,2.0,,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
438098,Fábio Vieira,Midfielder,Arsenal,3,Portugal,2023-24,2.8924,,0.8224,1.0,2.0,1.0,,22.0,,10.0,0.0,34.0,22.0,16.0,11.0,,,11.0,93.0,2.0,2.0,15.0,134.0,,33.0,1.0,,128.0,47.0,,,46.0,4.0,291.0,198.0,16.0,,1.0,15.0,1.0,29.0,115.0,,0.0,2.0,5.0,18.0,,3.0,13.0,,1.0,,,,,,,,1.0,2.0,,2.0,2.0,0.9486,6.0,3.0,7.0,9.0,8.0,,3.0,21.0,,3.0,18.0,,,1.0,6.0,12.0,11.0,4.0,4.0,2.0,8.0,2.0,2.0,44.0,,2.0,6.0,1.2535,1.0,3.0,2.0,1.0,0.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,2.0,1.0,1.0,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2023-24,26.2336,3.0,0.7775,14.0,31.0,0.0,,170.0,,27.0,0.0,134.0,208.0,64.0,17.0,,,17.0,335.0,16.0,26.0,80.0,740.0,,109.0,0.0,,686.0,128.0,,,241.0,41.0,1308.0,952.0,82.0,5.0,13.0,66.0,10.0,326.0,619.0,,4.0,21.0,28.0,52.0,,29.0,59.0,,25.0,,9.0,,,2.0,,,16.0,18.0,,1.0,2.0,0.5892,4.0,3.0,7.0,1.0,2.0,1.0,1.0,11.0,,6.0,43.0,10.0,1.0,11.0,7.0,12.0,18.0,2.0,1.0,11.0,18.0,11.0,2.0,121.0,8.0,8.0,14.0,0.6187,4.0,5.0,3.0,1.0,1.0,3.0,,,,1.0,0.0,,1.0,1.0,13.0,3.0,,1.0,,,,,3.0,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2023-24,0.197,,0.0111,,,0.0,,15.0,,,0.0,4.0,4.0,2.0,3.0,,,3.0,17.0,,,1.0,40.0,,2.0,0.0,,39.0,2.0,,,15.0,,25.0,45.0,1.0,,,,,22.0,39.0,,0.0,,,3.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,1.0,0.0561,2.0,,,3.0,,1.0,,1.0,,,2.0,,1.0,,,,,1.0,,,1.0,1.0,,6.0,,,1.0,0.0812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504751,Mauro Bandeira,Midfielder,Arsenal,3,Portugal,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Declan Rice,Midfielder,Arsenal,3,England,2023-24,23.1319,9.0,4.8009,51.0,28.0,0.0,,762.0,,13.0,2.0,299.0,574.0,178.0,38.0,,,38.0,1186.0,37.0,24.0,208.0,2227.0,,214.0,0.0,,2166.0,329.0,,11.0,634.0,78.0,3230.0,2729.0,156.0,4.0,52.0,117.0,30.0,854.0,1941.0,,5.0,63.0,58.0,143.0,,83.0,145.0,,85.0,,46.0,,,2.0,,,39.0,51.0,,4.0,20.0,4.6922,35.0,10.0,11.0,1.0,47.0,7.0,21.0,71.0,,39.0,97.0,26.0,7.0,32.0,20.0,39.0,42.0,15.0,21.0,21.0,34.0,44.0,23.0,257.0,1.0,8.0,27.0,3.3363,23.0,2.0,8.0,7.0,4.0,14.0,6.0,6.0,2.0,9.0,3.0,,2.0,9.0,11.0,14.0,1.0,2.0,2.0,5.0,,,2.0,1.0,,,17.0,2.0,2.0,0.111,,,,2.0
499169,Myles Lewis-Skelly,Defender,Arsenal,3,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499175,Ethan Nwaneri,Midfielder,Arsenal U21,14633,England,2023-24,0.197,,0.0412,,,0.0,,3.0,,1.0,0.0,3.0,3.0,,1.0,,,1.0,14.0,,,3.0,18.0,,2.0,0.0,,18.0,3.0,,,9.0,,13.0,20.0,2.0,,1.0,1.0,,1.0,15.0,,0.0,,,1.0,,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2023-24,23.0372,3.0,11.0014,19.0,27.0,0.0,,36.0,,69.0,5.0,419.0,241.0,155.0,35.0,,,35.0,924.0,35.0,24.0,223.0,1310.0,,358.0,0.0,,1286.0,537.0,,3.0,598.0,27.0,2933.0,2130.0,207.0,3.0,91.0,183.0,27.0,208.0,1060.0,,4.0,36.0,47.0,212.0,,66.0,187.0,,61.0,,37.0,,,2.0,,,24.0,35.0,,18.0,37.0,14.4617,64.0,17.0,61.0,,119.0,1.0,45.0,287.0,1.0,82.0,175.0,41.0,1.0,31.0,54.0,136.0,107.0,27.0,59.0,49.0,41.0,15.0,73.0,435.0,11.0,18.0,28.0,15.4971,44.0,4.0,9.0,16.0,9.0,19.0,20.0,20.0,,25.0,7.0,,1.0,25.0,2.0,19.0,5.0,5.0,8.0,4.0,11.0,,,2.0,,,26.0,,,,1.0,6.0,6.0,3.0
205651,Gabriel Jesus,Forward,Arsenal,3,Brazil,2023-24,11.6103,,3.2409,11.0,11.0,0.0,,145.0,,32.0,1.0,248.0,85.0,59.0,27.0,,,27.0,279.0,17.0,10.0,93.0,490.0,,195.0,0.0,,473.0,243.0,,2.0,87.0,7.0,1482.0,886.0,106.0,1.0,40.0,91.0,,119.0,390.0,,6.0,1.0,13.0,142.0,,24.0,92.0,,53.0,,38.0,,,1.0,,,15.0,17.0,,1.0,19.0,5.6263,39.0,22.0,8.0,10.0,,3.0,1.0,156.0,1.0,24.0,104.0,22.0,3.0,7.0,30.0,8.0,68.0,20.0,22.0,35.0,26.0,13.0,,173.0,5.0,13.0,16.0,6.3791,16.0,8.0,5.0,4.0,2.0,,12.0,12.0,,16.0,2.0,,2.0,16.0,1.0,,2.0,4.0,16.0,1.0,1.0,,,1.0,,,,,,,1.0,,,2.0
444145,Gabriel Martinelli,Forward,Arsenal,3,Brazil,2023-24,13.6312,1.0,5.2244,7.0,23.0,0.0,,348.0,,24.0,2.0,278.0,99.0,95.0,35.0,,,35.0,582.0,24.0,19.0,121.0,807.0,,235.0,0.0,,801.0,370.0,,1.0,64.0,24.0,2029.0,1345.0,109.0,4.0,51.0,92.0,4.0,132.0,662.0,,1.0,9.0,20.0,169.0,,30.0,112.0,,43.0,,26.0,,,2.0,,,17.0,24.0,,19.0,22.0,4.8975,39.0,11.0,58.0,11.0,35.0,,28.0,207.0,1.0,42.0,143.0,22.0,,6.0,61.0,81.0,102.0,17.0,37.0,40.0,23.0,5.0,22.0,296.0,10.0,20.0,16.0,6.843,19.0,3.0,4.0,6.0,2.0,7.0,16.0,16.0,,12.0,4.0,,,12.0,1.0,7.0,1.0,9.0,9.0,5.0,1.0,,,1.0,,,8.0,,,,,,,1.0
205533,Eddie Nketiah,Forward,Crystal Palace,31,England,2023-24,10.5827,,0.6661,4.0,10.0,0.0,,52.0,,28.0,1.0,159.0,37.0,24.0,27.0,,,27.0,120.0,10.0,10.0,42.0,209.0,,108.0,0.0,,194.0,118.0,,1.0,32.0,,1073.0,415.0,71.0,,21.0,47.0,1.0,47.0,167.0,,3.0,2.0,6.0,88.0,,12.0,40.0,,51.0,,27.0,,,,,,24.0,7.0,,,12.0,3.2899,30.0,15.0,5.0,17.0,,2.0,,83.0,,7.0,61.0,11.0,2.0,5.0,15.0,5.0,33.0,18.0,10.0,8.0,24.0,4.0,,88.0,1.0,7.0,18.0,4.5368,8.0,3.0,2.0,5.0,0.0,1.0,5.0,5.0,,7.0,5.0,,,7.0,,1.0,1.0,,8.0,5.0,,,,1.0,,,,,,,2.0,,,2.0
116216,Leandro Trossard,Forward,Arsenal,3,Belgium,2023-24,10.1396,2.0,3.1542,5.0,10.0,0.0,,248.0,,20.0,4.0,173.0,122.0,88.0,34.0,,,34.0,334.0,18.0,8.0,129.0,606.0,,157.0,0.0,,592.0,282.0,,2.0,57.0,18.0,1645.0,994.0,77.0,2.0,56.0,71.0,5.0,153.0,459.0,,2.0,14.0,31.0,96.0,,27.0,115.0,,16.0,,10.0,,,,,,6.0,16.0,,7.0,22.0,8.7374,41.0,13.0,26.0,16.0,24.0,2.0,10.0,134.0,1.0,23.0,86.0,26.0,2.0,11.0,16.0,47.0,55.0,19.0,19.0,25.0,15.0,8.0,19.0,179.0,7.0,15.0,10.0,7.9045,19.0,8.0,1.0,12.0,7.0,9.0,8.0,8.0,,10.0,5.0,,1.0,10.0,1.0,9.0,,,9.0,7.0,4.0,,,,,,3.0,,,,1.0,,,1.0
200641,Reiss Nelson,Forward,Brentford,94,England,2023-24,2.5358,,0.4432,5.0,1.0,0.0,,41.0,,6.0,0.0,38.0,8.0,22.0,15.0,,,15.0,82.0,1.0,1.0,6.0,127.0,,33.0,0.0,,126.0,40.0,,,29.0,2.0,257.0,203.0,16.0,,7.0,16.0,,42.0,119.0,,1.0,1.0,1.0,22.0,,9.0,5.0,,5.0,,5.0,,,,,,,6.0,,2.0,1.0,0.2647,2.0,8.0,4.0,14.0,5.0,1.0,3.0,13.0,,5.0,17.0,4.0,1.0,3.0,6.0,11.0,10.0,1.0,3.0,1.0,5.0,1.0,3.0,49.0,3.0,1.0,5.0,0.2106,2.0,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,
