season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896963,1,13,Leicester_City,Away,1076,17745,Kasper Schmeichel,kasper-schmeichel,G,False,,,4.0,1.0,21.0,22.0,,,3.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,5.0,,7.1,1.0,1.0,,,,,,,9.0,,6.0,21.0,27.0,0,,31.0,,,,
2020-21,8896963,1,13,Leicester_City,Away,1262,37402,Christian Fuchs,christian-fuchs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,13,Leicester_City,Away,47737,51938,Marc Albrighton,marc-albrighton,M,True,,,,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,4.0,,6.6,,,,,,,2.0,,,,7.0,3.0,8.0,0,,10.0,,,,
2020-21,8896963,1,13,Leicester_City,Away,123166,86881,Nampalys Mendy,nampalys-mendy,M,False,,,2.0,36.0,31.0,67.0,2.0,,4.0,,,,1.0,,,6.0,4.0,,,3.0,,,,,2.0,,,90.0,,,,,,,,8.0,,6.8,,,,,,,,,3.0,,40.0,32.0,72.0,0,2.0,85.0,2.0,2.0,,1.0
2020-21,8896963,1,13,Leicester_City,Away,135647,106837,Dennis Praet,dennis-praet,M,False,1.0,,,18.0,13.0,30.0,,,8.0,1.0,,1.0,,,1.0,2.0,4.0,,,1.0,1.0,,,,1.0,1.0,,75.0,1.0,,,,,,,8.0,,7.5,,,,,,1.0,1.0,,1.0,,23.0,13.0,35.0,2,2.0,48.0,2.0,1.0,1.0,
2020-21,8896963,1,13,Leicester_City,Away,173827,101668,Jamie Vardy,jamie-vardy,F,False,,,,2.0,2.0,4.0,1.0,,1.0,,,,,,,2.0,1.0,,,1.0,,2.0,,,,1.0,,90.0,2.0,,,,,,1.0,7.0,,8.3,,,,,2.0,,,,,3.0,4.0,4.0,8.0,2,,17.0,3.0,1.0,,
2020-21,8896963,1,13,Leicester_City,Away,197428,95463,Danny Ward,danny-ward,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,13,Leicester_City,Away,329417,166477,Timothy Castagne,timothy-castagne,D,False,,,,21.0,28.0,49.0,1.0,5.0,4.0,,,,,,,2.0,9.0,,,1.0,,1.0,,,2.0,,,90.0,1.0,,,,,,,21.0,,8.0,,,,,2.0,1.0,2.0,,3.0,,36.0,32.0,66.0,1,3.0,96.0,1.0,,1.0,1.0
2020-21,8896963,1,13,Leicester_City,Away,331737,166989,Youri Tielemans,youri-tielemans,M,False,,,4.0,46.0,27.0,73.0,2.0,1.0,7.0,,,,,,,2.0,7.0,,1.0,,,,,,3.0,,,90.0,1.0,,,,,,,20.0,,7.4,,,,,,3.0,5.0,,6.0,,61.0,31.0,87.0,1,1.0,104.0,1.0,2.0,3.0,1.0
2020-21,8896963,1,13,Leicester_City,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,13.0,8.0,21.0,1.0,,3.0,,,1.0,1.0,,1.0,5.0,1.0,,,2.0,,,,,,,,67.0,,,,,,,,10.0,,6.4,,,,,1.0,1.0,1.0,,,,21.0,8.0,28.0,1,,38.0,,,1.0,
2020-21,8896963,1,13,Leicester_City,Away,356398,172780,James Maddison,james-maddison,M,True,,,1.0,11.0,7.0,18.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,15.0,,,,,,,,1.0,,6.6,,,,,,,1.0,,1.0,,12.0,7.0,18.0,0,,20.0,,1.0,,
2020-21,8896963,1,13,Leicester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896963,1,13,Leicester_City,Away,758608,218031,Çağlar Söyüncü,caglar-soyuncu,D,False,,,1.0,28.0,52.0,80.0,1.0,1.0,3.0,,,,,,,1.0,3.0,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,7.1,,,1.0,,2.0,,,,7.0,,33.0,55.0,88.0,1,2.0,96.0,,,,2.0
2020-21,8896963,1,13,Leicester_City,Away,787885,203341,Wilfred Ndidi,wilfred-ndidi,M,False,,,5.0,28.0,54.0,82.0,3.0,1.0,7.0,,,,,,,3.0,4.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,12.0,,7.6,,,,,4.0,,,,10.0,,31.0,62.0,93.0,0,2.0,105.0,1.0,1.0,,1.0
