season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,False,1.0,,2.0,14.0,24.0,38.0,,,,6.0,,,,,,,,3.0,4.0,,,0.00914719,,,3.0,0.0,,,,,1.0,,,0.47,5.42,1.32,0.08,3.25,90.0,,,,,,,,6.0,,,6.0,,,,,,1.0,,1.0,,2.0,,17.0,25.0,42.0,,,0,3.0,55.0,,1.0,,2.0
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,954044,441271,Ki-Jana Hoever,ki-jana-hoever,D,False,2.0,,1.0,10.0,1.0,11.0,1.0,,,2.0,,,,1.0,,,2.0,5.0,2.0,,,0.136295,,,,0.0,,,,,1.0,1.0,,0.46,4.11,1.06,0.21,2.3,73.0,,,,,,,,20.0,,,6.5,,,,,,4.0,1.0,5.0,,5.0,,18.0,4.0,22.0,,,0,2.0,51.0,1.0,,,2.0
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,973418,510362,Toti Gomes,toti-gomes,D,False,,,2.0,12.0,38.0,50.0,1.0,,,4.0,,,,1.0,,,1.0,3.0,4.0,,,0.00481397,,,,0.0,,,,,,1.0,,0.32,5.02,0.98,0.12,3.11,90.0,,,,,,,,9.0,,,6.1,,,,,,2.0,1.0,1.0,,5.0,,16.0,41.0,57.0,,,0,2.0,67.0,,1.0,1.0,1.0
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,1013842,516939,Emmanuel Agbadou,emmanuel-agbadou,D,False,,,7.0,16.0,35.0,51.0,3.0,,,2.0,,,,,,,1.0,4.0,2.0,1.0,,0.00637962,0.0185,,,0.0,,,,,,,,0.28,4.41,0.89,0.09,3.09,90.0,,1.0,,,,,,12.0,,,5.4,,,1.0,,,4.0,,,,15.0,,25.0,36.0,61.0,,,1,2.0,71.0,1.0,,,1.0
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,1014835,501837,Yerson Mosquera,yerson-mosquera,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,1031283,497949,David Møller Wolfe,david-moller-wolfe,D,False,,,1.0,7.0,4.0,11.0,,1.0,,2.0,,,,,,,1.0,1.0,2.0,,,0.00306099,,,,0.0,,,,,,,,0.63,3.8,1.13,0.33,2.22,72.0,,,,,,,,16.0,,,6.3,,,,,,3.0,,3.0,,3.0,,11.0,9.0,20.0,,,0,1.0,36.0,1.0,,,1.0
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,143047,87835,Matt Doherty,matt-doherty,D,False,,,3.0,11.0,15.0,26.0,2.0,5.0,,2.0,,,,1.0,,,1.0,7.0,9.0,,,0.0170787,,,3.0,0.0,,,,,1.0,,,,,,,,90.0,,1.0,,,,,,8.0,,,6.8,,,,,,4.0,,1.0,,4.0,,13.0,18.0,31.0,,,0,3.0,53.0,1.0,1.0,,1.0
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,846308,231480,Santiago Bueno,santiago-bueno,D,True,,,,3.0,6.0,9.0,,2.0,,1.0,,,,,,,1.0,1.0,5.0,,,0.00160723,,,,0.0,,,,,,,1.0,,,,,,34.0,,1.0,,,,,,2.0,,,7.8,,,,,,1.0,,,,,,4.0,6.0,10.0,,,0,2.0,18.0,,1.0,,1.0
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,954044,441271,Ki-Jana Hoever,ki-jana-hoever,D,False,1.0,,3.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,0.0991997,,,,0.0,,,,,,1.0,,,,,,,35.0,,,,,,,,2.0,,,6.7,,,,,,1.0,,1.0,,4.0,,4.0,3.0,7.0,,,0,,11.0,,,,
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,973418,510362,Toti Gomes,toti-gomes,D,False,,,,6.0,8.0,14.0,,1.0,,2.0,,,,,,,,2.0,1.0,,,0.00163589,,,2.0,0.0,,,,,1.0,,,,,,,,49.0,,1.0,,,,,,9.0,,,5.4,,,,,,4.0,,,,5.0,,12.0,9.0,21.0,,,0,,29.0,1.0,,,
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,1013842,516939,Emmanuel Agbadou,emmanuel-agbadou,D,False,,,9.0,14.0,27.0,41.0,,6.0,,3.0,,,1.0,,,,,,8.0,,,0.0277086,0.1005,,,0.0,,,,,1.0,,1.0,,,,,,90.0,,2.0,,,,,,11.0,,,8.1,,,,,,9.0,,,,13.0,,21.0,29.0,50.0,,,1,2.0,67.0,1.0,,,2.0
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,1014835,501837,Yerson Mosquera,yerson-mosquera,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,1031283,497949,David Møller Wolfe,david-moller-wolfe,D,False,,,,2.0,1.0,3.0,,,,2.0,,,,,,,,,3.0,,,0.00068585,,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,7.0,,,6.7,,,,,,,1.0,3.0,,,,3.0,2.0,5.0,,,0,1.0,15.0,,1.0,1.0,1.0
2025-26,14025118,3,39,Wolverhampton_Wanderers,Home,143047,87835,Matt Doherty,matt-doherty,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025118,3,39,Wolverhampton_Wanderers,Home,846308,231480,Santiago Bueno,santiago-bueno,D,False,1.0,,2.0,23.0,30.0,53.0,3.0,2.0,18.0,3.0,,,,1.0,,,,7.0,4.0,,,0.046461,,,3.0,0.0,,,,,4.0,1.0,,,,,,,90.0,,,,,,,,11.0,,,6.2,,,,,117.26368303071,4.0,,3.0,,4.0,,28.0,32.0,60.0,2.8421709430404e-14,,0,2.0,77.0,,,,1.0
2025-26,14025118,3,39,Wolverhampton_Wanderers,Home,856250,431248,Ladislav Krejčí,ladislav-krejci,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
