season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352250,1,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352250,1,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,5.0,5.0,1.0,6.0,,,8.0,,,,1.0,,,,1.0,,,,0.00068564,0.0,0.0,,,,0.4041,2.0,,,,,90.0,,,,,,,,,15.0,1.0,7.1,1.0,4.0,,,1.0,,,,20.0,,19.0,2.0,21.0,0,,31.0,,,,
2023-24,11352250,1,21,West_Ham_United,Away,970370,447879,Joseph Anang,joseph-anang,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352418,2,21,West_Ham_United,Home,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,1.0,7.0,6.0,5.0,11.0,,1.0,12.0,,,,,,,,,1.0,,,0.00081641,0.0,0.0,,,,0.5373,3.0,,,,,90.0,,,,,1.0,,1.0,,15.0,2.0,7.9,1.0,3.0,,,2.0,,,1.0,19.0,,16.0,8.0,24.0,0,,41.0,,,,
2023-24,11352466,3,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352466,3,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,8.0,6.0,4.0,10.0,,,9.0,,,,,,,,,,,,0.0004387,0.0,0.0,,,,0.9497,,,,,,90.0,,,,,,,,,19.0,,8.7,5.0,9.0,,,,,,,24.0,,22.0,4.0,26.0,0,,43.0,,,,
2023-24,11352590,4,21,West_Ham_United,Away,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352590,4,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,False,,,3.0,3.0,8.0,11.0,,,8.0,,,,,,,,,,,,0.00051534,0.0,0.0,,,,-0.2439,1.0,,,,,90.0,,,,,,,,,8.0,,6.4,,,,,,,,,11.0,,11.0,8.0,19.0,0,,27.0,,,,
2023-24,11352625,5,21,West_Ham_United,Home,15479,37096,Łukasz Fabiański,ukasz-fabianski,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
