playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,cleanSheets,successfulLaunches,leftFootGoals,blocks,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,throwInsToOppositionPlayer,penaltiesTaken,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,penaltiesConceded,ownGoalScored,penaltyGoals
159533,Adama Traoré,Forward,Fulham,54,Spain,2024-25,119.0,30.0,4.5299,0.0,15.0,12.0,11.0,3.6646,20.0,24.0,6.0,83.0,36.0,7.0,15.0,18.0,91.0,70.0,484.0,2.0,1.0,2.0,4.0,18.0,52.0,1.0,30.0,9.0,1769.0,9.0,2.0,27.0,125.0,8.0,26.0,100.0,384.0,92.0,1.0,25.4702,35.0,4.0,28.0,11.0,92.0,49.0,32.0,0.0,244.0,7.0,0.0,110.0,87.0,36.0,1.0,2.0,7.0,36.0,333.0,20.0,70.0,61.0,11.0,192.0,25.0,0.0,482.0,12.0,33.0,272.0,13.0,48.0,161.0,24.0,1.0,9.0,164.0,888.0,1.0,14.0,4.0,2.0,90.0,7.0,4.0026,3.0,8.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153133,Alex Iwobi,Forward,Fulham,54,Nigeria,2024-25,143.0,25.0,6.9803,0.0,20.0,29.0,3.0,6.2604,44.0,48.0,15.0,226.0,38.0,6.0,41.0,35.0,275.0,99.0,1376.0,9.0,5.0,3.0,3.0,3.0,38.0,8.0,25.0,12.0,2994.0,12.0,,31.0,117.0,13.0,77.0,110.0,1044.0,119.0,1.0,39.96,53.0,28.0,45.0,17.0,112.0,476.0,18.0,1.0,260.0,25.0,6.0,358.0,140.0,38.0,8.0,5.0,19.0,42.0,775.0,32.0,101.0,82.0,17.0,222.0,7.0,0.0,1363.0,19.0,33.0,529.0,25.0,48.0,250.0,19.0,14.0,57.0,292.0,1983.0,24.0,21.0,3.0,13.0,351.0,8.0,4.723,1.0,49.0,57.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156689,Andreas Pereira,Midfielder,Fulham,54,Brazil,2024-25,113.0,5.0,4.6059,0.0,13.0,9.0,,3.3492,24.0,26.0,5.0,130.0,33.0,4.0,9.0,25.0,175.0,43.0,786.0,2.0,1.0,2.0,10.0,8.0,37.0,3.0,51.0,4.0,2022.0,4.0,,23.0,75.0,10.0,41.0,61.0,575.0,51.0,1.0,28.2963,53.0,16.0,32.0,3.0,90.0,173.0,24.0,0.0,188.0,15.0,0.0,252.0,100.0,33.0,3.0,2.0,11.0,8.0,435.0,22.0,120.0,30.0,3.0,151.0,14.0,0.0,713.0,17.0,21.0,359.0,13.0,14.0,205.0,28.0,8.0,36.0,156.0,1205.0,8.0,22.0,10.0,16.0,227.0,23.0,3.806,8.0,45.0,40.0,109.0,1.0,1.0,,2.0,58.0,,,,42.0,6.0,6.0,0.3235,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
169528,Antonee Robinson,Defender,Fulham,54,United States,2024-25,161.0,42.0,4.1421,0.0,5.0,2.0,7.0,0.3176,95.0,11.0,1.0,236.0,36.0,10.0,3.0,35.0,310.0,128.0,1628.0,,7.0,,4.0,1.0,78.0,1.0,42.0,1.0,3167.0,1.0,,26.0,203.0,12.0,81.0,151.0,1251.0,73.0,3.0,45.919,33.0,123.0,49.0,1.0,135.0,685.0,20.0,0.0,364.0,34.0,,562.0,157.0,36.0,1.0,,34.0,34.0,727.0,37.0,128.0,54.0,1.0,286.0,52.0,0.0,1611.0,9.0,25.0,586.0,61.0,38.0,102.0,31.0,62.0,67.0,279.0,2647.0,235.0,1.0,4.0,33.0,633.0,15.0,0.6884,8.0,74.0,110.0,,5.0,8.0,,9.0,,,,1.0,,,,,,37.0,,1.0,,,,,,,,,,,,,,,,,,,,
80201,Bernd Leno,Goalkeeper,Fulham,54,Germany,2024-25,1.0,,0.0656,0.0,,,,,2.0,,,9.0,38.0,1.0,,38.0,250.0,,1236.0,,,,,,10.0,,,,3420.0,,,1.0,15.0,14.0,2.0,6.0,816.0,,3.0,49.1396,1.0,32.0,54.0,,,353.0,4.0,0.0,16.0,1.0,,513.0,297.0,38.0,,,,,112.0,40.0,,,,6.0,9.0,0.0,979.0,,,255.0,2.0,,370.0,,,170.0,,1586.0,,,,167.0,874.0,,,5.0,241.0,50.0,,5.0,87.0,,,,,,,,,,,,,,,1.0,21.0,24.0,172.0,2.0,4.0,1.0,21.0,110.0,5.0,2.0,2.0,285.0,54.0,29.0,83.0,,,,
232892,Calvin Bassey,Defender,Fulham,54,Nigeria,2024-25,87.0,1.0,0.4433,0.0,5.0,4.0,2.0,0.8907,54.0,9.0,,117.0,35.0,,2.0,34.0,211.0,7.0,2137.0,1.0,2.0,0.0,2.0,1.0,77.0,2.0,1.0,1.0,3074.0,1.0,,33.0,144.0,14.0,40.0,100.0,1837.0,19.0,2.0,42.7965,3.0,113.0,47.0,3.0,54.0,737.0,32.0,1.0,231.0,23.0,1.0,743.0,168.0,35.0,2.0,,20.0,11.0,674.0,33.0,7.0,19.0,3.0,154.0,44.0,0.0,2017.0,5.0,1.0,276.0,34.0,15.0,484.0,26.0,20.0,89.0,173.0,2536.0,7.0,,2.0,49.0,1253.0,13.0,1.0242,7.0,94.0,105.0,,5.0,18.0,,17.0,,,,,,,,,,1.0,,,,,,72.0,,,,,,,,2.0,70.0,2.0,,,1.0,,,
245824,Carlos Vinícius,Forward,Fulham,54,Brazil,2024-25,1.0,,,0.0,,1.0,,0.0257,,1.0,,2.0,3.0,,,,2.0,,3.0,,,,,3.0,,,,1.0,13.0,1.0,,,3.0,,2.0,3.0,1.0,2.0,,0.2383,,,1.0,,1.0,1.0,2.0,0.0,4.0,1.0,,1.0,,3.0,,,,,,1.0,,,,4.0,,0.0,3.0,,,3.0,,1.0,1.0,,,,,10.0,,,,,1.0,,0.037,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209289,Emile Smith Rowe,Midfielder,Fulham,54,England,2024-25,89.0,5.0,2.0361,0.0,13.0,11.0,1.0,4.545,31.0,24.0,2.0,80.0,34.0,3.0,49.0,25.0,87.0,11.0,1001.0,6.0,4.0,3.0,3.0,9.0,26.0,3.0,5.0,2.0,2061.0,2.0,1.0,20.0,67.0,8.0,38.0,61.0,898.0,62.0,2.0,24.804,21.0,16.0,28.0,10.0,69.0,237.0,14.0,3.0,156.0,20.0,3.0,220.0,75.0,34.0,3.0,2.0,13.0,16.0,581.0,20.0,11.0,34.0,10.0,130.0,6.0,0.0,969.0,13.0,10.0,172.0,18.0,16.0,266.0,19.0,11.0,16.0,278.0,1279.0,3.0,25.0,3.0,4.0,338.0,8.0,4.542,3.0,7.0,25.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
153366,Harrison Reed,Midfielder,Fulham,54,England,2024-25,13.0,,0.1025,0.0,,2.0,,0.6535,6.0,3.0,,8.0,12.0,,1.0,,10.0,2.0,48.0,,,,,12.0,4.0,1.0,1.0,1.0,92.0,1.0,,3.0,9.0,,4.0,8.0,38.0,5.0,1.0,4.5667,1.0,2.0,3.0,,10.0,12.0,2.0,0.0,22.0,1.0,,13.0,10.0,12.0,1.0,,3.0,1.0,26.0,3.0,5.0,3.0,,18.0,1.0,0.0,44.0,1.0,1.0,21.0,3.0,,8.0,6.0,1.0,,15.0,81.0,,,,1.0,13.0,3.0,0.2311,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
153682,Harry Wilson,Forward,Fulham,54,Wales,2024-25,53.0,2.0,1.1701,0.0,11.0,17.0,3.0,7.5448,20.0,32.0,1.0,67.0,25.0,1.0,15.0,12.0,88.0,10.0,399.0,6.0,1.0,3.0,4.0,13.0,25.0,3.0,11.0,8.0,1157.0,8.0,,20.0,56.0,6.0,20.0,51.0,296.0,68.0,1.0,19.7639,19.0,9.0,21.0,7.0,33.0,37.0,22.0,2.0,109.0,14.0,3.0,109.0,55.0,25.0,3.0,,6.0,10.0,236.0,15.0,30.0,16.0,7.0,84.0,5.0,0.0,381.0,15.0,13.0,157.0,14.0,9.0,132.0,12.0,7.0,15.0,121.0,635.0,4.0,11.0,4.0,9.0,86.0,7.0,4.196,2.0,21.0,18.0,27.0,,3.0,3.0,1.0,15.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0651,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,
