playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,goalAssists,unsuccessfulCrossesOpenPlay,goals,offsides,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,successfulCornersIntoBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,penaltiesTaken,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,unsuccessfulCornersIntoBox,penaltyGoals,backwardPasses,throwInsToOwnPlayer,substituteOff,substituteOn,successfulLayoffs,headedGoals,clearancesOffTheLine,handballsConceded,throughBalls,awayGoals,winningGoal,homeGoals,timesTackled,hitWoodwork,oboxBlocked,shotsBlockedOutsideBox,foulWonPenalty,unsuccessfulLayoffs,redCards2ndYellow,rightFootGoals,otherGoals
153673,Jonjoe Kenny,Defender,PAOK Salonika,England,2017-18,75.0,,1.3047,0.0,,,2.0,96.0,19.0,17.0,185.0,587.0,,69.0,5.0,,1589.0,31.0,89.0,3.0,,51.0,353.0,,11.0,,34.1091,9.0,13.0,73.0,31.0,44.0,26.0,,4.0,164.0,,288.0,85.0,19.0,,243.0,28.0,95.0,38.0,0.0,,574.0,1.0,311.0,,,184.0,17.0,28.0,49.0,1106.0,50.0,171.0,11.0,,0.1477,2.0,89.0,39.0,12.0,,1.0,1.0,0.151,41.0,1.0,34.0,,,,1.0,12.0,,,42.0,,50.0,1.0,10.0,,1.0,8.0,,10.0,34.0,,1.0,10.0,33.0,6.0,7.0,,,,89.0,162.0,,2.0,,,,1.0,,,,,,,,,1.0,1.0,,,
42774,Morgan Schneiderlin,Midfielder,Nice,France,2017-18,121.0,,0.395,1.0,,,3.0,129.0,30.0,24.0,182.0,1130.0,,74.0,6.0,,2128.0,37.0,116.0,9.0,1.0,79.0,885.0,,11.0,,34.8355,7.0,5.0,59.0,38.0,84.0,294.0,,17.0,237.0,,383.0,170.0,30.0,,476.0,29.0,163.0,37.0,0.0,,1115.0,3.0,235.0,,,325.0,39.0,61.0,63.0,1439.0,16.0,474.0,26.0,,0.393,5.0,53.0,49.0,1.0,,2.0,,,58.0,,3.0,,,4.0,,2.0,,,21.0,1.0,,1.0,11.0,,,18.0,,5.0,6.0,,1.0,1.0,40.0,6.0,7.0,,3.0,,128.0,1.0,4.0,6.0,10.0,,,1.0,,,,,,,1.0,1.0,,,1.0,,
50472,James McCarthy,Midfielder,Celtic,Ireland,2017-18,12.0,,0.0347,0.0,,,1.0,18.0,4.0,3.0,25.0,97.0,,8.0,,,206.0,4.0,18.0,1.0,,14.0,71.0,,1.0,,6.2486,1.0,,3.0,6.0,8.0,20.0,,2.0,30.0,,36.0,20.0,4.0,,48.0,5.0,22.0,4.0,0.0,,96.0,1.0,32.0,,,29.0,3.0,5.0,1.0,138.0,4.0,24.0,2.0,,0.0573,0.0,7.0,4.0,,,,,,9.0,,2.0,,,,,,,,10.0,,,,7.0,,,,,,2.0,,,,9.0,3.0,2.0,,,,12.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,
80801,Idrissa Gueye,Midfielder,Everton,Senegal,2017-18,172.0,,1.0002,1.0,,,17.0,196.0,33.0,32.0,239.0,1566.0,,66.0,6.0,,2757.0,33.0,220.0,8.0,,187.0,1256.0,,12.0,,42.8456,15.0,9.0,42.0,42.0,139.0,378.0,,52.0,392.0,,480.0,287.0,33.0,,707.0,34.0,326.0,33.0,0.0,,1545.0,10.0,343.0,,,436.0,50.0,62.0,71.0,2103.0,14.0,623.0,34.0,,1.521,6.0,43.0,59.0,3.0,,6.0,7.0,2.2254,117.0,1.0,8.0,2.0,1.0,,4.0,3.0,1.0,1.0,74.0,,,,50.0,,4.0,24.0,,9.0,8.0,,,4.0,93.0,18.0,9.0,,,,272.0,8.0,7.0,1.0,39.0,,,2.0,1.0,,,,,,6.0,6.0,,2.0,1.0,2.0,
55422,Gylfi Sigurdsson,Midfielder,Vikingur Reykjavík,Iceland,2017-18,133.0,,4.5607,0.0,,,25.0,130.0,27.0,25.0,176.0,700.0,,58.0,5.0,,2262.0,39.0,93.0,4.0,,74.0,512.0,,66.0,,42.5158,35.0,,30.0,40.0,94.0,142.0,,16.0,226.0,,266.0,120.0,27.0,,376.0,36.0,168.0,19.0,0.0,,671.0,13.0,390.0,,,143.0,19.0,34.0,12.0,1211.0,18.0,182.0,9.0,,3.0153,2.0,46.0,35.0,3.0,0.1956,14.0,12.0,3.3964,38.0,3.0,29.0,4.0,1.0,75.0,4.0,34.0,4.0,4.0,70.0,22.0,1.0,7.0,30.0,,4.0,12.0,,11.0,116.0,3.0,7.0,13.0,26.0,20.0,7.0,3.0,51.0,,149.0,4.0,5.0,2.0,35.0,,,2.0,6.0,,,,,,7.0,7.0,,,,4.0,
109065,Davy Klaassen,Midfielder,Ajax,Netherlands,2017-18,13.0,,0.1386,0.0,,,2.0,18.0,7.0,3.0,20.0,99.0,,6.0,,,250.0,3.0,7.0,3.0,,4.0,76.0,,3.0,,3.9148,2.0,,1.0,6.0,10.0,26.0,,2.0,20.0,,25.0,10.0,7.0,,42.0,3.0,14.0,3.0,0.0,,95.0,,29.0,,,25.0,5.0,1.0,3.0,125.0,2.0,37.0,4.0,,0.0718,0.0,2.0,4.0,,,,2.0,0.1357,3.0,,3.0,,1.0,,1.0,,1.0,1.0,8.0,,,,1.0,,1.0,2.0,,1.0,3.0,,,,1.0,,1.0,,,,23.0,1.0,3.0,4.0,6.0,,,1.0,,,,,,,,,,,,,
173807,Tom Davies,Midfielder,Sheffield United U21,England,2017-18,162.0,,0.9716,0.0,,,13.0,126.0,33.0,20.0,152.0,691.0,,55.0,1.0,,1901.0,36.0,117.0,6.0,,98.0,517.0,,29.0,,24.8011,9.0,4.0,17.0,24.0,126.0,166.0,,43.0,279.0,,202.0,110.0,33.0,,328.0,18.0,224.0,19.0,0.0,,674.0,10.0,276.0,,,178.0,38.0,24.0,22.0,1032.0,7.0,216.0,24.0,,1.5101,7.0,26.0,26.0,1.0,,8.0,3.0,0.9601,30.0,1.0,6.0,2.0,3.0,10.0,1.0,5.0,,,33.0,3.0,,4.0,14.0,,1.0,10.0,1.0,11.0,12.0,,4.0,8.0,20.0,26.0,5.0,,5.0,,145.0,3.0,12.0,13.0,27.0,,,1.0,1.0,,,,,,4.0,4.0,,2.0,,1.0,
195855,Beni Baningime,Midfielder,Heart of Midlothian,DR Congo,2017-18,14.0,,0.0338,0.0,,,,11.0,8.0,1.0,15.0,82.0,,3.0,,,193.0,2.0,9.0,,,8.0,64.0,,,,1.8087,,,1.0,2.0,12.0,21.0,,1.0,23.0,,27.0,9.0,8.0,,45.0,2.0,20.0,1.0,0.0,,81.0,,21.0,,,24.0,4.0,2.0,3.0,110.0,3.0,22.0,3.0,,,1.0,4.0,2.0,,,,,,6.0,,,,,,,,,,6.0,,,,4.0,,,4.0,,3.0,,,,,2.0,1.0,1.0,,,,10.0,,1.0,7.0,,,,,,,,,,,,,,,,,
55452,Yannick Bolasie,Forward,Swansea City,DR Congo,2017-18,70.0,,0.4202,0.0,,,16.0,61.0,16.0,11.0,78.0,210.0,,22.0,,,854.0,10.0,47.0,2.0,,35.0,130.0,,25.0,,13.6589,4.0,,7.0,14.0,60.0,53.0,,11.0,117.0,,66.0,55.0,16.0,,99.0,12.0,95.0,12.0,0.0,,206.0,9.0,208.0,,,32.0,12.0,4.0,2.0,440.0,7.0,40.0,6.0,,1.5398,0.0,17.0,21.0,7.0,,3.0,7.0,1.1091,8.0,,45.0,1.0,4.0,1.0,2.0,7.0,4.0,4.0,24.0,,,3.0,5.0,,2.0,1.0,,19.0,46.0,,3.0,9.0,7.0,17.0,,,1.0,,59.0,4.0,9.0,5.0,8.0,,,,,,,,,,,,,4.0,,1.0,
13017,Wayne Rooney,Forward,Derby County,England,2017-18,170.0,,3.413,0.0,,,37.0,179.0,31.0,27.0,259.0,1162.0,,59.0,3.0,,2282.0,34.0,80.0,5.0,1.0,55.0,799.0,,45.0,,36.7284,32.0,5.0,36.0,33.0,136.0,356.0,,18.0,250.0,,281.0,154.0,31.0,,544.0,28.0,191.0,25.0,0.0,,1118.0,20.0,417.0,,,293.0,35.0,16.0,104.0,1566.0,11.0,381.0,27.0,,8.7055,5.0,80.0,48.0,6.0,0.1914,8.0,17.0,9.6071,28.0,2.0,16.0,10.0,8.0,30.0,2.0,22.0,5.0,5.0,46.0,12.0,1.0,2.0,19.0,6.0,2.0,9.0,1.0,14.0,40.0,3.0,2.0,14.0,19.0,9.0,6.0,3.0,17.0,3.0,232.0,9.0,20.0,4.0,57.0,2.0,,,9.0,,,,,1.0,6.0,6.0,,6.0,,7.0,
20467,Theo Walcott,Forward,Southampton,England,2017-18,75.0,,0.0043,0.0,,,13.0,68.0,20.0,13.0,79.0,326.0,,26.0,3.0,,1216.0,19.0,91.0,2.0,,84.0,238.0,,50.0,,0.1711,11.0,3.0,11.0,17.0,56.0,54.0,,28.0,166.0,,92.0,76.0,20.0,,178.0,15.0,140.0,7.0,0.0,,301.0,4.0,202.0,,,92.0,7.0,9.0,9.0,610.0,4.0,81.0,4.0,,,2.0,11.0,11.0,11.0,,6.0,9.0,,28.0,3.0,35.0,3.0,12.0,3.0,,12.0,,,25.0,1.0,1.0,,9.0,,,9.0,,19.0,36.0,,,17.0,19.0,28.0,,,,,88.0,2.0,2.0,7.0,14.0,,,1.0,,,,,,,,,,4.0,,3.0,
66838,Cenk Tosun,Forward,Fenerbahçe,Turkey,2017-18,117.0,,0.6704,0.0,,,16.0,76.0,14.0,12.0,78.0,263.0,,98.0,2.0,,991.0,67.0,52.0,1.0,,21.0,177.0,,36.0,,13.8077,15.0,,11.0,13.0,50.0,74.0,,11.0,169.0,,53.0,30.0,14.0,,144.0,12.0,71.0,31.0,0.0,,258.0,8.0,138.0,,,59.0,25.0,1.0,8.0,402.0,,43.0,17.0,,2.9419,0.0,2.0,15.0,2.0,,3.0,8.0,4.069,6.0,,5.0,5.0,9.0,1.0,,2.0,3.0,3.0,14.0,,,2.0,5.0,,,3.0,1.0,4.0,5.0,,2.0,4.0,3.0,4.0,4.0,,,,77.0,,7.0,2.0,32.0,2.0,2.0,,2.0,,,,,,1.0,1.0,,9.0,,2.0,
113688,Oumar Niasse,Forward,Morecambe,Senegal,2017-18,151.0,,1.755,0.0,,,30.0,90.0,22.0,10.0,94.0,250.0,,102.0,,,1081.0,68.0,79.0,5.0,,45.0,154.0,,88.0,,19.9525,9.0,,6.0,23.0,83.0,74.0,,15.0,230.0,,66.0,27.0,22.0,,130.0,18.0,128.0,34.0,0.0,,242.0,12.0,212.0,,,54.0,31.0,2.0,2.0,497.0,3.0,27.0,22.0,,6.9984,2.0,4.0,13.0,1.0,,7.0,18.0,8.695,10.0,2.0,6.0,8.0,20.0,1.0,2.0,1.0,8.0,8.0,18.0,,,5.0,1.0,,2.0,4.0,2.0,16.0,6.0,,5.0,17.0,6.0,20.0,2.0,,,,56.0,1.0,6.0,12.0,15.0,1.0,,1.0,2.0,,,,,3.0,2.0,2.0,1.0,4.0,,4.0,1.0
180151,Nikola Vlasic,Midfielder,West Ham United,Croatia,2017-18,45.0,,0.9153,0.0,,,3.0,52.0,12.0,7.0,53.0,203.0,,19.0,,,575.0,14.0,34.0,3.0,,29.0,148.0,,21.0,,11.5772,12.0,,9.0,12.0,31.0,43.0,,7.0,79.0,,49.0,39.0,12.0,,114.0,9.0,60.0,5.0,0.0,,202.0,2.0,106.0,,,66.0,7.0,9.0,2.0,337.0,,38.0,3.0,,0.264,0.0,1.0,6.0,1.0,,2.0,1.0,0.0883,9.0,,6.0,,1.0,1.0,,2.0,1.0,1.0,23.0,1.0,,1.0,12.0,,,4.0,,6.0,6.0,,1.0,2.0,5.0,13.0,2.0,,,,45.0,,4.0,5.0,11.0,,,1.0,2.0,,,,,,1.0,1.0,,1.0,,,
177815,Dominic Calvert-Lewin,Forward,Leeds United,England,2017-18,286.0,,1.2752,0.0,,,33.0,184.0,32.0,18.0,193.0,493.0,,305.0,4.0,,1875.0,170.0,196.0,3.0,,61.0,297.0,,86.0,,28.8138,14.0,,22.0,28.0,116.0,93.0,,27.0,482.0,,149.0,65.0,32.0,,233.0,25.0,177.0,135.0,0.0,,486.0,16.0,347.0,,,128.0,43.0,10.0,3.0,845.0,3.0,75.0,18.0,,4.9026,4.0,9.0,30.0,8.0,,10.0,17.0,3.6864,15.0,6.0,11.0,4.0,15.0,,4.0,8.0,9.0,9.0,31.0,,1.0,8.0,12.0,,4.0,7.0,1.0,22.0,11.0,,8.0,9.0,8.0,21.0,1.0,,,,123.0,3.0,5.0,14.0,34.0,2.0,,,1.0,,,,,,2.0,2.0,4.0,11.0,,1.0,
