playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,substituteOff,hitWoodwork,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,throughBalls,oboxBlocked,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,shotsBlockedOutsideBox,unsuccessfulLaunches,unsuccessfulLongPasses,cleanSheets,shotsOnTargetOutsideBox,oboxTarget,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,successfulLaunches,handballsConceded,penaltiesTaken,lastPlayerTackle,penaltyGoals,throwInsToOppositionPlayer,redCards2ndYellow,secondGoalAssists,goalKicks,penaltiesConceded,gkSuccessfulDistribution,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesSaved,catches,savesMadeFromOutsideBox,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,ownGoalScored
499300,Adam Aznou,Midfielder,Everton,11,Morocco,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486385,Beto,Forward,Everton,11,Guinea-Bissau,2025-26,0.0,0.0,3.0,204.0,0.2245,11.0,17.0,3.0,8.7589,15.0,32.0,79.0,37.0,1.0,23.0,17.0,79.0,2.0,208.0,9.0,9.0,5.0,20.0,207.0,8.0,1565.0,8.0,12.0,115.0,133.0,1.0,23.0,41.0,128.0,95.0,2.0,21.4266,11.0,43.0,19.0,11.0,89.0,55.0,12.0,1.0,337.0,20.0,4.0,39.0,26.0,37.0,5.0,11.0,1.0,27.0,80.0,18.0,3.0,2.0,57.0,11.0,130.0,92.0,208.0,15.0,8.0,222.0,4.0,14.0,5.0,42.0,33.0,1.0,1.0,1.0,72.0,561.0,16.0,1.0,49.0,14.0,8.9064,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629068,Braiden Graham,Forward,Everton,11,Northern Ireland,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547801,Callum Bates,Midfielder,Everton,11,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502697,Charly Alcaraz,Midfielder,Everton,11,Argentina,2025-26,0.0,0.0,4.0,56.0,0.5431,8.0,5.0,,0.5682,14.0,12.0,50.0,20.0,1.0,18.0,6.0,56.0,3.0,307.0,,1.0,,14.0,31.0,5.0,685.0,5.0,,17.0,46.0,1.0,16.0,32.0,239.0,28.0,2.0,9.4735,9.0,7.0,10.0,5.0,39.0,94.0,12.0,0.0,102.0,8.0,,63.0,43.0,20.0,,5.0,,8.0,156.0,9.0,,3.0,17.0,5.0,71.0,14.0,297.0,7.0,6.0,107.0,9.0,7.0,3.0,73.0,10.0,3.0,,12.0,77.0,452.0,6.0,1.0,98.0,4.0,1.2412,13.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Everton,11,England,2025-26,0.0,0.0,1.0,59.0,1.9201,12.0,5.0,,1.2814,23.0,12.0,47.0,22.0,1.0,9.0,14.0,60.0,23.0,324.0,,2.0,,8.0,18.0,2.0,1168.0,2.0,3.0,11.0,44.0,2.0,37.0,37.0,257.0,23.0,2.0,15.9257,14.0,13.0,9.0,6.0,48.0,32.0,7.0,0.0,103.0,20.0,,82.0,62.0,22.0,,6.0,,6.0,160.0,7.0,,32.0,25.0,6.0,85.0,7.0,321.0,7.0,5.0,149.0,17.0,7.0,3.0,112.0,11.0,10.0,,7.0,98.0,555.0,11.0,1.0,114.0,7.0,1.3892,17.0,5.0,4.0,6.0,9.0,10.0,3.0,6.0,7.0,13.0,3.0,3.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609873,Harrison Armstrong,Midfielder,Everton,11,England,2025-26,0.0,0.0,0.0,29.0,0.2102,1.0,2.0,2.0,0.8139,13.0,4.0,37.0,13.0,,6.0,6.0,40.0,2.0,206.0,,2.0,,7.0,13.0,2.0,528.0,2.0,,7.0,34.0,2.0,7.0,28.0,161.0,11.0,,11.1373,4.0,8.0,11.0,1.0,22.0,58.0,14.0,0.0,63.0,4.0,,52.0,25.0,13.0,,3.0,,6.0,113.0,9.0,,2.0,14.0,1.0,50.0,6.0,206.0,2.0,1.0,69.0,10.0,1.0,1.0,43.0,6.0,4.0,,5.0,53.0,291.0,5.0,,53.0,3.0,0.7874,5.0,,1.0,,1.0,,,,2.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80801,Idrissa Gueye,Midfielder,Everton,11,Senegal,2025-26,1.0,1.0,1.0,74.0,1.7728,11.0,7.0,,1.3721,43.0,18.0,111.0,25.0,3.0,23.0,25.0,135.0,15.0,1065.0,2.0,,1.0,,25.0,2.0,2101.0,2.0,1.0,12.0,94.0,2.0,43.0,81.0,910.0,34.0,2.0,28.0673,10.0,24.0,26.0,4.0,62.0,260.0,31.0,1.0,168.0,23.0,1.0,339.0,114.0,25.0,2.0,23.0,,14.0,545.0,24.0,,15.0,23.0,4.0,143.0,13.0,1053.0,11.0,6.0,205.0,20.0,7.0,7.0,313.0,21.0,28.0,,20.0,153.0,1364.0,8.0,2.0,389.0,13.0,1.9993,45.0,4.0,4.0,7.0,,4.0,,7.0,10.0,24.0,4.0,3.0,3.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440993,Iliman Ndiaye,Forward,Everton,11,Senegal,2025-26,0.0,0.0,2.0,218.0,4.4144,13.0,22.0,2.0,9.1134,70.0,30.0,138.0,32.0,3.0,35.0,32.0,151.0,48.0,941.0,6.0,12.0,2.0,,47.0,11.0,2786.0,11.0,2.0,36.0,191.0,3.0,58.0,180.0,784.0,102.0,2.0,41.5461,27.0,19.0,44.0,8.0,182.0,194.0,37.0,1.0,409.0,25.0,4.0,183.0,178.0,32.0,4.0,27.0,2.0,61.0,529.0,41.0,,48.0,125.0,8.0,362.0,11.0,936.0,8.0,26.0,410.0,43.0,73.0,2.0,231.0,30.0,16.0,,6.0,333.0,1576.0,11.0,2.0,268.0,19.0,6.7066,25.0,7.0,3.0,5.0,,7.0,,5.0,7.0,13.0,4.0,5.0,5.0,,11.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Everton,11,England,2025-26,0.0,1.0,3.0,104.0,3.5689,12.0,8.0,2.0,2.2324,21.0,14.0,77.0,20.0,6.0,13.0,18.0,91.0,29.0,573.0,2.0,,1.0,2.0,23.0,5.0,1631.0,5.0,,19.0,106.0,2.0,39.0,102.0,464.0,105.0,2.0,25.7288,32.0,11.0,23.0,9.0,85.0,235.0,58.0,2.0,210.0,11.0,1.0,138.0,87.0,20.0,1.0,6.0,1.0,34.0,357.0,21.0,,29.0,64.0,9.0,187.0,4.0,566.0,6.0,14.0,227.0,15.0,23.0,6.0,41.0,13.0,12.0,,18.0,159.0,932.0,6.0,1.0,135.0,9.0,2.1457,22.0,10.0,6.0,3.0,2.0,10.0,,3.0,6.0,14.0,4.0,1.0,1.0,1.0,8.0,,2.0,,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
