playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,throughBalls,setPiecesGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,leftFootGoals,hitWoodwork,secondGoalAssists,lastPlayerTackle,penaltiesTaken,clearancesOffTheLine,penaltyGoals,foulWonPenalty,goalKicks,gkSuccessfulDistribution,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
121599,Abdoulaye Doucouré,Midfielder,Everton,11,Mali,2024-25,178.0,1.0,1.3995,1.0,13.0,10.0,3.0,3.3824,48.0,18.0,135.0,33.0,2.0,26.0,31.0,151.0,22.0,875.0,3.0,10.0,1.0,1.0,2.0,75.0,6.0,1.0,7.0,2577.0,7.0,3.0,45.0,107.0,3.0,52.0,77.0,701.0,71.0,36.8794,26.0,3.0,19.0,33.0,12.0,133.0,254.0,5.0,2.0,285.0,25.0,2.0,203.0,150.0,33.0,2.0,20.0,21.0,432.0,30.0,1.0,1.0,22.0,59.0,12.0,210.0,30.0,0.0,861.0,8.0,14.0,278.0,28.0,24.0,6.0,241.0,49.0,10.0,23.0,177.0,1231.0,14.0,1.0,7.0,293.0,23.0,3.0,4.1411,3.0,16.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440323,Armando Broja,Forward,Everton,11,Albania,2024-25,47.0,,,0.0,,,1.0,,3.0,4.0,18.0,10.0,,5.0,4.0,18.0,1.0,71.0,,3.0,,,6.0,39.0,,,,331.0,,1.0,21.0,33.0,,4.0,15.0,53.0,18.0,,4.0,,4.0,2.0,,26.0,20.0,4.0,0.0,80.0,3.0,,17.0,9.0,10.0,,2.0,7.0,46.0,2.0,,,1.0,20.0,,41.0,18.0,0.0,71.0,4.0,,57.0,1.0,8.0,,13.0,6.0,1.0,,21.0,152.0,4.0,,,7.0,1.0,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,Everton,11,England,2024-25,72.0,15.0,2.91,1.0,3.0,3.0,,0.4994,58.0,3.0,101.0,32.0,3.0,4.0,19.0,195.0,41.0,737.0,1.0,,0.0,2.0,13.0,22.0,7.0,19.0,,1869.0,,,11.0,97.0,2.0,30.0,86.0,480.0,9.0,27.9049,23.0,10.0,56.0,22.0,1.0,61.0,53.0,22.0,1.0,169.0,10.0,1.0,395.0,75.0,32.0,1.0,25.0,9.0,290.0,20.0,,,56.0,10.0,1.0,147.0,11.0,1.0,714.0,,6.0,312.0,33.0,7.0,4.0,184.0,30.0,25.0,62.0,105.0,1238.0,4.0,2.0,41.0,271.0,24.0,1.0,0.2662,7.0,94.0,46.0,0.1452,3.0,1.0,15.0,2.0,3.0,33.0,2.0,3.0,3.0,11.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Everton,11,Bosnia & Herzegovina,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486385,Beto,Forward,Everton,11,Guinea-Bissau,2024-25,195.0,1.0,0.4692,0.0,8.0,23.0,7.0,9.2618,14.0,41.0,104.0,30.0,,19.0,15.0,109.0,3.0,264.0,8.0,16.0,2.0,3.0,15.0,204.0,1.0,1.0,13.0,1528.0,13.0,8.0,105.0,155.0,3.0,23.0,56.0,152.0,92.0,22.6832,12.0,2.0,24.0,24.0,5.0,90.0,63.0,23.0,0.0,350.0,10.0,6.0,57.0,40.0,30.0,5.0,8.0,17.0,89.0,21.0,,2.0,3.0,54.0,5.0,146.0,99.0,0.0,260.0,18.0,11.0,244.0,6.0,19.0,2.0,61.0,33.0,4.0,3.0,83.0,601.0,9.0,3.0,3.0,67.0,14.0,,8.2603,2.0,5.0,20.0,,1.0,,1.0,2.0,,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
547801,Callum Bates,Midfielder,Everton,11,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502697,Charly Alcaraz,Midfielder,Everton,11,Argentina,2024-25,52.0,4.0,0.0264,0.0,6.0,12.0,1.0,0.2086,11.0,21.0,37.0,16.0,3.0,13.0,7.0,45.0,4.0,271.0,2.0,1.0,2.0,,9.0,24.0,,5.0,1.0,770.0,1.0,,9.0,47.0,1.0,17.0,32.0,210.0,22.0,,11.0,,10.0,9.0,,43.0,92.0,12.0,0.0,99.0,7.0,0.0,76.0,39.0,16.0,1.0,6.0,9.0,163.0,8.0,,1.0,7.0,22.0,,75.0,15.0,0.0,268.0,9.0,4.0,91.0,5.0,9.0,2.0,48.0,14.0,6.0,16.0,55.0,429.0,5.0,,2.0,68.0,8.0,,0.0684,4.0,8.0,13.0,,1.0,,4.0,,1.0,1.0,,,1.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
504296,Coby Ebere,Forward,Everton,11,Germany,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177815,Dominic Calvert-Lewin,Forward,Everton,11,England,2024-25,156.0,1.0,0.6652,0.0,8.0,20.0,2.0,4.8722,9.0,42.0,99.0,26.0,1.0,16.0,19.0,103.0,5.0,282.0,3.0,27.0,1.0,1.0,7.0,170.0,3.0,1.0,16.0,1613.0,16.0,7.0,84.0,127.0,2.0,17.0,41.0,177.0,96.0,24.1778,6.0,,23.0,18.0,7.0,72.0,64.0,23.0,0.0,283.0,5.0,2.0,79.0,35.0,26.0,2.0,2.0,13.0,135.0,16.0,,1.0,5.0,46.0,7.0,113.0,86.0,0.0,281.0,22.0,12.0,233.0,7.0,10.0,2.0,60.0,27.0,7.0,2.0,79.0,596.0,11.0,1.0,2.0,45.0,11.0,2.0,6.7498,2.0,4.0,15.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Everton,11,England,2024-25,88.0,11.0,4.3207,0.0,6.0,10.0,1.0,1.872,13.0,19.0,67.0,21.0,6.0,13.0,15.0,88.0,35.0,505.0,4.0,1.0,1.0,3.0,6.0,20.0,3.0,39.0,4.0,1371.0,4.0,1.0,17.0,58.0,3.0,23.0,55.0,401.0,27.0,21.1858,31.0,2.0,2.0,24.0,3.0,71.0,115.0,18.0,1.0,146.0,7.0,3.0,136.0,76.0,21.0,,5.0,20.0,332.0,21.0,,,66.0,53.0,3.0,126.0,3.0,0.0,470.0,9.0,15.0,238.0,8.0,24.0,,106.0,6.0,6.0,16.0,148.0,827.0,5.0,3.0,4.0,124.0,5.0,,1.0887,1.0,21.0,18.0,,8.0,,45.0,2.0,20.0,,2.0,,,21.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
