playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,ownGoalScored,aerialDuelsLost,successfulCrossesOpenPlay,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,setPiecesGoals,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,blocks,attemptsFromSetPieces,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,throughBalls,unsuccessfulLayoffs,shotsBlockedInBox,iboxBlocked,lastPlayerTackle,otherGoals,goalAssists,headedGoals,handballsConceded,shotsOnTargetOutsideBox,oboxTarget,redCards2ndYellow,hitWoodwork,foulWonPenalty,secondGoalAssists,penaltiesTaken,penaltyGoals
37096,Lukasz Fabianski,Goalkeeper,West Ham United U21,12944,Poland,2019-20,3.0,1.0,0.0357,0.0,10.0,2.0,28.0,3.0,25.0,25.0,281.0,572.0,192.0,8.0,12.0,5.0,4.0,2119.0,16.0,3.0,1.0,2.0,4.0,90.0,1.0,15.0,3.0,32.12,64.0,20.0,34.0,3.0,45.0,72.0,2.0,0.0,19.0,8.0,489.0,198.0,25.0,1.0,155.0,31.0,7.0,12.0,0.0,203.0,261.0,293.0,2.0,1.0,89.0,20.0,38.0,1.0,1.0,201.0,797.0,2.0,127.0,136.0,1.0,44.0,1.0,278.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40694,Roberto Jiménez,Goalkeeper,West Ham United,21,Spain,2019-20,,,0.0094,0.0,,,13.0,,8.0,7.0,117.0,203.0,41.0,1.0,4.0,,1.0,686.0,5.0,2.0,,,1.0,37.0,,8.0,1.0,18.1041,30.0,10.0,17.0,,17.0,36.0,1.0,0.0,5.0,1.0,177.0,76.0,8.0,,43.0,15.0,1.0,4.0,0.0,42.0,113.0,119.0,,,25.0,16.0,9.0,,,49.0,282.0,,73.0,43.0,,22.0,0.0,117.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19194,David Martin,Goalkeeper,MK Dons,22,England,2019-20,1.0,,0.0083,0.0,1.0,,3.0,1.0,5.0,4.0,66.0,111.0,44.0,,2.0,2.0,,435.0,1.0,,,,,5.0,,1.0,,6.5006,14.0,2.0,6.0,,4.0,15.0,,0.0,2.0,1.0,106.0,31.0,5.0,,33.0,6.0,,1.0,0.0,31.0,36.0,68.0,,,25.0,3.0,1.0,,,40.0,143.0,,31.0,12.0,,12.0,1.0,65.0,8.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,Darren Randolph,Goalkeeper,Bournemouth,91,Ireland,2019-20,,,0.0025,0.0,,,1.0,,2.0,2.0,18.0,36.0,14.0,,,,1.0,180.0,,,,,,2.0,,,1.0,4.4994,4.0,2.0,5.0,,1.0,6.0,,0.0,,1.0,35.0,12.0,2.0,,11.0,5.0,,,0.0,13.0,11.0,19.0,,,5.0,2.0,,,,16.0,51.0,,7.0,7.0,,5.0,0.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447879,Joseph Anang,Goalkeeper,West Ham United,21,England,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48717,Winston Reid,Defender,West Ham United U23,7238,New Zealand,2019-20,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55459,Aaron Cresswell,Defender,West Ham United,21,England,2019-20,111.0,,2.1598,0.0,,43.0,,194.0,31.0,31.0,318.0,1251.0,,,85.0,5.0,,2730.0,116.0,3.0,,76.0,71.0,866.0,,,5.0,50.9741,13.0,59.0,51.0,71.0,307.0,,17.0,1.0,227.0,,703.0,172.0,31.0,,582.0,48.0,142.0,45.0,0.0,,1213.0,527.0,26.0,11.0,,,64.0,16.0,35.0,67.0,2042.0,3.0,61.0,377.0,10.0,,7.0,124.0,98.0,,,40.0,18.0,0.4137,3.0,5.0,3.0,1.5718,14.0,1.0,2.0,83.0,3.0,2.0,2.0,3.0,19.0,26.0,2.0,2.0,6.0,24.0,47.0,26.0,23.0,1.0,1.0,17.0,2.0,23.0,101.0,33.0,7.0,9.0,22.0,10.0,7.0,10.0,1.0,177.0,273.0,3.0,1.364,,,,,,,,,,,,,,,,,
166640,Fabián Balbuena,Defender,West Ham United,21,Paraguay,2019-20,59.0,,0.1824,0.0,,17.0,,67.0,17.0,13.0,143.0,503.0,,,91.0,3.0,,1176.0,74.0,2.0,,17.0,20.0,325.0,,,1.0,26.2073,9.0,71.0,24.0,22.0,71.0,,2.0,0.0,133.0,,275.0,65.0,17.0,,130.0,22.0,42.0,54.0,0.0,,488.0,154.0,12.0,2.0,,,126.0,6.0,26.0,35.0,689.0,,26.0,230.0,3.0,,2.0,76.0,48.0,4.0,,37.0,,,2.0,4.0,,1.6452,8.0,,,1.0,1.0,,0.0,,,,3.0,3.0,,15.0,,1.0,10.0,1.0,1.0,5.0,,,1.0,1.0,,4.0,2.0,5.0,,,,31.0,5.0,,1.5477,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
40669,Angelo Ogbonna,Defender,Watford,57,Italy,2019-20,97.0,,0.299,0.0,,38.0,,111.0,31.0,31.0,233.0,977.0,,,164.0,6.0,,2787.0,159.0,3.0,1.0,24.0,57.0,668.0,,,4.0,41.6894,27.0,130.0,44.0,35.0,227.0,,14.0,0.0,256.0,,433.0,141.0,31.0,,248.0,41.0,92.0,102.0,0.0,,959.0,250.0,24.0,5.0,,,262.0,22.0,28.0,76.0,1326.0,1.0,70.0,497.0,14.0,,4.0,122.0,81.0,,1.0,62.0,1.0,,1.0,4.0,1.0,1.4158,12.0,,,1.0,2.0,,0.0,,,1.0,2.0,2.0,,29.0,,2.0,18.0,2.0,,14.0,1.0,,1.0,2.0,,8.0,,32.0,,,,55.0,,,1.7797,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
219924,Issa Diop,Defender,Fulham,54,Morocco,2019-20,84.0,,0.9097,0.0,,27.0,,105.0,32.0,31.0,214.0,974.0,,,119.0,4.0,,2766.0,122.0,5.0,3.0,27.0,43.0,711.0,,,5.0,52.6844,9.0,164.0,54.0,44.0,174.0,,11.0,0.0,206.0,,476.0,145.0,32.0,,258.0,49.0,87.0,79.0,0.0,,937.0,234.0,14.0,5.0,,,252.0,31.0,47.0,49.0,1350.0,1.0,57.0,502.0,16.0,,8.0,109.0,89.0,1.0,,40.0,,,1.0,7.0,,0.8292,14.0,,,1.0,3.0,1.0,1.0,,,,4.0,4.0,,25.0,,4.0,16.0,2.0,1.0,13.0,,2.0,1.0,7.0,,7.0,1.0,21.0,,,,72.0,2.0,,1.463,,,1.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,,
