playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,substituteOn,penaltiesConceded,unsuccessfulLayoffs,penaltiesTaken,headedGoals,penaltyGoals,foulWonPenalty,rightFootGoals,setPiecesGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,ownGoalScored
55459,Aaron Cresswell,Defender,West Ham,21,England,2015-16,109.0,31.0,3.1634,0.0,0.2156,10.0,7.0,1.9573,38.0,18.0,1.0,149.0,37.0,4.0,12.0,37.0,310.0,90.0,1377.0,2.0,1.0,7.0,74.0,11.0,3.0,31.0,2.0,3315.0,2.0,34.0,121.0,8.0,72.0,81.0,952.0,72.0,51.2237,36.0,36.0,88.0,50.0,3.0,75.0,401.0,31.0,230.0,29.0,663.0,168.0,37.0,3.0,15.0,2.0,21.0,657.0,42.0,90.0,3.0,3.0,156.0,40.0,0.0,1354.0,11.0,27.0,583.0,23.0,12.0,17.0,3.0,70.0,22.0,70.0,1.0,115.0,243.0,2274.0,278.0,1.0,1.0,7.0,103.0,441.0,10.0,2.0,1.1546,1.0,161.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,Goalkeeper,West Ham,21,Spain,2015-16,3.0,,0.0803,1.0,,,,,,,,,32.0,,,32.0,422.0,,853.0,,,,6.0,9.0,,,,2879.0,,,7.0,7.0,3.0,1.0,156.0,,41.7765,,116.0,34.0,39.0,,3.0,62.0,2.0,10.0,,738.0,286.0,32.0,,,,,211.0,32.0,,,,4.0,6.0,1.0,369.0,,1.0,437.0,,,,,53.0,1.0,1.0,,275.0,,1209.0,,,,,244.0,220.0,1.0,,,1.0,422.0,58.0,2.0,40.0,35.0,11.0,7.0,2.0,19.0,99.0,8.0,3.0,2.0,313.0,130.0,24.0,63.0,,,,,,,,,,,,,
21091,Alexandre Song,Midfielder,West Ham,21,Cameroon,2015-16,54.0,,0.3442,0.0,,2.0,,,41.0,4.0,1.0,54.0,12.0,,6.0,8.0,66.0,3.0,448.0,,,1.0,7.0,1.0,,,,658.0,,2.0,60.0,1.0,10.0,55.0,354.0,,7.008,8.0,,6.0,6.0,1.0,52.0,106.0,7.0,114.0,4.0,162.0,73.0,12.0,,9.0,,2.0,236.0,5.0,3.0,,1.0,107.0,5.0,0.0,444.0,4.0,1.0,93.0,32.0,7.0,,,143.0,13.0,12.0,,28.0,37.0,566.0,2.0,5.0,,1.0,,146.0,10.0,,0.2027,1.0,12.0,18.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,
40142,Andy Carroll,Forward,West Ham,21,England,2015-16,150.0,1.0,1.888,0.0,,12.0,25.0,7.6214,9.0,44.0,2.0,159.0,27.0,2.0,35.0,13.0,167.0,7.0,435.0,9.0,7.0,6.0,201.0,4.0,3.0,1.0,13.0,1434.0,13.0,88.0,149.0,2.0,18.0,36.0,255.0,,22.1134,18.0,,28.0,23.0,6.0,62.0,111.0,25.0,299.0,9.0,140.0,49.0,27.0,3.0,5.0,4.0,7.0,184.0,21.0,7.0,,6.0,98.0,113.0,0.0,420.0,19.0,6.0,248.0,4.0,7.0,7.0,,91.0,38.0,7.0,,13.0,93.0,678.0,2.0,5.0,1.0,6.0,4.0,85.0,9.0,3.0,6.9343,2.0,8.0,24.0,,,,,,,,,,,,,,,,14.0,1.0,6.0,1.0,5.0,1.0,,,,,,,
40669,Angelo Ogbonna,Defender,West Ham,21,Italy,2015-16,67.0,1.0,0.1941,0.0,,2.0,,,43.0,4.0,,101.0,28.0,,,27.0,195.0,,945.0,,,1.0,93.0,9.0,,1.0,,2328.0,,31.0,127.0,5.0,22.0,65.0,672.0,2.0,33.8353,2.0,28.0,161.0,32.0,1.0,36.0,204.0,16.0,194.0,6.0,426.0,116.0,28.0,,9.0,,1.0,229.0,27.0,,,1.0,101.0,62.0,0.0,917.0,4.0,1.0,265.0,34.0,8.0,19.0,,249.0,21.0,50.0,,78.0,66.0,1310.0,2.0,2.0,,1.0,68.0,522.0,8.0,,0.4106,5.0,94.0,75.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,West Ham,21,Senegal,2015-16,186.0,2.0,1.5136,1.0,,10.0,18.0,4.0439,95.0,35.0,1.0,204.0,34.0,2.0,37.0,34.0,253.0,17.0,1234.0,5.0,2.0,3.0,143.0,10.0,4.0,2.0,9.0,3009.0,9.0,55.0,248.0,5.0,58.0,160.0,940.0,,44.3128,19.0,8.0,57.0,44.0,7.0,131.0,301.0,40.0,434.0,34.0,379.0,227.0,34.0,4.0,22.0,,16.0,491.0,39.0,17.0,,7.0,291.0,88.0,1.0,1224.0,17.0,11.0,371.0,73.0,29.0,13.0,,362.0,36.0,77.0,1.0,41.0,192.0,1795.0,7.0,3.0,4.0,3.0,28.0,492.0,25.0,,5.9082,5.0,49.0,80.0,,,,,,,,,,,,,,,,,,3.0,,2.0,,1.0,3.0,,,,,
32259,Darren Randolph,Goalkeeper,West Ham,21,Ireland,2015-16,,,0.0363,0.0,,,,,,1.0,,1.0,6.0,,,6.0,88.0,,164.0,,,,1.0,2.0,,,,540.0,,,2.0,1.0,1.0,1.0,21.0,,9.9753,,36.0,2.0,12.0,,,7.0,,2.0,,148.0,53.0,6.0,,,,,50.0,11.0,,,,1.0,1.0,0.0,73.0,1.0,,90.0,,1.0,,,9.0,,,,55.0,,222.0,,,,,45.0,26.0,,,0.1031,0.0,87.0,8.0,,7.0,5.0,1.0,1.0,,,12.0,6.0,,,41.0,30.0,3.0,7.0,,,,,,,,,,,,,
73889,Diafra Sakho,Forward,West Ham,21,Senegal,2015-16,204.0,3.0,1.2078,0.0,,10.0,18.0,6.1122,15.0,38.0,,119.0,21.0,1.0,35.0,18.0,130.0,21.0,344.0,5.0,12.0,1.0,154.0,1.0,1.0,3.0,12.0,1525.0,12.0,100.0,113.0,5.0,27.0,59.0,210.0,,22.3398,13.0,,19.0,24.0,9.0,104.0,91.0,28.0,317.0,15.0,101.0,65.0,21.0,1.0,3.0,2.0,35.0,172.0,19.0,21.0,,9.0,163.0,54.0,0.0,323.0,20.0,18.0,295.0,12.0,18.0,2.0,,89.0,19.0,9.0,,4.0,63.0,687.0,1.0,11.0,1.0,1.0,6.0,45.0,12.0,1.0,6.1701,3.0,11.0,15.0,,,,,,,,,,,,,,,,3.0,,3.0,,1.0,,,2.0,,,,,
37901,Dimitri Payet,Midfielder,West Ham,21,France,2015-16,148.0,20.0,10.1437,0.0,1.1169,18.0,28.0,9.1758,24.0,51.0,19.0,203.0,30.0,12.0,124.0,29.0,252.0,83.0,1269.0,9.0,3.0,11.0,12.0,5.0,16.0,94.0,3.0,2571.0,3.0,10.0,132.0,6.0,64.0,130.0,941.0,1.0,42.1729,107.0,1.0,2.0,42.0,7.0,138.0,402.0,39.0,280.0,23.0,344.0,150.0,30.0,16.0,8.0,,51.0,807.0,36.0,196.0,17.0,7.0,268.0,2.0,0.0,1213.0,23.0,39.0,625.0,16.0,67.0,,17.0,212.0,13.0,23.0,,76.0,311.0,2018.0,13.0,6.0,2.0,11.0,5.0,304.0,8.0,2.0,5.8134,3.0,49.0,25.0,,,,,,,,,,,,,,,,1.0,,4.0,,,,,9.0,2.0,159.0,60.0,76.0,
160585,Djair Parfitt-Williams,Midfielder,West Ham,21,United States,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
