playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,goalKicks,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,overruns,successfulLayoffs,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,successfulDribbles,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,lastPlayerTackle,hitWoodwork,otherGoals,clearancesOffTheLine,setPiecesGoals,ownGoalScored,penaltiesSaved,savesFromPenalty
204480,Declan Rice,Midfielder,Arsenal,3,England,2024-25,0.0,1.0,5.0,116.0,6.0,5.6258,15.0,15.0,3.1123,53.0,33.0,5.0,113.0,35.0,7.0,33.0,150.0,28.0,1476.0,2.0,,7.0,2.0,64.0,7.0,6.0,46.0,5.0,2833.0,5.0,26.0,120.0,4.0,29.0,82.0,1266.0,87.0,,3.0,29.3023,52.0,10.0,50.0,28.0,8.0,90.0,481.0,16.0,1.0,236.0,14.0,364.0,156.0,35.0,6.0,28.0,14.0,863.0,24.0,118.0,46.0,8.0,172.0,38.0,,1402.0,18.0,32.0,358.0,25.0,13.0,367.0,21.0,25.0,60.0,264.0,2016.0,4.0,9.0,7.0,20.0,509.0,11.0,,3.5262,37.0,32.0,4.0,2.0,31.0,4.0,,2.0,2.0,66.0,2.0,0.1823,2.0,28.0,,108.0,2.0,2.0,,,14.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
499175,Ethan Nwaneri,Midfielder,Arsenal,3,England,2024-25,0.0,0.0,1.0,66.0,8.0,1.7867,12.0,9.0,1.725,11.0,12.0,3.0,37.0,26.0,2.0,11.0,40.0,27.0,364.0,6.0,,6.0,15.0,12.0,1.0,1.0,14.0,4.0,889.0,4.0,8.0,57.0,1.0,20.0,53.0,315.0,50.0,,,5.0705,14.0,2.0,4.0,4.0,6.0,58.0,42.0,5.0,0.0,123.0,6.0,58.0,34.0,26.0,1.0,4.0,19.0,278.0,3.0,40.0,36.0,6.0,111.0,4.0,,351.0,3.0,14.0,149.0,7.0,2.0,167.0,9.0,2.0,9.0,97.0,601.0,4.0,10.0,6.0,1.0,60.0,7.0,1.0,1.1896,3.0,5.0,4.0,2.0,7.0,,4.0,1.0,1.0,12.0,,0.1681,7.0,3.0,,27.0,,2.0,,,37.0,,,,,,,,,,,,,,,,,3.0,,,,,,
514307,Jack Henry-Francis,Midfielder,Arsenal,3,Ireland,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538182,Jimi Gower,Midfielder,Arsenal,3,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85955,Jorginho,Midfielder,Arsenal,3,Italy,2024-25,0.0,0.0,5.0,43.0,,0.5872,,,,12.0,2.0,4.0,46.0,15.0,,9.0,62.0,1.0,473.0,,,,6.0,8.0,1.0,,,,702.0,,6.0,31.0,1.0,8.0,29.0,399.0,3.0,,2.0,7.3836,3.0,1.0,2.0,7.0,,37.0,146.0,17.0,0.0,74.0,3.0,127.0,55.0,15.0,,8.0,2.0,239.0,6.0,1.0,11.0,,66.0,2.0,,465.0,2.0,1.0,86.0,4.0,,135.0,15.0,7.0,12.0,65.0,550.0,,6.0,,9.0,172.0,7.0,1.0,0.0585,16.0,14.0,,,,,,,,,,,,9.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2024-25,0.0,0.0,4.0,112.0,6.0,6.6616,19.0,17.0,4.8532,19.0,30.0,25.0,164.0,30.0,8.0,26.0,182.0,29.0,1389.0,1.0,,9.0,4.0,15.0,5.0,6.0,18.0,8.0,2328.0,8.0,7.0,75.0,4.0,32.0,67.0,1168.0,121.0,,,21.941,55.0,2.0,5.0,21.0,10.0,105.0,213.0,23.0,2.0,187.0,5.0,445.0,97.0,30.0,6.0,8.0,32.0,907.0,17.0,68.0,72.0,10.0,172.0,8.0,,1338.0,13.0,19.0,374.0,11.0,,507.0,12.0,6.0,39.0,224.0,1791.0,12.0,12.0,9.0,6.0,318.0,9.0,,4.81,18.0,16.0,3.0,2.0,8.0,,3.0,3.0,3.0,25.0,1.0,0.3039,2.0,24.0,,37.0,1.0,1.0,1.0,,25.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,
195384,Mikel Merino,Midfielder,Arsenal,3,Spain,2024-25,0.0,1.0,2.0,149.0,4.0,1.1831,7.0,15.0,6.9975,46.0,31.0,5.0,105.0,28.0,2.0,17.0,112.0,9.0,558.0,7.0,,2.0,11.0,117.0,3.0,,4.0,8.0,1581.0,8.0,57.0,137.0,1.0,25.0,77.0,437.0,83.0,,3.0,18.4061,15.0,1.0,23.0,17.0,5.0,92.0,149.0,23.0,3.0,286.0,13.0,180.0,86.0,28.0,,18.0,10.0,286.0,16.0,9.0,37.0,5.0,169.0,60.0,,554.0,16.0,7.0,188.0,28.0,5.0,107.0,41.0,15.0,9.0,122.0,846.0,1.0,5.0,2.0,3.0,164.0,30.0,,5.914,7.0,13.0,7.0,4.0,,1.0,2.0,,,,1.0,,1.0,11.0,,,1.0,3.0,,4.0,9.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,
498046,Salah-Eddine Oulad M'hand,Midfielder,Arsenal,3,Netherlands,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167199,Thomas Partey,Midfielder,Arsenal,3,Ghana,2024-25,0.0,0.0,4.0,128.0,2.0,2.6188,5.0,9.0,3.2736,89.0,21.0,6.0,162.0,35.0,2.0,31.0,209.0,10.0,1840.0,1.0,,3.0,4.0,56.0,7.0,3.0,2.0,2.0,2799.0,2.0,28.0,172.0,3.0,33.0,144.0,1573.0,35.0,17.0,2.0,31.3452,18.0,8.0,44.0,30.0,2.0,100.0,497.0,31.0,1.0,300.0,20.0,494.0,138.0,35.0,3.0,36.0,9.0,915.0,27.0,10.0,26.0,2.0,244.0,28.0,,1807.0,12.0,7.0,293.0,53.0,9.0,571.0,45.0,35.0,58.0,278.0,2289.0,45.0,6.0,3.0,18.0,718.0,28.0,,2.2915,47.0,41.0,4.0,1.0,,4.0,,,,,,,1.0,13.0,,,,3.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,
503139,Alex Scott,Midfielder,Bournemouth,91,England,2024-25,0.0,0.0,3.0,68.0,1.0,1.0146,4.0,7.0,1.334,27.0,11.0,2.0,41.0,20.0,,8.0,49.0,2.0,332.0,,,2.0,12.0,14.0,,3.0,2.0,4.0,751.0,4.0,7.0,66.0,,19.0,59.0,268.0,17.0,,1.0,10.9605,12.0,,11.0,8.0,2.0,61.0,84.0,26.0,0.0,134.0,13.0,102.0,52.0,20.0,3.0,13.0,13.0,181.0,8.0,5.0,21.0,2.0,120.0,7.0,,314.0,4.0,5.0,102.0,14.0,4.0,65.0,17.0,10.0,15.0,81.0,523.0,1.0,8.0,2.0,2.0,104.0,9.0,,0.754,8.0,13.0,,,1.0,,,1.0,1.0,2.0,,0.0465,2.0,9.0,,5.0,2.0,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,
