playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,tacklesLost,leftFootGoals,lastPlayerTackle,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,successfulLayoffs,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,penaltiesConceded,hitWoodwork,ownGoalScored,handballsConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,foulWonPenalty,unsuccessfulLayoffs,rightFootGoals,clearancesOffTheLine,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,penaltiesSaved,savesFromPenalty
10549,Dave Kitson,Forward,Stoke,110,England,2009-10,113.0,,0.0,4.0,6.0,19.0,16.0,134.0,18.0,10.0,139.0,9.0,307.0,3.0,6.0,1.0,8.0,106.0,,,934.0,58.0,89.0,1.0,41.0,157.0,43.0,,1.0,9.0,1.0,6.0,9.0,55.0,17.0,2.0,202.0,2.0,23.0,18.0,4.0,1.0,,2.0,126.0,8.0,,,9.0,19.0,96.0,48.0,0.0,307.0,10.0,6.0,170.0,15.0,5.0,2.0,31.0,15.0,11.0,460.0,,10.0,1.0,42.0,1.0,5.0,17.0,7.0,15.0,,,,,,,,,,,,,,,1.0,,1.0,,2.0,,,,1.0,2.0,2.0,,,,,,
5589,Dean Whitehead,Midfielder,Stoke,110,England,2009-10,158.0,4.0,1.0,5.0,4.0,69.0,10.0,199.0,36.0,33.0,240.0,25.0,936.0,,1.0,,3.0,71.0,10.0,4.0,2899.0,39.0,145.0,6.0,113.0,625.0,31.0,5.0,2.0,22.0,15.0,81.0,39.0,119.0,37.0,0.0,303.0,,126.0,36.0,23.0,,,14.0,416.0,33.0,1.0,,25.0,44.0,232.0,32.0,0.0,922.0,6.0,9.0,348.0,46.0,7.0,13.0,50.0,97.0,71.0,1423.0,7.0,4.0,26.0,284.0,7.0,41.0,56.0,2.0,14.0,,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,,2.0,,,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2009-10,116.0,5.0,0.0,15.0,3.0,60.0,25.0,222.0,33.0,25.0,293.0,7.0,1031.0,2.0,1.0,1.0,8.0,47.0,8.0,19.0,2353.0,20.0,114.0,4.0,87.0,652.0,8.0,,3.0,23.0,5.0,40.0,39.0,96.0,21.0,2.0,230.0,1.0,161.0,33.0,19.0,,,7.0,402.0,35.0,,,47.0,36.0,183.0,27.0,0.0,988.0,22.0,12.0,403.0,41.0,6.0,17.0,33.0,73.0,86.0,1458.0,,3.0,43.0,355.0,9.0,71.0,50.0,6.0,8.0,,,,,,,,,,,,,,,2.0,,,,4.0,43.0,10.0,29.0,,,2.0,,3.0,,,,
14158,Ibrahima Sonko,Defender,Stoke,110,Senegal,2009-10,22.0,,0.0,1.0,,20.0,1.0,39.0,9.0,9.0,62.0,4.0,206.0,,,,,31.0,2.0,,810.0,10.0,50.0,2.0,29.0,124.0,8.0,28.0,4.0,3.0,6.0,78.0,20.0,12.0,6.0,0.0,72.0,,42.0,9.0,2.0,,,,50.0,18.0,,,4.0,2.0,41.0,21.0,0.0,206.0,1.0,4.0,125.0,18.0,3.0,7.0,3.0,12.0,20.0,392.0,15.0,,24.0,94.0,0.0,23.0,14.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
1938,James Beattie,Forward,Stoke,110,England,2009-10,118.0,1.0,0.0,2.0,10.0,8.0,21.0,114.0,22.0,11.0,116.0,8.0,249.0,3.0,7.0,0.0,11.0,126.0,,1.0,801.0,72.0,80.0,3.0,26.0,131.0,41.0,1.0,,6.0,,17.0,12.0,46.0,17.0,2.0,198.0,3.0,14.0,22.0,3.0,1.0,,4.0,96.0,9.0,,,8.0,19.0,72.0,54.0,0.0,249.0,11.0,3.0,155.0,5.0,1.0,3.0,22.0,5.0,2.0,380.0,,10.0,1.0,38.0,1.0,2.0,17.0,3.0,13.0,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,2.0,1.0,5.0,1.0,1.0,,
10578,Liam Lawrence,Midfielder,Stoke,110,Ireland,2009-10,76.0,13.0,0.0,5.0,9.0,24.0,13.0,89.0,25.0,14.0,116.0,44.0,418.0,1.0,1.0,0.0,11.0,23.0,7.0,35.0,1378.0,15.0,60.0,2.0,52.0,279.0,31.0,,2.0,22.0,8.0,18.0,13.0,61.0,21.0,0.0,136.0,1.0,59.0,25.0,7.0,,,14.0,212.0,11.0,,,86.0,35.0,113.0,8.0,0.0,397.0,4.0,21.0,251.0,17.0,7.0,4.0,13.0,40.0,23.0,772.0,2.0,7.0,18.0,125.0,0.0,27.0,24.0,5.0,11.0,,,,,,,,,,,,,,,2.0,,,,,50.0,15.0,30.0,,2.0,1.0,,2.0,,,,
76429,Louis Moult,Forward,Stoke,110,England,2009-10,,,0.0,,,,,,1.0,,,,2.0,,,,1.0,,,,5.0,,,,,2.0,,,,,,,,,,0.0,,,,1.0,,,,,1.0,,,,,,,,0.0,2.0,,,,,,,,,,2.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10370,Mamady Sidibe,Forward,Stoke,110,Mali,2009-10,270.0,,0.0,2.0,8.0,30.0,16.0,240.0,24.0,19.0,247.0,7.0,527.0,2.0,6.0,0.0,5.0,318.0,2.0,,1531.0,181.0,199.0,2.0,62.0,274.0,58.0,,1.0,8.0,,16.0,17.0,89.0,27.0,2.0,469.0,2.0,53.0,24.0,6.0,1.0,,25.0,197.0,15.0,,,7.0,59.0,151.0,137.0,0.0,527.0,8.0,8.0,325.0,24.0,5.0,7.0,27.0,21.0,6.0,802.0,,13.0,1.0,83.0,0.0,7.0,32.0,5.0,21.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,3.0,1.0,,,,,,
2570,Matthew Etherington,Midfielder,Stoke,110,England,2009-10,161.0,35.0,0.0,11.0,8.0,37.0,21.0,158.0,34.0,33.0,180.0,101.0,753.0,5.0,7.0,2.0,1.0,19.0,8.0,84.0,2894.0,17.0,100.0,7.0,98.0,550.0,57.0,3.0,1.0,60.0,5.0,15.0,40.0,144.0,36.0,2.0,261.0,3.0,185.0,34.0,5.0,5.0,,70.0,444.0,33.0,,,166.0,115.0,242.0,2.0,0.0,745.0,13.0,33.0,483.0,32.0,25.0,1.0,13.0,33.0,23.0,1416.0,3.0,7.0,10.0,213.0,1.0,22.0,29.0,9.0,21.0,,,,,,,,,,,,,,,8.0,,,,,81.0,41.0,39.0,1.0,,,,2.0,1.0,1.0,,
67734,Matty Lund,Midfielder,Stoke,110,Northern Ireland,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11721,Ricardo Fuller,Forward,Stoke,110,Jamaica,2009-10,255.0,3.0,0.0,8.0,28.0,25.0,54.0,147.0,35.0,22.0,154.0,17.0,494.0,3.0,31.0,1.0,13.0,100.0,2.0,3.0,2233.0,59.0,155.0,7.0,114.0,324.0,137.0,1.0,2.0,20.0,,,32.0,196.0,53.0,6.0,410.0,2.0,51.0,35.0,6.0,,,67.0,267.0,25.0,,,17.0,135.0,310.0,41.0,0.0,492.0,26.0,24.0,313.0,19.0,36.0,6.0,62.0,16.0,16.0,967.0,1.0,16.0,1.0,76.0,9.0,7.0,6.0,6.0,41.0,,,,,,,,,,,,,,,3.0,,,,5.0,,,,,5.0,3.0,,,,,,
12413,Robert Huth,Defender,Stoke,110,Germany,2009-10,105.0,,0.0,8.0,7.0,65.0,24.0,151.0,32.0,30.0,212.0,6.0,588.0,3.0,1.0,2.0,2.0,119.0,10.0,,2743.0,48.0,166.0,7.0,95.0,332.0,50.0,79.0,3.0,8.0,19.0,273.0,39.0,57.0,25.0,0.0,271.0,1.0,83.0,32.0,14.0,,1.0,2.0,158.0,32.0,,2.0,6.0,15.0,152.0,71.0,0.0,575.0,17.0,5.0,421.0,51.0,5.0,23.0,33.0,66.0,44.0,1262.0,49.0,,65.0,218.0,6.0,61.0,45.0,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,2.0,,,,
1679,Rory Delap,Midfielder,Stoke,110,Ireland,2009-10,142.0,8.0,0.0,5.0,4.0,58.0,17.0,229.0,36.0,34.0,282.0,43.0,763.0,,2.0,,2.0,108.0,9.0,8.0,2885.0,48.0,148.0,6.0,88.0,453.0,36.0,268.0,3.0,42.0,6.0,98.0,43.0,94.0,16.0,0.0,290.0,,90.0,36.0,18.0,,,22.0,299.0,37.0,,,44.0,44.0,182.0,60.0,0.0,758.0,13.0,26.0,685.0,40.0,14.0,18.0,32.0,77.0,28.0,1609.0,118.0,9.0,34.0,190.0,3.0,53.0,47.0,5.0,17.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2009-10,86.0,3.0,1.0,6.0,4.0,45.0,18.0,115.0,28.0,27.0,183.0,,431.0,2.0,4.0,0.0,1.0,85.0,9.0,3.0,2449.0,36.0,116.0,5.0,67.0,190.0,55.0,,2.0,7.0,25.0,290.0,36.0,50.0,22.0,2.0,202.0,2.0,47.0,28.0,13.0,,,,109.0,31.0,,2.0,,8.0,117.0,49.0,1.0,415.0,14.0,4.0,323.0,32.0,,33.0,35.0,60.0,58.0,958.0,2.0,1.0,62.0,142.0,8.0,68.0,38.0,,3.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,
6769,Salif Diao,Midfielder,Stoke,110,Senegal,2009-10,60.0,2.0,0.0,1.0,1.0,54.0,7.0,89.0,16.0,11.0,103.0,2.0,359.0,1.0,,1.0,5.0,37.0,2.0,2.0,945.0,16.0,81.0,2.0,60.0,235.0,4.0,10.0,,5.0,2.0,21.0,11.0,44.0,6.0,2.0,141.0,0.0,58.0,16.0,17.0,,,2.0,137.0,9.0,,,2.0,7.0,104.0,21.0,0.0,359.0,6.0,2.0,132.0,37.0,,1.0,31.0,24.0,21.0,523.0,5.0,6.0,13.0,121.0,7.0,14.0,21.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,
3719,Steve Simonsen,Goalkeeper,Stoke,110,England,2009-10,,,0.0,,,,,,3.0,2.0,56.0,,93.0,,,,1.0,,1.0,,229.0,,,2.0,,,,,,1.0,8.0,3.0,4.0,,,0.0,,,44.0,3.0,,,,,35.0,2.0,,,,,,,0.0,23.0,,,58.0,,,,,,37.0,132.0,,,23.0,2.0,0.0,56.0,5.0,,,13.0,6.0,33.0,1.0,,2.0,12.0,,4.0,,17.0,22.0,3.0,6.0,,,,,,,,,,,,,,,,,
1945,Thomas Sørensen,Goalkeeper,Stoke,110,Denmark,2009-10,1.0,,0.0,,,,,7.0,33.0,33.0,666.0,,1039.0,,,,,4.0,11.0,,2867.0,,19.0,5.0,15.0,30.0,,,2.0,2.0,132.0,23.0,35.0,1.0,10.0,0.0,20.0,,414.0,33.0,,,,,329.0,30.0,,,,,16.0,4.0,0.0,351.0,,,678.0,,4.0,,,1.0,343.0,1338.0,,2.0,282.0,44.0,0.0,659.0,36.0,,,88.0,60.0,345.0,27.0,5.0,14.0,106.0,1.0,3.0,2.0,195.0,203.0,21.0,44.0,,,,,,,,,,,,,,,,3.0,3.0
15395,Tuncay Sanli,Forward,Stoke,110,Turkey,2009-10,136.0,1.0,0.0,10.0,9.0,23.0,21.0,98.0,30.0,13.0,110.0,11.0,362.0,4.0,16.0,2.0,17.0,48.0,,1.0,1284.0,36.0,76.0,2.0,64.0,236.0,60.0,1.0,1.0,10.0,1.0,4.0,20.0,100.0,28.0,0.0,212.0,2.0,72.0,30.0,7.0,,,32.0,194.0,18.0,,3.0,14.0,70.0,164.0,12.0,0.0,358.0,12.0,11.0,198.0,16.0,13.0,,29.0,13.0,16.0,645.0,2.0,9.0,8.0,59.0,2.0,12.0,18.0,8.0,24.0,,,,,,,,,,,,,,,2.0,,1.0,,7.0,4.0,,3.0,,3.0,1.0,,3.0,,,,
