playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,totalPasses,goals,offsides,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,blocks,throwInsToOppositionPlayer,penaltiesConceded,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,hitWoodwork,redCards2ndYellow
40276,Bojan,Forward,Stoke,110,Spain,2015-16,136.0,7.0,15.0,6.6398,18.0,10.0,27.0,728.0,7.0,3.0,4.0,5.0,5.0,5.0,11.0,6.0,94.0,5.0,2.0,22.7474,25.0,3.0,29.0,97.0,27.0,4.0,2.0,48.0,27.0,1.0,715.0,14.0,281.0,12.0,1.0,185.0,9.0,7.0,38.0,170.0,1081.0,7.0,197.0,2.0,10.0,13.0,1.0,1.0,1.4978,0.0,0.0883,29.0,104.0,1.0,52.0,1.0,22.0,114.0,20.0,15.0,13.0,2.0,3.0,5.0,1709.0,2.0,96.0,21.0,576.0,8.0,1.0,24.0,125.0,214.0,232.0,7.0,159.0,2.0,3.0,6.0,422.0,18.0,1.0,3.0,219.0,2.0,0.0,9.0,47.0,15.0,2.0,17.0,4.0,3.0,4.0,4.6348,2.0,,,,,,,,,,,,,,,,,,,,,
20208,Charlie Adam,Midfielder,Stoke,110,Scotland,2015-16,76.0,9.0,4.0,1.1895,18.0,1.0,22.0,546.0,1.0,,8.0,10.0,,,10.0,3.0,51.0,6.0,,9.3345,9.0,1.0,25.0,73.0,22.0,1.0,,6.0,28.0,5.0,526.0,16.0,203.0,14.0,5.0,125.0,30.0,10.0,68.0,82.0,761.0,2.0,207.0,1.0,68.0,24.0,1.0,7.0,0.6931,1.0,0.2116,20.0,66.0,1.0,18.0,,12.0,134.0,10.0,17.0,27.0,3.0,3.0,12.0,1042.0,,68.0,24.0,344.0,,14.0,8.0,66.0,141.0,144.0,8.0,198.0,,3.0,4.0,217.0,5.0,,1.0,117.0,17.0,1.0,8.0,10.0,12.0,,7.0,8.0,19.0,20.0,1.0686,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,
154506,Daniel Bachmann,Goalkeeper,Stoke,110,Austria,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
155706,Dionatan Teixeira,Defender,Stoke,110,Slovakia,2015-16,,,,,1.0,,1.0,7.0,,,,1.0,,,,,1.0,,,0.4911,,,,3.0,1.0,,,,,,7.0,,7.0,1.0,,,,,,,14.0,,2.0,,4.0,1.0,,,,0.0,,,1.0,,,,,5.0,,,1.0,,,,45.0,,2.0,1.0,2.0,,3.0,1.0,,1.0,2.0,,6.0,,,,,1.0,,,1.0,1.0,0.0,,,,,,,4.0,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,
39487,Erik Pieters,Defender,Stoke,110,Netherlands,2015-16,159.0,2.0,1.0,0.028,116.0,1.0,35.0,1504.0,,,,,,,44.0,11.0,172.0,1.0,4.0,44.7241,18.0,2.0,50.0,200.0,35.0,,,8.0,90.0,,1463.0,2.0,599.0,91.0,,85.0,58.0,1.0,60.0,230.0,2504.0,278.0,627.0,1.0,112.0,122.0,,11.0,1.8588,0.0,,3.0,223.0,1.0,4.0,,35.0,335.0,83.0,2.0,91.0,10.0,1.0,13.0,3096.0,,219.0,88.0,1109.0,1.0,93.0,45.0,115.0,497.0,378.0,39.0,692.0,,1.0,25.0,555.0,34.0,,2.0,287.0,47.0,0.0,15.0,8.0,95.0,,3.0,,57.0,29.0,0.1798,10.0,9.0,18.0,63.0,,,,,,,,,,,,,,,,,,
50089,Geoff Cameron,Midfielder,Stoke,110,United States,2015-16,128.0,7.0,2.0,0.109,60.0,3.0,30.0,1128.0,,,3.0,3.0,1.0,1.0,40.0,8.0,96.0,,3.0,36.9147,9.0,4.0,8.0,166.0,30.0,,,15.0,15.0,,1115.0,6.0,366.0,44.0,,314.0,27.0,,41.0,119.0,1564.0,24.0,496.0,,92.0,85.0,,1.0,0.3589,1.0,,8.0,175.0,,16.0,,27.0,267.0,15.0,,110.0,4.0,1.0,1.0,2361.0,,166.0,27.0,820.0,1.0,98.0,39.0,88.0,170.0,294.0,13.0,525.0,,1.0,16.0,366.0,31.0,,4.0,184.0,70.0,1.0,3.0,28.0,56.0,,5.0,3.0,50.0,13.0,0.7924,0.0,12.0,19.0,16.0,1.0,,,,,,,,,,,,,,,,,
102738,Giannelli Imbula,Midfielder,Stoke,110,DR Congo,2015-16,79.0,4.0,5.0,1.2295,14.0,4.0,14.0,772.0,2.0,,1.0,,,,12.0,6.0,95.0,,3.0,22.174,11.0,3.0,20.0,109.0,14.0,,2.0,22.0,5.0,1.0,757.0,12.0,164.0,14.0,1.0,265.0,17.0,,19.0,110.0,997.0,1.0,239.0,1.0,24.0,12.0,,,0.7966,0.0,0.058,17.0,70.0,,50.0,,14.0,94.0,5.0,,24.0,1.0,3.0,,1260.0,,107.0,23.0,659.0,,5.0,27.0,67.0,197.0,186.0,15.0,200.0,,3.0,,439.0,21.0,,3.0,162.0,12.0,0.0,4.0,61.0,7.0,,,1.0,4.0,10.0,0.8388,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
9047,Glen Johnson,Defender,Stoke,110,England,2015-16,102.0,5.0,5.0,0.4052,41.0,2.0,25.0,895.0,,4.0,3.0,,1.0,1.0,11.0,6.0,83.0,,3.0,28.8167,15.0,2.0,11.0,134.0,25.0,,,24.0,47.0,,878.0,7.0,365.0,32.0,,375.0,11.0,,33.0,135.0,1535.0,191.0,363.0,,52.0,42.0,,9.0,2.008,0.0,,12.0,110.0,3.0,2.0,,25.0,162.0,47.0,,28.0,9.0,4.0,9.0,2186.0,,100.0,44.0,700.0,3.0,27.0,29.0,91.0,47.0,202.0,20.0,338.0,,4.0,9.0,379.0,23.0,,2.0,174.0,17.0,0.0,18.0,33.0,51.0,,2.0,3.0,20.0,9.0,0.7342,1.0,7.0,13.0,61.0,,1.0,,,,,,,,,,,,,,,,
12150,Glenn Whelan,Midfielder,Stoke,110,Ireland,2015-16,127.0,5.0,3.0,0.3837,71.0,2.0,37.0,2070.0,,,5.0,,,,31.0,9.0,99.0,2.0,5.0,46.2607,24.0,,20.0,286.0,37.0,,,6.0,20.0,1.0,2016.0,3.0,372.0,51.0,1.0,654.0,25.0,7.0,105.0,242.0,2537.0,1.0,943.0,,95.0,77.0,,2.0,1.1057,0.0,0.0381,6.0,174.0,1.0,27.0,,37.0,269.0,11.0,9.0,71.0,9.0,3.0,5.0,3173.0,1.0,139.0,66.0,1696.0,,99.0,48.0,96.0,490.0,266.0,47.0,684.0,,3.0,20.0,863.0,39.0,,,195.0,40.0,0.0,5.0,10.0,73.0,,8.0,5.0,36.0,17.0,0.2725,6.0,6.0,22.0,,1.0,2.0,,,,,,,,,,,,,,,,
19568,Ibrahim Afellay,Midfielder,Stoke,110,Netherlands,2015-16,110.0,10.0,8.0,1.8356,27.0,3.0,31.0,1274.0,2.0,2.0,7.0,7.0,1.0,1.0,16.0,8.0,103.0,7.0,2.0,29.0512,19.0,3.0,36.0,162.0,31.0,1.0,,24.0,57.0,,1220.0,21.0,292.0,22.0,,396.0,19.0,21.0,68.0,230.0,1658.0,7.0,495.0,1.0,19.0,35.0,,4.0,1.6868,1.0,,29.0,106.0,2.0,48.0,,24.0,125.0,36.0,31.0,30.0,1.0,5.0,11.0,2105.0,1.0,117.0,28.0,1081.0,1.0,12.0,35.0,94.0,404.0,227.0,16.0,244.0,,5.0,5.0,665.0,27.0,1.0,3.0,197.0,14.0,1.0,10.0,41.0,11.0,,10.0,7.0,2.0,13.0,2.3057,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
105666,Jack Butland,Goalkeeper,Stoke,110,England,2015-16,5.0,,,,1.0,,31.0,883.0,,,,,,,2.0,7.0,4.0,,3.0,38.6707,1.0,,1.0,323.0,31.0,,,,,,384.0,,459.0,1.0,,71.0,1.0,,258.0,,1197.0,,232.0,,444.0,54.0,,,0.0852,0.0,,,,,,,31.0,444.0,,,5.0,10.0,,,2790.0,,7.0,1.0,181.0,,20.0,37.0,3.0,66.0,12.0,,746.0,,,,207.0,30.0,,,7.0,3.0,0.0,,2.0,,,,,220.0,1.0,,0.0,109.0,,,1.0,,43.0,35.0,11.0,3.0,12.0,103.0,8.0,5.0,1.0,262.0,145.0,44.0,68.0,,,
112316,Jakob Haugaard,Goalkeeper,Stoke,110,Denmark,2015-16,1.0,,,,,,5.0,128.0,,,,1.0,,,,5.0,,,1.0,6.9647,,,,49.0,5.0,,,,,,53.0,,61.0,,,7.0,,,55.0,,171.0,,27.0,,58.0,2.0,,,0.0172,0.0,,,,,,,4.0,58.0,,,,,,,405.0,,,,15.0,,3.0,11.0,1.0,6.0,1.0,,115.0,,,,43.0,6.0,,,1.0,,0.0,,,,,,,30.0,,,0.0,24.0,,,,,10.0,7.0,2.0,1.0,3.0,11.0,,,,37.0,17.0,2.0,4.0,,,
12813,Jonathan Walters,Forward,Stoke,110,Ireland,2015-16,160.0,4.0,13.0,5.7193,8.0,2.0,27.0,492.0,5.0,25.0,,9.0,7.0,7.0,103.0,7.0,43.0,,2.0,22.6389,21.0,4.0,27.0,67.0,27.0,4.0,,14.0,33.0,,489.0,15.0,302.0,5.0,,142.0,14.0,,15.0,126.0,772.0,1.0,97.0,2.0,11.0,27.0,,3.0,1.0741,0.0,,28.0,158.0,3.0,35.0,,18.0,169.0,33.0,,184.0,4.0,1.0,3.0,1724.0,5.0,124.0,21.0,308.0,5.0,26.0,23.0,57.0,95.0,284.0,9.0,129.0,,1.0,3.0,229.0,16.0,1.0,4.0,100.0,81.0,0.0,11.0,12.0,5.0,,4.0,,7.0,5.0,5.3817,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,
61316,Joselu,Forward,Stoke,110,Spain,2015-16,101.0,4.0,16.0,2.7048,14.0,1.0,22.0,379.0,4.0,8.0,3.0,12.0,6.0,6.0,39.0,4.0,35.0,,1.0,19.5946,9.0,1.0,18.0,39.0,22.0,3.0,,10.0,9.0,,371.0,9.0,188.0,10.0,,101.0,19.0,,10.0,120.0,577.0,1.0,112.0,1.0,4.0,20.0,,5.0,0.7116,0.0,,25.0,103.0,1.0,56.0,1.0,10.0,107.0,9.0,1.0,96.0,2.0,6.0,5.0,1090.0,7.0,92.0,20.0,262.0,6.0,11.0,22.0,62.0,90.0,193.0,12.0,68.0,,6.0,4.0,165.0,18.0,1.0,1.0,97.0,57.0,0.0,4.0,6.0,6.0,,4.0,3.0,2.0,4.0,2.809,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
61858,Mame Biram Diouf,Forward,Stoke,110,Senegal,2015-16,102.0,6.0,16.0,3.2829,18.0,1.0,26.0,264.0,5.0,8.0,1.0,14.0,10.0,10.0,53.0,5.0,54.0,,3.0,25.3109,9.0,5.0,26.0,49.0,26.0,,,9.0,7.0,,259.0,9.0,147.0,16.0,,59.0,21.0,,4.0,75.0,473.0,3.0,59.0,3.0,8.0,11.0,,1.0,0.3222,0.0,,25.0,66.0,1.0,21.0,,12.0,74.0,7.0,,87.0,,1.0,1.0,1269.0,2.0,88.0,14.0,186.0,12.0,18.0,25.0,49.0,66.0,190.0,9.0,64.0,,1.0,2.0,132.0,20.0,5.0,5.0,103.0,34.0,0.0,9.0,12.0,5.0,,5.0,1.0,4.0,10.0,4.99,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
61595,Marc Muniesa,Defender,Stoke,110,Spain,2015-16,46.0,,,,28.0,1.0,15.0,530.0,,,,3.0,,,15.0,2.0,42.0,,3.0,24.606,5.0,,8.0,65.0,15.0,,,5.0,9.0,,517.0,3.0,139.0,17.0,,75.0,10.0,,31.0,33.0,756.0,21.0,272.0,,29.0,27.0,,2.0,0.4793,0.0,,3.0,61.0,,,,12.0,90.0,8.0,,26.0,,,2.0,1111.0,,53.0,24.0,409.0,,44.0,24.0,31.0,164.0,99.0,16.0,258.0,,,11.0,170.0,22.0,,,73.0,11.0,0.0,1.0,6.0,35.0,,1.0,,13.0,4.0,0.1016,2.0,4.0,11.0,3.0,,,,,,,,,,,,,,,,,,
32318,Marc Wilson,Midfielder,Stoke,110,Ireland,2015-16,16.0,,,,7.0,,4.0,113.0,,,,3.0,,,10.0,2.0,8.0,,1.0,3.7177,1.0,,3.0,11.0,4.0,,,,,,109.0,,35.0,6.0,,32.0,2.0,,10.0,9.0,149.0,2.0,69.0,,16.0,12.0,,1.0,0.0904,0.0,,,13.0,,,,1.0,29.0,,,17.0,,,1.0,258.0,,15.0,2.0,74.0,,15.0,7.0,6.0,34.0,31.0,1.0,38.0,,,1.0,16.0,5.0,,,14.0,7.0,0.0,,,2.0,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,
41464,Marko Arnautovic,Forward,Stoke,110,Austria,2015-16,186.0,12.0,22.0,10.1095,53.0,9.0,34.0,1081.0,11.0,32.0,7.0,1.0,7.0,7.0,17.0,8.0,136.0,,4.0,43.0145,44.0,5.0,23.0,185.0,34.0,9.0,1.0,48.0,40.0,8.0,1070.0,36.0,437.0,39.0,8.0,114.0,49.0,1.0,39.0,272.0,1630.0,14.0,272.0,1.0,21.0,48.0,1.0,16.0,5.0308,0.0,0.474,58.0,201.0,6.0,66.0,1.0,33.0,222.0,31.0,1.0,24.0,6.0,4.0,16.0,2818.0,5.0,143.0,62.0,820.0,21.0,14.0,43.0,169.0,442.0,329.0,29.0,253.0,3.0,4.0,14.0,603.0,35.0,,5.0,305.0,7.0,0.0,21.0,60.0,28.0,3.0,14.0,7.0,6.0,19.0,12.6805,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,4.0,
185649,Moha,Midfielder,Stoke,110,Spain,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
160901,Oliver Shenton,Midfielder,Stoke,110,England,2015-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
3773,Peter Crouch,Forward,Stoke,110,England,2015-16,60.0,3.0,3.0,0.7138,3.0,,11.0,152.0,,9.0,1.0,7.0,3.0,3.0,33.0,4.0,8.0,,1.0,7.7855,3.0,2.0,4.0,18.0,11.0,,,1.0,1.0,,149.0,1.0,87.0,1.0,,25.0,13.0,,,34.0,212.0,,20.0,,,8.0,,,0.3225,0.0,,4.0,64.0,1.0,17.0,,4.0,64.0,1.0,,83.0,,,,457.0,3.0,58.0,3.0,88.0,,9.0,12.0,27.0,44.0,118.0,2.0,49.0,,,2.0,68.0,8.0,,2.0,35.0,50.0,0.0,3.0,2.0,4.0,,,1.0,,7.0,0.3768,0.0,,,,,,,,,,,,,,,,,,,,,
26900,Peter Odemwingie,Forward,Stoke,110,Nigeria,2015-16,10.0,1.0,,,3.0,,5.0,49.0,,1.0,,5.0,,,1.0,1.0,5.0,1.0,,1.8295,,1.0,1.0,3.0,5.0,,,2.0,6.0,,47.0,1.0,20.0,3.0,,16.0,3.0,,1.0,18.0,80.0,2.0,18.0,,2.0,2.0,,,0.0387,0.0,,1.0,3.0,,4.0,,,5.0,5.0,1.0,2.0,,,1.0,101.0,,6.0,4.0,43.0,,1.0,2.0,9.0,3.0,16.0,3.0,12.0,,,,27.0,1.0,,1.0,14.0,1.0,0.0,,1.0,2.0,,,,,2.0,0.0817,0.0,1.0,,,,,,,,,,,,,,,,,,,,
17997,Phil Bardsley,Defender,Stoke,110,Scotland,2015-16,29.0,2.0,2.0,0.18,31.0,1.0,11.0,300.0,,,2.0,2.0,,,3.0,5.0,49.0,,2.0,16.4627,3.0,,15.0,28.0,11.0,,,1.0,12.0,1.0,285.0,3.0,134.0,25.0,1.0,109.0,12.0,,17.0,53.0,527.0,51.0,106.0,,30.0,15.0,,2.0,0.5525,0.0,0.0634,5.0,40.0,1.0,,1.0,9.0,70.0,12.0,,15.0,,2.0,2.0,816.0,,61.0,8.0,213.0,,32.0,18.0,26.0,20.0,90.0,3.0,118.0,,2.0,6.0,126.0,13.0,,,75.0,12.0,0.0,3.0,3.0,18.0,,1.0,2.0,20.0,9.0,0.1974,1.0,4.0,8.0,22.0,,,,,,,,,,,,,,,,,,
69960,Philipp Wollscheid,Defender,Stoke,110,Germany,2015-16,90.0,1.0,,,74.0,,31.0,1220.0,,,,1.0,,,42.0,11.0,101.0,,3.0,38.2858,5.0,1.0,18.0,136.0,31.0,,,2.0,,,1195.0,1.0,239.0,52.0,,299.0,17.0,,89.0,52.0,1645.0,1.0,752.0,,86.0,70.0,,,0.5556,0.0,,1.0,103.0,,3.0,,30.0,189.0,,,113.0,10.0,,,2685.0,,172.0,23.0,942.0,,164.0,43.0,48.0,344.0,262.0,17.0,525.0,,,22.0,279.0,32.0,,1.0,149.0,71.0,0.0,,11.0,75.0,,1.0,,56.0,4.0,0.069,2.0,30.0,19.0,,,,,,,,,,,,,,,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2015-16,62.0,2.0,,,43.0,,20.0,592.0,,3.0,,,,,25.0,5.0,51.0,,3.0,26.2928,1.0,2.0,3.0,64.0,20.0,,,1.0,1.0,,578.0,6.0,204.0,35.0,,175.0,18.0,,38.0,41.0,840.0,3.0,302.0,,64.0,55.0,,,0.2001,1.0,,6.0,98.0,,,,20.0,162.0,1.0,,75.0,7.0,,,1697.0,,101.0,8.0,392.0,,94.0,26.0,37.0,85.0,163.0,4.0,291.0,,,8.0,128.0,21.0,,2.0,88.0,50.0,0.0,1.0,5.0,39.0,,1.0,,31.0,4.0,0.6402,2.0,5.0,19.0,,1.0,,,,,,,,,,,,,,,,,1.0
1822,Shay Given,Goalkeeper,Stoke,110,Ireland,2015-16,1.0,,,,,,3.0,58.0,,,,,,,,,1.0,,1.0,6.5763,,,1.0,16.0,3.0,,,,,,20.0,,24.0,,,1.0,,,31.0,,78.0,,15.0,,20.0,5.0,,,0.0019,0.0,,,1.0,,,,3.0,21.0,,,1.0,,,,225.0,,2.0,,6.0,,3.0,7.0,1.0,4.0,3.0,,53.0,,,,22.0,7.0,,,2.0,1.0,0.0,,,,,1.0,,11.0,,,1.0,13.0,,,,,1.0,,1.0,1.0,,7.0,,,,25.0,6.0,4.0,7.0,,,
