playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,unsuccessfulCornersIntoBox,secondGoalAssists,goalAssists,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,expectedGoalsFreekick,throwInsToOppositionPlayer
146941,Aymeric Laporte,Defender,Man City,43,Spain,2021-22,60.0,2.0,1.2517,23.0,1.0,5.0,8.0,2.1906,33.0,30.0,4.0,81.0,33.0,1.0,12.0,33.0,153.0,3.0,2920.0,4.0,2.0,1.0,1.0,84.0,15.0,2.0,4.0,2834.0,4.0,32.0,101.0,1.0,7.0,49.0,2625.0,44.0,1.0,21.9544,9.0,5.0,61.0,23.0,4.0,28.0,1131.0,10.0,0.0,161.0,5.0,3.0,890.0,182.0,33.0,1.0,18.0,1.0,2.0,1219.0,22.0,2.0,3.0,9.0,4.0,77.0,52.0,1.0,2883.0,22.0,6.0,171.0,15.0,6.0,10.0,740.0,14.0,20.0,142.0,159.0,3166.0,13.0,5.0,1.0,1.0,24.0,1550.0,6.0,1.0,4.9019,5.0,72.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102826,Benjamin Mendy,Defender,Man City,43,France,2021-22,10.0,1.0,0.1267,1.0,0.0,,,,2.0,,,4.0,1.0,,,1.0,6.0,8.0,77.0,,,0.0,,3.0,,1.0,,79.0,,3.0,4.0,1.0,3.0,4.0,70.0,1.0,,0.7533,2.0,,,1.0,,7.0,30.0,,0.0,14.0,,0.0,33.0,5.0,1.0,,,,1.0,37.0,,,8.0,1.0,,11.0,,0.0,73.0,,3.0,16.0,2.0,2.0,,3.0,2.0,,1.0,11.0,103.0,8.0,1.0,,,2.0,35.0,,,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165809,Bernardo Silva,Midfielder,Man City,43,Portugal,2021-22,140.0,8.0,3.9998,72.0,0.0,13.0,20.0,6.6867,57.0,34.0,6.0,154.0,35.0,1.0,34.0,33.0,196.0,49.0,1888.0,8.0,9.0,5.0,4.0,22.0,13.0,8.0,11.0,2859.0,11.0,15.0,150.0,1.0,54.0,143.0,1649.0,193.0,1.0,22.8433,55.0,3.0,14.0,23.0,9.0,125.0,482.0,33.0,4.0,290.0,22.0,3.0,363.0,156.0,35.0,2.0,28.0,6.0,39.0,1125.0,22.0,,50.0,64.0,9.0,268.0,7.0,0.0,1830.0,14.0,21.0,375.0,29.0,53.0,2.0,510.0,30.0,20.0,43.0,533.0,2402.0,28.0,6.0,1.0,4.0,27.0,575.0,21.0,5.0,6.6854,6.0,42.0,56.0,2.0,1.0,1.0,4.0,21.0,16.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
432711,CJ Egan-Riley,Defender,Man City,43,England,2021-22,,,,,0.0,,,,1.0,,,,1.0,,,,,,1.0,,,0.0,,,,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,0.0,1.0,,0.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,0.0,1.0,,,,1.0,,,,,,,,2.0,,,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434044,Cieran Slicker,Goalkeeper,Man City,43,Scotland,2021-22,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244851,Cole Palmer,Midfielder,Man City,43,England,2021-22,7.0,,0.2687,3.0,0.0,2.0,1.0,0.211,2.0,2.0,1.0,4.0,4.0,,2.0,1.0,5.0,3.0,51.0,,,0.0,,2.0,,,,122.0,,,6.0,,4.0,4.0,45.0,11.0,,0.184,2.0,,,,2.0,7.0,13.0,1.0,0.0,13.0,3.0,0.0,8.0,3.0,4.0,,1.0,,1.0,37.0,,,3.0,4.0,2.0,11.0,2.0,0.0,51.0,1.0,2.0,19.0,1.0,1.0,,15.0,1.0,1.0,1.0,15.0,80.0,,1.0,,,,9.0,,,0.4228,0.0,1.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
121160,Ederson,Goalkeeper,Man City,43,Brazil,2021-22,6.0,,0.1436,1.0,0.0,,,,2.0,,1.0,7.0,37.0,,,37.0,108.0,,960.0,,,0.0,,13.0,20.0,,,3330.0,,3.0,16.0,2.0,2.0,6.0,705.0,,1.0,25.7308,,8.0,21.0,26.0,,3.0,278.0,4.0,0.0,22.0,,0.0,389.0,224.0,37.0,,1.0,,,28.0,24.0,,,,,9.0,10.0,0.0,778.0,,,112.0,1.0,,,293.0,1.0,,147.0,,1240.0,1.0,,,,55.0,824.0,1.0,,,3.0,101.0,29.0,,,,,,,,,17.0,18.0,4.0,1.0,1.0,9.0,60.0,3.0,4.0,2.0,287.0,16.0,10.0,39.0,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2021-22,56.0,1.0,1.0867,31.0,0.0,3.0,4.0,0.6079,21.0,15.0,6.0,73.0,19.0,,13.0,10.0,94.0,1.0,838.0,2.0,,1.0,1.0,37.0,2.0,1.0,2.0,958.0,2.0,15.0,62.0,2.0,13.0,40.0,709.0,17.0,1.0,10.5497,9.0,,13.0,12.0,2.0,41.0,238.0,10.0,1.0,118.0,6.0,1.0,222.0,85.0,19.0,2.0,11.0,,2.0,410.0,10.0,,1.0,9.0,2.0,81.0,22.0,0.0,831.0,11.0,3.0,111.0,10.0,9.0,2.0,282.0,14.0,8.0,35.0,96.0,956.0,1.0,3.0,1.0,1.0,5.0,335.0,10.0,,1.5605,1.0,21.0,23.0,9.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205651,Gabriel Jesus,Forward,Man City,43,Brazil,2021-22,131.0,4.0,3.5179,75.0,0.0,20.0,25.0,6.2845,18.0,44.0,4.0,102.0,28.0,2.0,35.0,21.0,112.0,20.0,739.0,8.0,10.0,2.0,5.0,57.0,7.0,4.0,16.0,1878.0,16.0,36.0,111.0,1.0,37.0,90.0,615.0,180.0,1.0,12.578,30.0,,6.0,15.0,15.0,95.0,140.0,26.0,2.0,242.0,18.0,6.0,98.0,76.0,28.0,6.0,6.0,1.0,25.0,481.0,14.0,1.0,20.0,52.0,15.0,185.0,21.0,0.0,725.0,19.0,20.0,253.0,12.0,46.0,,217.0,26.0,15.0,12.0,284.0,1124.0,6.0,8.0,2.0,5.0,4.0,150.0,18.0,3.0,9.7837,1.0,10.0,21.0,7.0,,,8.0,16.0,,1.0,1.0,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,
59859,Ilkay Gündogan,Midfielder,Man City,43,Germany,2021-22,74.0,1.0,4.1788,53.0,0.0,16.0,19.0,7.121,23.0,39.0,8.0,97.0,27.0,,19.0,20.0,112.0,17.0,1269.0,8.0,2.0,2.0,4.0,23.0,10.0,15.0,7.0,1856.0,7.0,12.0,68.0,2.0,32.0,57.0,1095.0,89.0,,11.6979,34.0,1.0,10.0,10.0,12.0,62.0,446.0,10.0,2.0,142.0,10.0,6.0,242.0,110.0,27.0,5.0,14.0,1.0,11.0,778.0,8.0,2.0,52.0,30.0,12.0,119.0,11.0,0.0,1240.0,20.0,14.0,221.0,9.0,24.0,1.0,293.0,13.0,15.0,62.0,288.0,1589.0,3.0,5.0,3.0,4.0,8.0,394.0,13.0,,8.9929,1.0,15.0,21.0,7.0,27.0,1.0,4.0,29.0,51.0,4.0,4.0,,,,,,,,,,,,,,,,,,13.0,2.0,2.0,1.0,0.0887,
