playerId,playerName,position,team_name,team_id,nationality,season,groundDuels,straightRedCards,openPlayPasses,expectedGoalsOnTargetConceded,substituteOn,tacklesWon,totalRedCards,winningGoal,leftsidePasses,duels,appearances,timePlayed,touches,totalTackles,duelsWon,gamesPlayed,tacklesLost,groundDuelsWon,successfulPassesOwnHalf,successfulShortPasses,totalPasses,yellowCards,duelsLost,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,successfulCornersIntoBox,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,recoveries,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,totalLossesOfPossession,attemptsFromSetPieces,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,throwInsToOwnPlayer,hitWoodwork,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,putthroughBlockedDistribution,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,aerialDuelsWon,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,rightFootGoals,throwInsToOppositionPlayer,penaltyGoalsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,headedGoals,penaltiesConceded,lastPlayerTackle,penaltiesFaced,goalkeeperSmother,otherGoals,redCards2ndYellow,foulWonPenalty,clearancesOffTheLine
133639,Dominic Gape,Midfielder,Southampton,20,England,2014-15,2.0,0.0,1.0,0.1006,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62399,Dusan Tadic,Forward,Southampton,20,Serbia,2014-15,210.0,0.0,828.0,15.3596,7.0,31.0,0.0,1.0,220.0,242.0,31.0,2060.0,1465.0,41.0,94.0,31.0,10.0,86.0,164.0,653.0,856.0,2.0,148.0,16.0,21.0,6.7279,6.0,4.0,13.0,2.0,10.0,11.0,11.0,24.0,5.0,11.0,61.0,3.0,6.0,24.0,96.0,4.0,27.0,172.0,72.0,12.0,16.0,478.0,12.0,30.0,38.0,12.0,179.0,53.0,2.0,1.0,30.0,34.0,2.0,37.0,6.9033,0.7795,6.0,37.0,161.0,7.0,24.0,24.0,191.0,122.0,61.0,32.0,5.0,6.0,53.0,3.0,52.0,106.0,7.0,16.0,124.0,172.0,30.0,2.0,285.0,2.0,6.0,554.0,11.0,6.0,8.0,30.0,22.0,2.0,19.0,1.0,13.0,10.0,8.0,11.0,5.8347,,,,,,,,,,,,,,,,,,,,,,,,
39018,Eljero Elia,Forward,Southampton,20,Netherlands,2014-15,123.0,0.0,273.0,7.9525,7.0,24.0,0.0,1.0,32.0,133.0,16.0,787.0,493.0,26.0,60.0,16.0,2.0,56.0,59.0,215.0,274.0,2.0,73.0,2.0,6.0,1.0156,3.0,2.0,1.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,11.0,1.0,,15.0,43.0,,23.0,38.0,43.0,,7.0,164.0,,17.0,5.0,2.0,93.0,7.0,,,4.0,12.0,,2.0,0.8951,,6.0,13.0,53.0,,14.0,9.0,57.0,32.0,7.0,10.0,,1.0,4.0,6.0,22.0,27.0,3.0,8.0,67.0,85.0,14.0,0.0,64.0,,1.0,162.0,5.0,,4.0,13.0,15.0,,10.0,,8.0,2.0,3.0,9.0,0.8197,2.0,,,,,,,,,,,,,,,,,,,,,,,
49596,Emmanuel Mayuka,Forward,Southampton,20,Zambia,2014-15,8.0,0.0,14.0,3.5704,5.0,1.0,0.0,0.0,8.0,11.0,5.0,49.0,25.0,1.0,1.0,5.0,,1.0,2.0,9.0,14.0,0.0,10.0,,,,,,1.0,,,,,3.0,,,1.0,,,,4.0,,3.0,,5.0,,,12.0,,2.0,,,3.0,,,,,1.0,,,0.0285,,1.0,,5.0,,1.0,,5.0,,,3.0,,,,1.0,1.0,,1.0,2.0,7.0,,,,3.0,,,7.0,2.0,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
66228,Filip Djuricic,Midfielder,Southampton,20,Serbia,2014-15,46.0,0.0,148.0,5.3117,6.0,6.0,0.0,0.0,44.0,52.0,9.0,327.0,240.0,6.0,27.0,9.0,,24.0,27.0,116.0,153.0,1.0,25.0,3.0,1.0,0.1637,,,2.0,,1.0,1.0,1.0,3.0,1.0,,5.0,,2.0,7.0,27.0,,5.0,9.0,15.0,,3.0,70.0,,4.0,3.0,1.0,25.0,3.0,,,2.0,2.0,1.0,1.0,0.6884,,1.0,4.0,34.0,,4.0,3.0,36.0,5.0,4.0,6.0,,,2.0,,13.0,18.0,3.0,4.0,22.0,34.0,5.0,,50.0,,,92.0,3.0,2.0,3.0,6.0,11.0,,5.0,,3.0,1.0,1.0,1.0,0.3703,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
84395,Florin Gardos,Defender,Southampton,20,Romania,2014-15,38.0,0.0,291.0,3.5952,6.0,17.0,0.0,0.0,56.0,63.0,11.0,574.0,381.0,20.0,43.0,11.0,3.0,21.0,180.0,221.0,292.0,1.0,20.0,1.0,,,,,,,,,,3.0,,,1.0,6.0,1.0,1.0,36.0,,1.0,,3.0,,,61.0,,8.0,,17.0,20.0,,,,22.0,19.0,,,0.0315,,,,32.0,,,5.0,54.0,,,25.0,1.0,,,,4.0,3.0,37.0,3.0,17.0,87.0,2.0,,129.0,,,58.0,3.0,1.0,22.0,,,4.0,13.0,,2.0,,11.0,5.0,0.055,,,,,,,,,,,,,,,,,,,,,,,,
40383,Fraser Forster,Goalkeeper,Southampton,20,England,2014-15,3.0,0.0,409.0,21.9647,,,0.0,0.0,66.0,5.0,30.0,2624.0,957.0,,4.0,30.0,,2.0,226.0,180.0,734.0,1.0,1.0,,,,,,,,,,,,6.0,,1.0,130.0,,2.0,200.0,,,,,,,318.0,,,,242.0,,,,,312.0,36.0,,,0.1034,,,,,,,30.0,312.0,,,2.0,13.0,,,,1.0,,17.0,21.0,1.0,56.0,,,612.0,,,196.0,15.0,,2.0,,,,,,1.0,,182.0,,,,,,37.0,28.0,194.0,1.0,12.0,61.0,4.0,1.0,196.0,94.0,9.0,31.0,,,,,,,,,
78091,Gastón Ramírez,Midfielder,Southampton,20,Uruguay,2014-15,163.0,1.0,472.0,9.9293,12.0,26.0,1.0,0.0,123.0,199.0,23.0,1008.0,773.0,35.0,89.0,23.0,9.0,78.0,154.0,381.0,487.0,1.0,110.0,4.0,6.0,0.8495,4.0,1.0,3.0,1.0,1.0,3.0,3.0,25.0,5.0,11.0,21.0,,2.0,22.0,74.0,1.0,12.0,35.0,46.0,2.0,7.0,205.0,2.0,15.0,20.0,25.0,102.0,2.0,1.0,,18.0,15.0,,2.0,1.4261,0.1643,10.0,13.0,63.0,2.0,14.0,11.0,81.0,5.0,32.0,36.0,,2.0,15.0,2.0,34.0,26.0,7.0,13.0,85.0,148.0,22.0,0.0,114.0,,2.0,267.0,8.0,2.0,11.0,13.0,23.0,1.0,9.0,,7.0,1.0,4.0,7.0,0.8592,,1.0,,,,,,,,,,,,,,,,,,,,,,
17784,Graziano Pellè,Forward,Southampton,20,Italy,2014-15,186.0,0.0,1177.0,30.8464,1.0,10.0,0.0,2.0,259.0,536.0,38.0,3284.0,1671.0,11.0,225.0,38.0,1.0,49.0,170.0,768.0,1220.0,6.0,311.0,24.0,38.0,13.6863,4.0,12.0,25.0,1.0,4.0,21.0,21.0,174.0,7.0,,41.0,1.0,20.0,37.0,85.0,5.0,6.0,15.0,73.0,,61.0,591.0,,70.0,,29.0,293.0,5.0,7.0,10.0,30.0,56.0,,3.0,2.9471,,,99.0,393.0,2.0,163.0,37.0,423.0,15.0,,350.0,13.0,5.0,3.0,44.0,47.0,210.0,41.0,31.0,137.0,312.0,11.0,11.0,356.0,,5.0,630.0,24.0,20.0,176.0,17.0,7.0,6.0,7.0,,4.0,4.0,4.0,14.0,16.7621,5.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,
153366,Harrison Reed,Midfielder,Southampton,20,England,2014-15,72.0,0.0,227.0,3.0908,4.0,27.0,0.0,0.0,55.0,91.0,9.0,460.0,348.0,31.0,47.0,9.0,4.0,43.0,108.0,184.0,233.0,0.0,44.0,1.0,2.0,0.0978,,,,,,1.0,1.0,15.0,1.0,,,2.0,1.0,12.0,28.0,,4.0,4.0,5.0,,1.0,61.0,,7.0,,9.0,47.0,1.0,,,16.0,12.0,,,0.0668,,2.0,3.0,24.0,,1.0,5.0,40.0,4.0,,19.0,1.0,1.0,,,17.0,2.0,10.0,3.0,29.0,57.0,11.0,,74.0,,1.0,85.0,2.0,1.0,4.0,2.0,1.0,1.0,16.0,,2.0,,5.0,4.0,0.1376,,,,,,,,,,,,,,,,,,,,,,,,
