playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,keyPassesAttemptAssists,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,oboxTarget,blocks,goals,offsides,awayGoals,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulLayoffs,homeGoals,penaltiesTaken,iboxBlocked,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,headedGoals,redCards2ndYellow,setPiecesGoals,otherGoals,penaltiesSaved,savesFromPenalty,clearancesOffTheLine
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2021-22,136.0,1.835,80.0,0.0,,27.0,,98.0,30.0,40.0,20.0,105.0,444.0,,,69.0,2.0,,1789.0,48.0,96.0,2.0,24.0,75.0,331.0,,3.0,22.8657,,5.0,17.0,88.0,130.0,,29.0,1.0,232.0,,97.0,52.0,30.0,,,17.0,237.0,15.0,163.0,21.0,0.0,,435.0,9.0,200.0,10.0,19.0,,,105.0,8.0,723.0,1.0,2.0,105.0,,0.0,7.0,16.0,3.0,11.0,35.0,5.0,4.0,4.0,10.0,3.0,22.0,11.0,14.0,4.0,43.0,20.0,32.0,5.0,112.0,14.0,4.0,16.0,9.0211,15.0,5.069,34.0,3.0,8.0,8.0,117.0,3.0,1.0,4.0,6.0,1.0,7.0,4.0,1.0,1.0,0.2633,2.0,7.0,4.0,3.0,3.0,3.0,7.0,2.0,,,,,,,,,,,,,,,,,,
223340,Bukayo Saka,Forward,Arsenal,3,England,2021-22,207.0,6.8507,95.0,0.0,,40.0,,194.0,38.0,49.0,36.0,218.0,1062.0,,,66.0,5.0,,2991.0,43.0,165.0,5.0,74.0,142.0,828.0,,4.0,39.197,3.0,21.0,39.0,164.0,109.0,,59.0,5.0,372.0,,228.0,141.0,38.0,,,19.0,671.0,34.0,306.0,23.0,0.0,,1045.0,26.0,502.0,21.0,43.0,,,417.0,16.0,1782.0,20.0,16.0,202.0,,6.0,24.0,43.0,10.0,39.0,58.0,4.0,41.0,9.0,2.0,29.0,61.0,26.0,59.0,81.0,107.0,27.0,39.0,22.0,308.0,20.0,9.0,17.0,10.7707,31.0,8.2559,28.0,7.0,13.0,13.0,221.0,7.0,2.0,11.0,17.0,6.0,30.0,1.0,,,,7.0,7.0,2.0,5.0,5.0,2.0,30.0,2.0,,1.0,,,1.0,19.0,10.0,35.0,1.0,7.0,59.0,,,,,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2021-22,79.0,0.756,31.0,0.0,,9.0,,45.0,21.0,16.0,8.0,50.0,224.0,,,42.0,,,824.0,34.0,45.0,3.0,16.0,37.0,173.0,,2.0,15.0705,,5.0,18.0,45.0,78.0,,14.0,3.0,124.0,,38.0,27.0,21.0,,,5.0,125.0,15.0,82.0,8.0,0.0,,223.0,14.0,112.0,4.0,14.0,,,39.0,1.0,398.0,1.0,4.0,49.0,,3.0,5.0,17.0,,4.0,25.0,1.0,4.0,1.0,13.0,,12.0,7.0,16.0,4.0,27.0,12.0,17.0,4.0,69.0,4.0,1.0,6.0,4.2029,13.0,2.6453,8.0,4.0,4.0,4.0,65.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,,,,4.0,1.0,,2.0,3.0,,3.0,,,,,,,,2.0,,4.0,1.0,,1.0,,,,,,
232223,Folarin Balogun,Forward,Arsenal,3,United States,2021-22,5.0,0.014,3.0,0.0,,1.0,,5.0,2.0,2.0,1.0,5.0,9.0,,,4.0,,,70.0,3.0,3.0,,2.0,2.0,4.0,,,0.3965,,1.0,1.0,2.0,2.0,,1.0,0.0,8.0,,3.0,2.0,2.0,,,,4.0,1.0,4.0,1.0,0.0,,9.0,1.0,11.0,1.0,,,,1.0,,23.0,,,,,0.0,,1.0,,,3.0,1.0,,,1.0,,,1.0,2.0,,2.0,3.0,,,3.0,1.0,,,0.2219,,,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444145,Gabriel Martinelli,Forward,Arsenal,3,Brazil,2021-22,153.0,3.4012,65.0,1.0,,27.0,,99.0,29.0,25.0,21.0,107.0,526.0,,,63.0,2.0,,1866.0,45.0,110.0,1.0,49.0,92.0,405.0,,5.0,25.3508,2.0,12.0,25.0,108.0,204.0,,20.0,3.0,263.0,,86.0,86.0,29.0,,,8.0,336.0,24.0,200.0,18.0,0.0,,522.0,23.0,299.0,19.0,45.0,,,73.0,14.0,1000.0,8.0,6.0,95.0,,1.0,8.0,25.0,8.0,12.0,40.0,5.0,37.0,1.0,8.0,12.0,28.0,25.0,34.0,62.0,68.0,24.0,24.0,20.0,163.0,11.0,1.0,12.0,7.5107,16.0,5.4676,8.0,2.0,8.0,8.0,128.0,2.0,1.0,6.0,10.0,3.0,11.0,6.0,,,,1.0,6.0,,1.0,3.0,1.0,11.0,1.0,,,,,,4.0,,25.0,3.0,2.0,30.0,,1.0,,,,,
444880,Mika Biereth,Forward,Arsenal,3,Denmark,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195735,Nicolas Pépé,Forward,Arsenal,3,Cote d’Ivoire,2021-22,87.0,1.0387,32.0,0.0,,8.0,,49.0,20.0,15.0,5.0,52.0,319.0,,,49.0,2.0,,681.0,31.0,48.0,,13.0,30.0,264.0,,,8.9678,,2.0,9.0,56.0,19.0,,3.0,0.0,135.0,,56.0,43.0,20.0,,,3.0,212.0,9.0,86.0,18.0,0.0,,312.0,15.0,163.0,5.0,19.0,,,140.0,3.0,549.0,5.0,2.0,66.0,,0.0,3.0,15.0,3.0,5.0,18.0,1.0,8.0,1.0,15.0,11.0,10.0,8.0,25.0,26.0,43.0,9.0,8.0,8.0,104.0,,1.0,4.0,2.8289,9.0,2.5178,7.0,1.0,7.0,7.0,59.0,1.0,1.0,1.0,4.0,0.0,4.0,,3.0,3.0,0.1871,4.0,2.0,,1.0,1.0,,4.0,,,,,,,8.0,1.0,18.0,2.0,1.0,31.0,,,,,,,
503301,Omari Hutchinson,Forward,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200641,Reiss Nelson,Forward,Arsenal,3,England,2021-22,1.0,0.0805,,0.0,,1.0,,4.0,1.0,,,4.0,12.0,,,,,,19.0,,1.0,,1.0,1.0,8.0,,,0.8664,,,1.0,1.0,1.0,,,0.0,2.0,,3.0,2.0,1.0,,,1.0,7.0,1.0,2.0,,0.0,,12.0,,4.0,,,,,2.0,,16.0,,,1.0,,0.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,6.0,,,,0.0542,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
193488,Anwar El Ghazi,Forward,A Villa,7,Netherlands,2021-22,41.0,0.3856,19.0,0.0,,5.0,,25.0,11.0,11.0,4.0,26.0,112.0,,,24.0,1.0,,394.0,14.0,24.0,1.0,14.0,14.0,84.0,,1.0,8.0631,1.0,2.0,8.0,27.0,37.0,,5.0,0.0,65.0,,32.0,22.0,11.0,,,,61.0,7.0,41.0,10.0,0.0,,110.0,5.0,76.0,5.0,4.0,,,10.0,2.0,211.0,2.0,,28.0,,2.0,1.0,5.0,3.0,1.0,7.0,1.0,11.0,,7.0,3.0,4.0,9.0,7.0,11.0,14.0,4.0,8.0,1.0,33.0,2.0,,4.0,1.0559,3.0,1.0911,7.0,2.0,,,17.0,2.0,,1.0,2.0,0.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,,,,
