season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,possessionLostCtrl,punches,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,wasFouled,wonContest,wonTackle
2009-10,1062464,1,111,Wigan_Athletic,Away,789,Charles N'Zogbia,charles-nzogbia,M,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,68.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,791,James Milner,james-milner,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,935,Michael Brown,michael-brown,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,1016,Jason Koumas,jason-koumas,M,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,9041,Stiliyan Petrov,stiliyan-petrov,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,9740,Nigel Reo-Coker,nigel-reo-coker,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,10468,Steve Sidwell,steve-sidwell,M,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,29.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,14062,Won Hee Cho,won-hee-cho,M,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,14235,Craig Gardner,craig-gardner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,24048,Fabian Delph,fabian-delph,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,61.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,24055,Scott Sinclair,scott-sinclair,M,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,35528,Jordi Gómez,jordi-gomez,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,111,Wigan_Athletic,Away,38582,Hendry Thomas,hendry-thomas,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062464,1,7,Aston_Villa,Home,47737,Marc Albrighton,marc-albrighton,M,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,43,Manchester_City,Away,544,Gareth Barry,gareth-barry,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,605,Morten Gamst Pedersen,morten-gamst-pedersen,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,610,Paul Gallagher,paul-gallagher,M,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,15.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,727,Stephen Warnock,stephen-warnock,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,43,Manchester_City,Away,1879,Nigel de Jong,nigel-de-jong,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,2988,Vincenzo Grella,vincenzo-grella,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062465,1,43,Manchester_City,Away,9682,Stephen Ireland,stephen-ireland,M,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,10039,Keith Andrews,keith-andrews,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,75.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062465,1,43,Manchester_City,Away,46357,Vladimír Weiss,vladimir-weiss,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062465,1,5,Blackburn_Rovers,Home,51652,Steven​ N'Zonzi,steven-n-zonzi,M,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062466,1,30,Bolton_Wanderers,Home,541,Jlloyd Samuel,jlloyd-samuel,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
