season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437756,4,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,3.0,20.0,16.0,36.0,1.0,,5.0,,,,1.0,,1.0,6.0,5.0,,,3.0,,,,,4.0,,80.0,,,,,,,,5.0,,7.0,,,1.0,1.0,,,,3.0,,20.0,18.0,38.0,1,4.0,55.0,2.0,1.0,,
2017-18,7437756,4,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,3.0,9.0,29.0,38.0,1.0,2.0,7.0,,,,1.0,,,2.0,6.0,,,,,,,,,,90.0,,1.0,,,,,,8.0,,6.7,,,1.0,5.0,1.0,,,6.0,,13.0,31.0,44.0,1,1.0,60.0,1.0,2.0,1.0,
2017-18,7437756,4,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,7.0,6.0,10.0,16.0,,,12.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,23.0,,6.3,3.0,3.0,,,,,,29.0,,23.0,15.0,38.0,0,,49.0,,,,
2017-18,7437756,4,11,Everton,Home,188407,108438,Sandro Ramírez,sandro-ramirez,M,False,,,,5.0,5.0,10.0,3.0,1.0,1.0,,,1.0,2.0,,,5.0,5.0,,,,,,,,,,45.0,,,,,,,,9.0,,6.7,,,1.0,,1.0,2.0,,,1.0,10.0,5.0,13.0,2,,25.0,3.0,3.0,1.0,
2017-18,7437756,4,11,Everton,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,3.0,3.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,4.0,,6.5,,,,,,1.0,,,,6.0,3.0,8.0,0,,10.0,1.0,,,
2017-18,7437756,4,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,3.0,2.0,5.0,3.0,3.0,1.0,,,1.0,1.0,,2.0,6.0,5.0,,,,,,,,,,45.0,1.0,,,,,,,6.0,,6.5,,,,,,,,,,7.0,2.0,9.0,2,1.0,17.0,,1.0,,
2017-18,7437756,4,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437756,4,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,2.0,6.0,10.0,16.0,,1.0,4.0,,,,,,1.0,2.0,2.0,,,1.0,,,,,,,45.0,,,,,,,,10.0,,6.7,,,,1.0,,1.0,,3.0,,11.0,11.0,21.0,0,1.0,29.0,2.0,,,
2017-18,7437751,5,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,,,3.0,21.0,18.0,39.0,2.0,2.0,6.0,,1.0,,1.0,,3.0,9.0,6.0,,,2.0,,,,,,,82.0,1.0,,,,,,,26.0,,6.5,,,1.0,1.0,3.0,,,5.0,1.0,39.0,19.0,58.0,2,1.0,73.0,2.0,1.0,2.0,
2017-18,7437751,5,11,Everton,Away,1941,10318,Maarten Stekelenburg,maarten-stekelenburg,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,4.0,,6.3,,,,,,,,1.0,,5.0,2.0,7.0,0,,8.0,1.0,,,
2017-18,7437751,5,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,,,,19.0,11.0,30.0,1.0,,3.0,,,,1.0,,,3.0,2.0,,,1.0,,,,,1.0,1.0,90.0,,,,,,,,3.0,,6.4,,,,,,,,,,20.0,11.0,31.0,0,1.0,45.0,,1.0,,
2017-18,7437751,5,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,4.0,9.0,31.0,40.0,,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,90.0,,,,,,,,10.0,,6.1,,,,6.0,,,,9.0,,14.0,35.0,49.0,0,1.0,59.0,,,,
2017-18,7437751,5,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,False,,,1.0,3.0,20.0,23.0,1.0,1.0,4.0,,,,1.0,,,4.0,4.0,1.0,,2.0,,,,,2.0,,90.0,,2.0,,,,,,9.0,,6.1,,,,12.0,,,,6.0,,8.0,24.0,32.0,0,2.0,52.0,,1.0,,
2017-18,7437751,5,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,3.0,26.0,40.0,66.0,2.0,1.0,13.0,,,,1.0,,1.0,5.0,11.0,,,2.0,,,,,1.0,,90.0,,,1.0,,,,,5.0,,6.5,,,,2.0,,,,6.0,,29.0,41.0,70.0,0,5.0,84.0,,5.0,,
2017-18,7437751,5,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,2.0,,,17.0,12.0,27.0,2.0,1.0,3.0,,1.0,,1.0,,1.0,4.0,3.0,,,,,,,,2.0,2.0,90.0,1.0,,,,,,,12.0,,6.7,,,,,,5.0,,1.0,,24.0,14.0,33.0,1,1.0,47.0,1.0,1.0,,
2017-18,7437751,5,11,Everton,Away,73763,56192,Cuco Martina,cuco-martina,D,False,,,2.0,15.0,24.0,39.0,1.0,,9.0,,,,2.0,,1.0,7.0,5.0,,,3.0,,,,,4.0,1.0,90.0,,,,,,,,18.0,,6.5,,,,1.0,,2.0,,5.0,,27.0,25.0,50.0,0,5.0,74.0,1.0,,,
2017-18,7437751,5,11,Everton,Away,97410,109065,Davy Klaassen,davy-klaassen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,,30.0,25.0,55.0,,,10.0,,,,1.0,,2.0,4.0,5.0,,,,,,,,,,76.0,,1.0,,,,,,11.0,,6.7,,,,,2.0,,,1.0,,33.0,28.0,61.0,0,2.0,76.0,2.0,2.0,1.0,
2017-18,7437751,5,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,4.0,14.0,28.0,42.0,2.0,2.0,2.0,,,,1.0,,,3.0,6.0,,,,,,,,3.0,,90.0,,1.0,,,,,,10.0,,6.8,,,1.0,6.0,,,,8.0,,20.0,32.0,52.0,1,3.0,68.0,,1.0,,
2017-18,7437751,5,11,Everton,Away,124960,87447,Muhamed Bešić,muhamed-besic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,1.0,13.0,9.0,10.0,19.0,1.0,,8.0,,,,,,,1.0,,,,,,,,,,,90.0,,,,1.0,,,,12.0,,6.1,3.0,3.0,,,,,1.0,24.0,,17.0,14.0,31.0,0,,38.0,,,,
2017-18,7437751,5,11,Everton,Away,188407,108438,Sandro Ramírez,sandro-ramirez,M,True,,,,4.0,4.0,8.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,24.0,1.0,,,,,,,4.0,,6.5,,,,,,,,,,4.0,4.0,8.0,2,,15.0,2.0,,,
2017-18,7437751,5,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,True,,,,2.0,4.0,6.0,2.0,,,,,1.0,,,,3.0,1.0,,,1.0,,,,,,1.0,14.0,,,,,,,,3.0,,6.5,,,,,,,,,1.0,4.0,4.0,8.0,1,,11.0,1.0,1.0,,
2017-18,7437751,5,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437751,5,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,False,,,,8.0,9.0,17.0,,1.0,2.0,,,,,,1.0,5.0,5.0,,,3.0,,,,,,,66.0,,,,,,,,8.0,,6.7,,,,1.0,2.0,,,,1.0,11.0,9.0,20.0,0,1.0,32.0,2.0,2.0,1.0,
2017-18,7437758,6,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,,,,13.0,8.0,21.0,2.0,,3.0,,,,,,,3.0,1.0,,,,,,,,,,55.0,,,,,,,,7.0,,6.4,,,,,1.0,1.0,,1.0,,17.0,8.0,24.0,0,,31.0,2.0,1.0,,
2017-18,7437758,6,11,Everton,Home,1941,10318,Maarten Stekelenburg,maarten-stekelenburg,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,2.0,,,13.0,10.0,21.0,,,5.0,,,,1.0,,1.0,3.0,2.0,,,,,,,,2.0,2.0,90.0,,,,,,,,16.0,,6.6,,,,,1.0,4.0,,4.0,,21.0,13.0,30.0,0,2.0,48.0,,,,
2017-18,7437758,6,11,Everton,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,6.0,8.0,27.0,35.0,3.0,3.0,7.0,,,1.0,1.0,,,5.0,6.0,,,1.0,,,,,,,90.0,,2.0,,,,,,6.0,,7.3,,,1.0,6.0,1.0,,,9.0,,11.0,29.0,40.0,2,2.0,54.0,1.0,,1.0,
2017-18,7437758,6,11,Everton,Home,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,6.0,30.0,26.0,56.0,,1.0,9.0,,,,1.0,,,3.0,6.0,,,1.0,,,,,7.0,1.0,90.0,,,,,,,,11.0,,7.5,,,,2.0,2.0,,,9.0,,38.0,27.0,65.0,0,4.0,83.0,,,1.0,
2017-18,7437758,6,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,2.0,,1.0,17.0,6.0,21.0,,,3.0,,,1.0,1.0,,,3.0,1.0,,,2.0,,,,,1.0,2.0,90.0,,,,,,,,10.0,,6.9,,,1.0,1.0,,6.0,,4.0,,26.0,7.0,27.0,2,,38.0,,1.0,,
2017-18,7437758,6,11,Everton,Home,73763,56192,Cuco Martina,cuco-martina,D,False,1.0,,2.0,16.0,7.0,22.0,,1.0,5.0,,,,,,,,4.0,,,,,,,,,,76.0,,,,,,,,20.0,,7.2,,,,5.0,,10.0,,5.0,,30.0,9.0,29.0,0,3.0,64.0,2.0,,,
2017-18,7437758,6,11,Everton,Home,97410,109065,Davy Klaassen,davy-klaassen,M,False,,,1.0,11.0,6.0,17.0,,2.0,3.0,,,,2.0,,1.0,4.0,2.0,,,,,,,,,,55.0,,,,,,,,6.0,,6.2,,,,,1.0,,,1.0,,13.0,7.0,20.0,0,,27.0,1.0,1.0,,
2017-18,7437758,6,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,4.0,42.0,26.0,68.0,,1.0,21.0,,,,1.0,,1.0,5.0,8.0,,,2.0,,,,,2.0,,90.0,,,,,,,,13.0,,7.3,,,,2.0,1.0,,,6.0,,48.0,29.0,77.0,0,4.0,92.0,,3.0,,
2017-18,7437758,6,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,8.0,6.0,11.0,17.0,,1.0,10.0,,,,,,,,1.0,,,,,,1.0,,,1.0,90.0,,,,,,,,14.0,1.0,6.9,1.0,3.0,,1.0,,,,22.0,,20.0,11.0,31.0,0,,39.0,,1.0,,
2017-18,7437758,6,11,Everton,Home,188407,108438,Sandro Ramírez,sandro-ramirez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,4.0,,4.0,1.0,1.0,1.0,,,,,,1.0,3.0,1.0,,,1.0,,2.0,,,1.0,,35.0,2.0,,,,,,,3.0,,8.1,,,,,,,,,2.0,5.0,,5.0,2,,11.0,1.0,,,
2017-18,7437758,6,11,Everton,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437758,6,11,Everton,Home,361310,153673,Jonjoe Kenny,jonjoe-kenny,D,True,1.0,,,3.0,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,14.0,,,,,,,,3.0,,7.1,,,,,,2.0,,2.0,,5.0,1.0,4.0,0,1.0,17.0,,,,
2017-18,7437758,6,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,1.0,,,9.0,3.0,11.0,6.0,3.0,2.0,1.0,1.0,1.0,,,2.0,13.0,5.0,,,3.0,,,,,1.0,2.0,90.0,,,,,,,,18.0,,6.5,,,3.0,,2.0,1.0,,,1.0,16.0,5.0,20.0,4,,40.0,5.0,2.0,,
2017-18,7437758,6,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,False,,,2.0,10.0,14.0,24.0,1.0,2.0,1.0,,1.0,,1.0,,,2.0,6.0,,,,,,,1.0,5.0,1.0,90.0,1.0,,,,,,,12.0,,7.2,,,,7.0,1.0,,,10.0,,20.0,16.0,36.0,1,1.0,54.0,,2.0,1.0,
2017-18,7437758,6,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,1.0,12.0,3.0,15.0,1.0,,2.0,,,1.0,2.0,,,5.0,2.0,,,2.0,1.0,,,,1.0,1.0,35.0,,,,,,,,6.0,,6.9,,,,,,,,2.0,,15.0,3.0,18.0,1,2.0,25.0,3.0,,,
2017-18,7437758,6,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,True,,,5.0,12.0,5.0,17.0,,3.0,3.0,,,1.0,,,1.0,2.0,3.0,,,1.0,,,,,,,27.0,,,,,,,,8.0,,7.1,,,2.0,,,4.0,,5.0,,18.0,6.0,20.0,3,,28.0,,,,
2017-18,7437754,7,11,Everton,Home,1941,10318,Maarten Stekelenburg,maarten-stekelenburg,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,2.0,,,28.0,13.0,39.0,1.0,2.0,4.0,,,,,,1.0,3.0,4.0,,,1.0,,,,,,3.0,90.0,,,,,,,,13.0,,6.7,,,,3.0,1.0,7.0,,3.0,,39.0,14.0,46.0,0,,65.0,,1.0,1.0,
2017-18,7437754,7,11,Everton,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,1.0,22.0,26.0,48.0,4.0,4.0,5.0,,,1.0,,,,6.0,6.0,,,3.0,,,,,,1.0,90.0,,1.0,,,,,,9.0,,7.0,,,1.0,13.0,,,,6.0,,28.0,29.0,57.0,2,1.0,76.0,,1.0,,
2017-18,7437754,7,11,Everton,Home,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,2.0,26.0,12.0,38.0,,1.0,4.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,2.0,63.0,,1.0,,,,,,5.0,,6.8,,,2.0,,,,,5.0,,30.0,13.0,43.0,3,,49.0,,,,
2017-18,7437754,7,11,Everton,Home,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,1.0,,1.0,22.0,6.0,27.0,2.0,1.0,7.0,,,1.0,1.0,,2.0,5.0,2.0,,,,,,,,,7.0,90.0,1.0,,,,,,,23.0,,7.5,,,1.0,1.0,1.0,10.0,,3.0,,40.0,8.0,38.0,3,,59.0,1.0,,1.0,
2017-18,7437754,7,11,Everton,Home,73763,56192,Cuco Martina,cuco-martina,D,False,3.0,,2.0,22.0,25.0,44.0,1.0,3.0,7.0,,,,,,1.0,2.0,5.0,,,,,,,,,1.0,90.0,,,,,,,,18.0,,7.0,,,,7.0,,7.0,,6.0,,33.0,28.0,54.0,0,,83.0,1.0,2.0,,
2017-18,7437754,7,11,Everton,Home,97410,109065,Davy Klaassen,davy-klaassen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,11,Everton,Home,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,1.0,,5.0,41.0,25.0,65.0,,2.0,8.0,,,1.0,5.0,,1.0,6.0,7.0,,,,,,,,,1.0,90.0,,,,,,,,12.0,,7.0,,,3.0,1.0,,1.0,,7.0,,48.0,29.0,76.0,4,4.0,92.0,,1.0,,
2017-18,7437754,7,11,Everton,Home,110846,106611,Michael Keane,michael-keane,D,False,,,8.0,17.0,26.0,43.0,6.0,10.0,4.0,,,,,,,7.0,12.0,,,1.0,,,,,3.0,1.0,90.0,,,,,,,,12.0,,7.5,,,,13.0,,,,13.0,,26.0,28.0,54.0,0,2.0,75.0,1.0,,,
2017-18,7437754,7,11,Everton,Home,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,9.0,8.0,7.0,15.0,,1.0,12.0,,,,,,,,2.0,,,,,,,,,,90.0,,,,,,,,18.0,2.0,6.7,1.0,1.0,,3.0,,,,26.0,,24.0,8.0,32.0,0,,43.0,,1.0,,
2017-18,7437754,7,11,Everton,Home,188407,108438,Sandro Ramírez,sandro-ramirez,M,True,,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,2.0,,6.6,,,1.0,,,1.0,,,,4.0,2.0,5.0,1,,7.0,,,,
2017-18,7437754,7,11,Everton,Home,226780,113688,Oumar Niasse,oumar-niasse,F,False,,,1.0,10.0,2.0,12.0,5.0,2.0,2.0,,1.0,1.0,,,4.0,12.0,4.0,,,3.0,,,,,,1.0,82.0,1.0,,,,,,,21.0,,6.1,,,2.0,,2.0,2.0,,1.0,,19.0,3.0,20.0,4,1.0,40.0,4.0,,1.0,
2017-18,7437754,7,11,Everton,Home,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,,13.0,3.0,16.0,3.0,,3.0,1.0,,1.0,,,1.0,5.0,1.0,,,,,,,,,2.0,69.0,,,,,,,,11.0,,6.5,,,,1.0,2.0,1.0,,,,18.0,3.0,20.0,1,,33.0,4.0,,1.0,
2017-18,7437754,7,11,Everton,Home,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,,16.0,5.0,21.0,13.0,3.0,6.0,,,,,,1.0,19.0,4.0,,,4.0,,,,,,2.0,90.0,2.0,,,,,,,7.0,,6.9,,,1.0,1.0,3.0,,,,1.0,19.0,6.0,25.0,3,,35.0,,,1.0,
2017-18,7437754,7,11,Everton,Home,781544,194164,Mason Holgate,mason-holgate,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437754,7,11,Everton,Home,795058,173807,Tom Davies,tom-davies,M,True,,,,7.0,2.0,9.0,,,2.0,,,1.0,,,,3.0,2.0,,,1.0,,,,,,,21.0,,,,,,,,5.0,,6.4,,,,,4.0,1.0,,1.0,,10.0,2.0,11.0,1,,19.0,,,2.0,
2017-18,7437754,7,11,Everton,Home,824200,219352,Ademola Lookman,ademola-lookman,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,751,13017,Wayne Rooney,wayne-rooney,F,False,1.0,,,14.0,12.0,25.0,2.0,1.0,8.0,,,,,,3.0,7.0,5.0,,,1.0,,1.0,,,,4.0,89.0,1.0,,,,,,,11.0,,7.3,,,,1.0,1.0,1.0,,2.0,,20.0,12.0,31.0,1,2.0,44.0,1.0,2.0,,
2017-18,7437785,8,11,Everton,Away,1941,10318,Maarten Stekelenburg,maarten-stekelenburg,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,1.0,1.0,3.0,4.0,,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,,,7.0,1.0,,,,,,,2.0,,,,,,,,,,1.0,,1.0,4.0,5.0,1,1.0,10.0,,1.0,,
2017-18,7437785,8,11,Everton,Away,9766,12745,Leighton Baines,leighton-baines,D,False,,,3.0,16.0,19.0,35.0,3.0,,5.0,,,,,,,3.0,3.0,,,,,,,,1.0,,83.0,,,,,,,,11.0,,6.7,,,,,1.0,4.0,,5.0,,26.0,19.0,41.0,0,1.0,58.0,,1.0,1.0,
2017-18,7437785,8,11,Everton,Away,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,3.0,6.0,39.0,45.0,4.0,4.0,6.0,,,,,,,4.0,7.0,,,,,,,,,,90.0,,1.0,,,,,,6.0,,7.2,,,,10.0,,,,8.0,,11.0,40.0,51.0,0,2.0,65.0,,1.0,,
2017-18,7437785,8,11,Everton,Away,20204,19159,Ashley Williams,ashley-williams,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,27009,42774,Morgan Schneiderlin,morgan-schneiderlin,M,False,,,2.0,21.0,20.0,41.0,2.0,1.0,7.0,,,,1.0,,,7.0,4.0,,,3.0,,,,,2.0,,90.0,,,,,,,,5.0,,6.8,,,,3.0,1.0,,,3.0,,25.0,20.0,45.0,0,2.0,57.0,,1.0,,
2017-18,7437785,8,11,Everton,Away,43192,55422,Gylfi Sigurðsson,gylfi-sigursson,M,False,,,,13.0,5.0,18.0,2.0,,4.0,,,2.0,3.0,,1.0,6.0,2.0,,,,,,,,,,90.0,,1.0,,,,,,13.0,,6.5,,,1.0,1.0,,4.0,,2.0,,23.0,5.0,24.0,3,2.0,44.0,2.0,,,
2017-18,7437785,8,11,Everton,Away,73763,56192,Cuco Martina,cuco-martina,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,97410,109065,Davy Klaassen,davy-klaassen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437785,8,11,Everton,Away,106337,80801,Idrissa Gana Gueye,idrissa-gana-gueye,M,False,,,,24.0,19.0,43.0,1.0,2.0,3.0,,,,2.0,,2.0,5.0,5.0,,,,,,,,,1.0,69.0,1.0,,,,,,,14.0,,6.7,,,1.0,,,,,,,34.0,20.0,54.0,2,1.0,63.0,1.0,2.0,,
2017-18,7437785,8,11,Everton,Away,110846,106611,Michael Keane,michael-keane,D,False,,,6.0,22.0,30.0,52.0,1.0,6.0,7.0,,,,,,,3.0,7.0,,,2.0,,,,,1.0,,90.0,,3.0,,,,,,9.0,,7.5,,,,7.0,,1.0,,9.0,,29.0,32.0,60.0,0,1.0,76.0,,,,
2017-18,7437785,8,11,Everton,Away,138530,111234,Jordan Pickford,jordan-pickford,G,False,,,11.0,8.0,9.0,17.0,,,10.0,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,12.0,1.0,7.0,1.0,2.0,,2.0,,,,23.0,,18.0,11.0,29.0,0,,42.0,,,,
2017-18,7437785,8,11,Everton,Away,226780,113688,Oumar Niasse,oumar-niasse,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,6.0,,,,1.0,,,,,,,21.0,,,,,,,,7.0,,6.2,,,1.0,,2.0,,,,,3.0,1.0,4.0,1,,10.0,2.0,,,
2017-18,7437785,8,11,Everton,Away,357596,180151,Nikola Vlašić,nikola-vlasic,M,False,,,1.0,21.0,4.0,25.0,1.0,1.0,5.0,,,,,,3.0,5.0,10.0,,,2.0,,,,,1.0,4.0,90.0,,,,,,,,18.0,,7.5,,,1.0,1.0,7.0,,,1.0,,27.0,6.0,33.0,1,1.0,58.0,7.0,1.0,7.0,
2017-18,7437785,8,11,Everton,Away,372344,177815,Dominic Calvert-Lewin,dominic-calvert-lewin,F,False,,,2.0,16.0,5.0,21.0,3.0,5.0,3.0,,,,2.0,,1.0,7.0,10.0,,,,,,,,1.0,1.0,90.0,2.0,,,,,,1.0,13.0,,7.3,,,1.0,1.0,3.0,,,3.0,,24.0,7.0,31.0,3,1.0,48.0,1.0,2.0,2.0,
2017-18,7437785,8,11,Everton,Away,781544,194164,Mason Holgate,mason-holgate,D,False,1.0,,2.0,18.0,8.0,25.0,4.0,3.0,6.0,,,,1.0,,1.0,7.0,12.0,,,,,,,,2.0,,90.0,1.0,1.0,,,,,,28.0,,7.1,,,,5.0,3.0,3.0,,7.0,1.0,34.0,11.0,42.0,1,6.0,88.0,3.0,1.0,2.0,
2017-18,7437785,8,11,Everton,Away,795058,173807,Tom Davies,tom-davies,M,True,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,0,,2.0,,,,
2017-18,7437880,9,11,Everton,Home,751,13017,Wayne Rooney,wayne-rooney,F,False,2.0,,,14.0,7.0,19.0,,1.0,6.0,,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,2.0,74.0,1.0,,,,,,,11.0,,7.4,,,,1.0,,2.0,,,,20.0,10.0,28.0,1,,38.0,1.0,,,
2017-18,7437880,9,11,Everton,Home,3593,26901,Kevin Mirallas,kevin-mirallas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437880,9,11,Everton,Home,9766,12745,Leighton Baines,leighton-baines,D,False,,,1.0,10.0,4.0,14.0,,,4.0,,,1.0,,,,1.0,,,,1.0,,,,,2.0,,90.0,,2.0,,,,,,11.0,,6.5,,,,3.0,,4.0,,2.0,,18.0,7.0,21.0,1,,43.0,,,,
2017-18,7437880,9,11,Everton,Home,10507,7645,Phil Jagielka,phil-jagielka,D,False,,,2.0,7.0,16.0,23.0,1.0,1.0,2.0,,,,2.0,,,4.0,1.0,,,1.0,,,,,2.0,,90.0,,1.0,,,,,,6.0,,5.8,,,,5.0,,,,7.0,,13.0,16.0,29.0,0,,40.0,,,,
2017-18,7437880,9,11,Everton,Home,20204,19159,Ashley Williams,ashley-williams,D,False,,,,,3.0,3.0,,,,,,,,,1.0,3.0,,,,2.0,,,,,,,45.0,,1.0,,,,,,3.0,,6.2,,,,2.0,,,,,,1.0,4.0,5.0,0,,9.0,,,,
