playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,secondGoalAssists,expectedGoalsFreekick,overruns,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,homeGoals,penaltiesTaken,oboxTarget,headedGoals,iboxBlocked,penaltyGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,foulWonPenalty,ownGoalScored,penaltyGoalsConceded,penaltiesConceded,setPiecesGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,redCards2ndYellow,otherGoals
128295,Christian Nørgaard,Midfielder,Arsenal,3,Denmark,2025-26,0.0,0.0,0.0,11.0,,0.0384,,1.0,0.1152,3.0,2.0,,6.0,7.0,,2.0,1.0,10.0,1.0,61.0,,,6.0,5.0,,,,101.0,,3.0,5.0,,5.0,3.0,51.0,1.0,3.0,1.7066,,,8.0,1.0,8.0,15.0,,0.0,16.0,3.0,21.0,4.0,7.0,1.0,,24.0,1.0,1.0,1.0,11.0,2.0,60.0,1.0,1.0,16.0,2.0,,1.0,11.0,3.0,1.0,,14.0,90.0,,1.0,,2.0,27.0,1.0,0.0823,4.0,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204480,Declan Rice,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,3.0,96.0,15.0,6.9558,13.0,13.0,4.4513,70.0,27.0,12.0,176.0,36.0,5.0,44.0,35.0,271.0,32.0,2136.0,1.0,8.0,1.0,74.0,13.0,47.0,3.0,3099.0,3.0,24.0,145.0,6.0,41.0,95.0,1777.0,56.0,21.0,23.0424,58.0,15.0,78.0,25.0,72.0,752.0,11.0,2.0,241.0,18.0,593.0,180.0,36.0,35.0,14.0,1109.0,19.0,131.0,32.0,167.0,50.0,2011.0,14.0,20.0,498.0,35.0,14.0,12.0,487.0,26.0,37.0,88.0,304.0,2769.0,28.0,6.0,8.0,55.0,803.0,22.0,3.1747,95.0,71.0,4.0,3.0,21.0,5.0,3.0,,5.0,5.0,66.0,,,1.0,0.2189,2.0,95.0,6.0,2.0,1.0,,6.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,1.0,90.0,2.0,0.0038,24.0,20.0,0.0733,19.0,39.0,18.0,79.0,33.0,2.0,28.0,22.0,101.0,5.0,666.0,1.0,2.0,11.0,35.0,2.0,2.0,,1900.0,,25.0,98.0,3.0,14.0,88.0,549.0,65.0,,,14.0,,10.0,14.0,65.0,211.0,40.0,1.0,188.0,5.0,177.0,79.0,33.0,5.0,20.0,388.0,11.0,10.0,44.0,153.0,10.0,645.0,19.0,8.0,186.0,14.0,29.0,1.0,139.0,16.0,11.0,16.0,139.0,973.0,1.0,17.0,2.0,8.0,179.0,5.0,0.2421,22.0,20.0,7.0,2.0,,1.0,6.0,1.0,,1.0,3.0,2.0,2.0,,,2.0,3.0,2.0,1.0,5.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
499173,Harrison Dudziak,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616068,Ife Ibrahim,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184029,Martin Ødegaard,Midfielder,Arsenal,3,Norway,2025-26,0.0,0.0,0.0,57.0,3.0,3.666,5.0,8.0,1.3314,19.0,17.0,20.0,91.0,24.0,6.0,19.0,16.0,127.0,9.0,828.0,2.0,2.0,8.0,8.0,3.0,6.0,1.0,1370.0,1.0,5.0,40.0,3.0,9.0,37.0,663.0,38.0,,12.1884,33.0,2.0,6.0,13.0,52.0,144.0,9.0,0.0,97.0,1.0,264.0,70.0,24.0,11.0,18.0,491.0,10.0,16.0,31.0,89.0,3.0,803.0,9.0,8.0,201.0,8.0,9.0,,292.0,9.0,7.0,38.0,128.0,999.0,4.0,9.0,2.0,18.0,216.0,5.0,1.2311,36.0,19.0,1.0,0.0,2.0,3.0,,1.0,,,2.0,,,1.0,,1.0,5.0,6.0,,1.0,,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481655,Martín Zubimendi,Midfielder,Arsenal,3,Spain,2025-26,0.0,0.0,4.0,103.0,3.0,2.2631,8.0,9.0,3.6075,68.0,19.0,9.0,184.0,38.0,1.0,27.0,34.0,244.0,9.0,1928.0,1.0,1.0,4.0,98.0,10.0,3.0,3.0,3001.0,3.0,33.0,153.0,5.0,44.0,88.0,1631.0,51.0,3.0,24.9401,18.0,18.0,78.0,25.0,70.0,512.0,15.0,4.0,256.0,24.0,545.0,116.0,38.0,30.0,8.0,937.0,20.0,9.0,18.0,158.0,65.0,1907.0,10.0,3.0,312.0,38.0,7.0,5.0,631.0,33.0,39.0,53.0,240.0,2331.0,10.0,13.0,1.0,29.0,750.0,19.0,2.8516,60.0,58.0,5.0,1.0,,7.0,3.0,,,,,2.0,,,,1.0,,1.0,1.0,4.0,,1.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
616077,Max Dowman,Midfielder,Arsenal,3,England,2025-26,0.0,0.0,0.0,25.0,1.0,0.3198,1.0,1.0,0.9949,2.0,5.0,1.0,6.0,6.0,,,1.0,6.0,4.0,52.0,,,5.0,2.0,,1.0,,153.0,,2.0,15.0,,3.0,15.0,45.0,19.0,,0.5102,4.0,,,1.0,23.0,8.0,7.0,0.0,40.0,2.0,5.0,13.0,6.0,,11.0,40.0,1.0,5.0,18.0,38.0,,51.0,4.0,,36.0,2.0,6.0,,22.0,2.0,1.0,1.0,17.0,115.0,,1.0,,,7.0,,1.1825,,,1.0,0.0,,1.0,,1.0,,,1.0,,,,,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
195384,Mikel Merino,Midfielder,Arsenal,3,Spain,2025-26,0.0,0.0,1.0,93.0,,1.4551,6.0,8.0,3.6875,26.0,16.0,12.0,74.0,22.0,3.0,11.0,10.0,89.0,4.0,370.0,3.0,,12.0,71.0,2.0,,2.0,1027.0,2.0,43.0,79.0,2.0,17.0,51.0,273.0,34.0,,6.7325,9.0,1.0,19.0,10.0,50.0,67.0,20.0,1.0,172.0,8.0,133.0,57.0,22.0,13.0,7.0,172.0,8.0,4.0,24.0,101.0,28.0,368.0,8.0,8.0,136.0,13.0,5.0,2.0,106.0,22.0,10.0,8.0,64.0,556.0,1.0,5.0,,6.0,109.0,11.0,3.3803,15.0,13.0,4.0,2.0,,6.0,1.0,,,,,,,,,,,2.0,,2.0,,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449871,Amadou Onana,Midfielder,A Villa,7,Belgium,2025-26,0.0,0.0,3.0,69.0,,0.7038,4.0,7.0,1.8018,48.0,15.0,3.0,84.0,25.0,,23.0,21.0,107.0,,849.0,,2.0,4.0,68.0,3.0,,3.0,1764.0,3.0,23.0,122.0,3.0,18.0,77.0,700.0,25.0,,26.5071,7.0,2.0,59.0,26.0,46.0,215.0,25.0,0.0,191.0,12.0,245.0,72.0,25.0,18.0,6.0,353.0,23.0,,16.0,123.0,45.0,837.0,8.0,5.0,145.0,30.0,7.0,17.0,222.0,20.0,25.0,42.0,167.0,1149.0,1.0,10.0,2.0,3.0,389.0,9.0,1.7146,23.0,29.0,2.0,1.0,,2.0,1.0,,,,,1.0,1.0,,,1.0,,2.0,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
