playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCornersIntoBox,throwInsToOppositionPlayer,unsuccessfulCornersIntoBox,setPiecesGoals,penaltyGoalsConceded,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,headedGoals,lastPlayerTackle,redCards2ndYellow,penaltiesConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,clearancesOffTheLine,ownGoalScored,penaltyGoals,penaltiesSaved,savesFromPenalty,otherGoals
8597,Tomas Rosicky,Midfielder,Arsenal,3,Czech Republic,2014-15,28.0,1.0,1.619,0.0,1.0,5.0,1.0,1.4078,10.0,9.0,9.0,55.0,15.0,1.0,20.0,5.0,62.0,,446.0,2.0,,0.0,,10.0,2.0,17.0,1.0,,1.0,3.0,576.0,3.0,,8.0,41.0,2.0,9.0,32.0,375.0,15.0,7.1787,6.0,,7.0,7.0,1.0,20.0,109.0,11.0,1.0,69.0,4.0,2.0,122.0,42.0,15.0,,2.0,2.0,,3.0,291.0,5.0,2.0,7.0,1.0,52.0,9.0,0.0,442.0,4.0,3.0,75.0,8.0,11.0,1.0,152.0,7.0,8.0,9.0,63.0,530.0,2.0,2.0,,,2.0,94.0,5.0,1.0,0.8714,1.0,7.0,9.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,A Villa,7,England,2014-15,71.0,1.0,2.6672,0.0,5.0,5.0,,1.4544,33.0,13.0,4.0,145.0,27.0,1.0,27.0,25.0,216.0,13.0,1326.0,,,0.0,5.0,2.0,58.0,34.0,6.0,3.0,24.0,2.0,2152.0,2.0,,20.0,58.0,7.0,37.0,44.0,999.0,8.0,32.8499,34.0,9.0,49.0,36.0,,51.0,400.0,12.0,0.0,129.0,24.0,0.0,445.0,126.0,27.0,3.0,,9.0,,,627.0,29.0,66.0,13.0,,95.0,14.0,0.0,1290.0,8.0,10.0,322.0,24.0,1.0,14.0,368.0,23.0,40.0,111.0,113.0,1670.0,1.0,5.0,1.0,5.0,22.0,507.0,15.0,,0.8033,4.0,71.0,48.0,,18.0,,39.0,,2.0,4.0,4.0,0.2617,,,,,,,,,,,,,,,,,,,,,,,,,,
88554,Carles Gil,Midfielder,A Villa,7,Spain,2014-15,31.0,2.0,0.5861,0.0,1.0,,1.0,,4.0,2.0,,20.0,5.0,1.0,5.0,4.0,25.0,10.0,217.0,,,0.0,,1.0,18.0,1.0,,,5.0,,359.0,,,1.0,30.0,1.0,9.0,30.0,184.0,8.0,8.846,5.0,,,11.0,1.0,30.0,36.0,8.0,0.0,61.0,3.0,0.0,59.0,20.0,5.0,,,2.0,,8.0,128.0,10.0,27.0,18.0,1.0,60.0,,0.0,212.0,2.0,7.0,76.0,2.0,18.0,,58.0,3.0,3.0,8.0,64.0,316.0,3.0,1.0,,,1.0,69.0,1.0,,0.13,1.0,5.0,3.0,,3.0,,15.0,,1.0,1.0,1.0,0.0663,,,,,,,,,,,,,,,,,,,,,,,,,,
42824,Carlos Sánchez,Midfielder,A Villa,7,Colombia,2014-15,148.0,3.0,0.583,1.0,6.0,5.0,1.0,0.2159,77.0,11.0,,174.0,28.0,,11.0,20.0,217.0,4.0,1283.0,1.0,,1.0,6.0,8.0,,105.0,3.0,4.0,3.0,,1985.0,,,44.0,164.0,4.0,38.0,103.0,965.0,5.0,31.1275,9.0,4.0,42.0,33.0,,104.0,363.0,12.0,0.0,312.0,23.0,0.0,382.0,171.0,28.0,4.0,1.0,26.0,,4.0,527.0,29.0,4.0,30.0,,207.0,61.0,0.0,1268.0,6.0,3.0,276.0,51.0,15.0,6.0,407.0,46.0,38.0,101.0,131.0,1592.0,,5.0,,6.0,14.0,542.0,28.0,2.0,0.5088,6.0,43.0,76.0,,,,,,3.0,1.0,1.0,0.0643,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,A Villa,7,France,2014-15,147.0,2.0,1.0546,0.0,10.0,6.0,4.0,1.7421,14.0,17.0,2.0,96.0,27.0,2.0,35.0,19.0,102.0,17.0,532.0,,3.0,0.0,4.0,8.0,20.0,34.0,,6.0,8.0,,1429.0,,1.0,25.0,63.0,1.0,25.0,54.0,422.0,35.0,18.3537,15.0,2.0,5.0,13.0,6.0,122.0,105.0,16.0,0.0,210.0,9.0,0.0,127.0,69.0,27.0,6.0,,4.0,,32.0,328.0,12.0,34.0,85.0,6.0,176.0,9.0,0.0,528.0,11.0,11.0,269.0,10.0,25.0,,141.0,31.0,5.0,8.0,159.0,837.0,11.0,18.0,,4.0,2.0,110.0,17.0,1.0,1.188,3.0,6.0,19.0,,4.0,2.0,14.0,,1.0,4.0,4.0,0.2593,,,,,,,,,,,,,,,,,,,,,,,,,,
49493,Chris Herd,Midfielder,A Villa,7,Australia,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41823,Fabian Delph,Midfielder,A Villa,7,England,2014-15,130.0,9.0,2.9237,1.0,5.0,11.0,5.0,1.9563,58.0,38.0,2.0,160.0,28.0,3.0,30.0,27.0,247.0,35.0,1673.0,,,0.0,3.0,1.0,21.0,49.0,6.0,9.0,18.0,2.0,2434.0,2.0,1.0,29.0,184.0,6.0,51.0,164.0,1280.0,14.0,39.7194,33.0,8.0,29.0,46.0,2.0,101.0,546.0,45.0,0.0,314.0,30.0,0.0,564.0,175.0,28.0,9.0,,11.0,,13.0,924.0,40.0,58.0,57.0,2.0,265.0,20.0,1.0,1610.0,27.0,9.0,406.0,47.0,61.0,9.0,349.0,13.0,38.0,146.0,214.0,2194.0,7.0,,2.0,3.0,24.0,520.0,8.0,,1.9954,1.0,87.0,44.0,,6.0,,15.0,,3.0,1.0,1.0,0.0636,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,A Villa,7,England,2014-15,51.0,3.0,1.5924,0.0,6.0,5.0,2.0,1.5988,10.0,7.0,,26.0,17.0,1.0,17.0,7.0,27.0,6.0,348.0,,2.0,0.0,3.0,10.0,27.0,9.0,,2.0,16.0,3.0,815.0,3.0,,4.0,76.0,4.0,14.0,71.0,313.0,30.0,13.5446,17.0,1.0,6.0,18.0,3.0,47.0,90.0,39.0,0.0,127.0,11.0,0.0,74.0,47.0,17.0,2.0,,3.0,,6.0,269.0,14.0,21.0,39.0,3.0,118.0,5.0,0.0,332.0,2.0,10.0,115.0,7.0,23.0,1.0,83.0,5.0,8.0,8.0,101.0,573.0,2.0,4.0,,3.0,,68.0,1.0,,1.1745,0.0,1.0,5.0,1.0,13.0,,12.0,,2.0,1.0,1.0,0.0496,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Joe Cole,Midfielder,A Villa,7,England,2014-15,19.0,,0.5327,0.0,1.0,1.0,,0.1004,7.0,3.0,1.0,18.0,12.0,1.0,14.0,3.0,27.0,7.0,175.0,1.0,2.0,1.0,,9.0,9.0,4.0,,,5.0,,279.0,,,3.0,17.0,,6.0,16.0,139.0,7.0,4.6418,6.0,,2.0,6.0,1.0,16.0,40.0,6.0,0.0,36.0,2.0,0.0,43.0,16.0,12.0,,1.0,3.0,,1.0,88.0,6.0,11.0,10.0,1.0,32.0,1.0,0.0,173.0,2.0,3.0,59.0,4.0,3.0,,34.0,4.0,3.0,9.0,58.0,246.0,1.0,3.0,,,2.0,65.0,4.0,,0.2725,0.0,9.0,2.0,,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74297,Leandro Bacuna,Midfielder,A Villa,7,Curacao,2014-15,68.0,12.0,1.8432,0.0,4.0,3.0,4.0,0.9056,25.0,13.0,,67.0,19.0,5.0,4.0,10.0,124.0,46.0,577.0,,1.0,0.0,3.0,9.0,5.0,22.0,3.0,1.0,18.0,2.0,981.0,2.0,1.0,15.0,45.0,4.0,15.0,38.0,418.0,12.0,13.8654,12.0,8.0,18.0,16.0,1.0,53.0,37.0,5.0,0.0,113.0,7.0,0.0,205.0,73.0,19.0,1.0,,5.0,,10.0,295.0,12.0,50.0,22.0,1.0,91.0,7.0,0.0,559.0,10.0,13.0,226.0,20.0,8.0,,242.0,16.0,15.0,35.0,93.0,899.0,92.0,6.0,,3.0,25.0,176.0,11.0,,1.0095,1.0,57.0,29.0,,3.0,11.0,1.0,,1.0,5.0,5.0,0.3032,,,,,,,,,,,,,,,,,,,,,,,,,,
19688,Scott Sinclair,Midfielder,A Villa,7,England,2014-15,25.0,,0.0907,0.0,1.0,3.0,3.0,0.9967,3.0,6.0,,30.0,11.0,,8.0,5.0,32.0,4.0,149.0,1.0,1.0,0.0,,6.0,2.0,7.0,1.0,,,2.0,464.0,2.0,1.0,5.0,16.0,1.0,8.0,14.0,115.0,14.0,7.2247,2.0,1.0,3.0,7.0,1.0,20.0,35.0,6.0,0.0,41.0,3.0,1.0,40.0,23.0,11.0,,,,,5.0,77.0,6.0,6.0,12.0,1.0,34.0,2.0,0.0,148.0,3.0,2.0,65.0,3.0,5.0,1.0,18.0,2.0,3.0,2.0,56.0,221.0,1.0,2.0,,,1.0,40.0,1.0,,0.862,0.0,2.0,11.0,,,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
43250,Tom Cleverley,Midfielder,A Villa,7,England,2014-15,133.0,10.0,1.1475,0.0,7.0,9.0,1.0,1.6641,76.0,17.0,1.0,135.0,32.0,,78.0,32.0,202.0,42.0,1496.0,3.0,,1.0,3.0,,9.0,42.0,4.0,4.0,14.0,2.0,2610.0,2.0,3.0,29.0,131.0,7.0,45.0,118.0,1221.0,30.0,37.3794,27.0,4.0,23.0,45.0,4.0,104.0,409.0,32.0,2.0,264.0,27.0,2.0,363.0,154.0,32.0,4.0,3.0,16.0,,9.0,815.0,38.0,55.0,37.0,4.0,222.0,13.0,0.0,1470.0,8.0,10.0,324.0,60.0,11.0,3.0,398.0,32.0,28.0,73.0,326.0,1896.0,16.0,13.0,,3.0,21.0,493.0,24.0,1.0,1.8083,7.0,67.0,42.0,1.0,2.0,1.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19556,David Jones,Midfielder,Burnley,90,England,2014-15,109.0,,2.532,0.0,11.0,5.0,2.0,1.0953,51.0,10.0,,201.0,36.0,,17.0,36.0,251.0,3.0,1525.0,,,,11.0,,32.0,58.0,8.0,2.0,12.0,3.0,3207.0,3.0,1.0,32.0,105.0,6.0,44.0,79.0,1207.0,14.0,47.0992,25.0,10.0,49.0,47.0,,77.0,426.0,16.0,0.0,214.0,29.0,,500.0,219.0,36.0,2.0,,14.0,,5.0,760.0,41.0,23.0,31.0,,156.0,26.0,0.0,1494.0,5.0,4.0,334.0,37.0,12.0,12.0,392.0,28.0,81.0,67.0,207.0,1924.0,1.0,9.0,1.0,11.0,28.0,526.0,14.0,3.0,1.4695,0.0,50.0,56.0,,10.0,,17.0,,3.0,5.0,5.0,0.4711,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
15982,Dean Marney,Midfielder,Burnley,90,England,2014-15,77.0,5.0,1.102,0.0,1.0,1.0,,0.0294,51.0,8.0,,100.0,20.0,,10.0,20.0,144.0,13.0,880.0,,1.0,,1.0,,,27.0,5.0,1.0,5.0,,1687.0,,3.0,16.0,86.0,4.0,30.0,75.0,667.0,8.0,22.8833,12.0,5.0,23.0,25.0,,61.0,273.0,17.0,0.0,163.0,19.0,,266.0,91.0,20.0,1.0,,16.0,,6.0,418.0,21.0,13.0,20.0,,136.0,11.0,0.0,864.0,7.0,4.0,189.0,35.0,9.0,7.0,214.0,21.0,35.0,69.0,127.0,1106.0,1.0,3.0,,1.0,13.0,323.0,15.0,1.0,0.4214,6.0,44.0,19.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,
95508,Fredrik Ulvestad,Midfielder,Burnley,90,Norway,2014-15,2.0,,0.0235,0.0,,,,,1.0,,,3.0,2.0,,2.0,1.0,6.0,1.0,32.0,,,,,1.0,,,,,,,67.0,,,,2.0,,1.0,2.0,24.0,,0.8465,,,,,,2.0,13.0,,0.0,4.0,,,9.0,4.0,2.0,,,1.0,,,10.0,,1.0,,,4.0,,0.0,32.0,,,8.0,,1.0,,8.0,1.0,1.0,2.0,2.0,37.0,,1.0,,,1.0,16.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,Matthew Taylor,Midfielder,Burnley,90,England,2014-15,41.0,5.0,0.738,0.0,4.0,3.0,,0.7549,7.0,5.0,,31.0,10.0,1.0,5.0,7.0,54.0,18.0,170.0,,1.0,,2.0,3.0,9.0,28.0,,,7.0,3.0,570.0,3.0,,17.0,27.0,,19.0,16.0,108.0,13.0,8.7706,7.0,3.0,12.0,6.0,2.0,24.0,49.0,8.0,0.0,68.0,12.0,,62.0,29.0,10.0,,,2.0,,5.0,78.0,6.0,26.0,9.0,2.0,40.0,11.0,0.0,169.0,2.0,7.0,104.0,5.0,1.0,,30.0,9.0,8.0,8.0,29.0,298.0,3.0,7.0,1.0,2.0,14.0,45.0,5.0,1.0,1.8113,0.0,23.0,17.0,,2.0,1.0,6.0,,1.0,1.0,1.0,0.031,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15944,Michael Kightly,Midfielder,Burnley,90,England,2014-15,89.0,6.0,1.7206,0.0,5.0,5.0,5.0,2.2375,26.0,9.0,,69.0,17.0,2.0,13.0,10.0,92.0,44.0,281.0,1.0,1.0,1.0,2.0,7.0,9.0,19.0,,1.0,9.0,3.0,951.0,3.0,,11.0,57.0,1.0,28.0,49.0,178.0,32.0,16.7394,7.0,2.0,8.0,22.0,3.0,78.0,79.0,11.0,0.0,146.0,18.0,0.0,97.0,63.0,17.0,1.0,1.0,9.0,,31.0,130.0,21.0,51.0,39.0,3.0,127.0,8.0,0.0,277.0,4.0,14.0,212.0,17.0,12.0,1.0,28.0,17.0,11.0,11.0,77.0,530.0,8.0,9.0,,2.0,13.0,68.0,9.0,1.0,1.8413,3.0,23.0,19.0,,3.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14161,Ross Wallace,Midfielder,Burnley,90,Scotland,2014-15,10.0,6.0,0.7478,0.0,5.0,3.0,1.0,0.9051,2.0,5.0,1.0,15.0,15.0,,5.0,1.0,18.0,11.0,84.0,1.0,,1.0,5.0,14.0,12.0,2.0,,1.0,9.0,1.0,228.0,1.0,,,7.0,,4.0,5.0,61.0,3.0,3.5794,9.0,,1.0,2.0,,10.0,7.0,1.0,0.0,17.0,2.0,0.0,27.0,12.0,15.0,1.0,,1.0,1.0,2.0,53.0,2.0,20.0,4.0,,15.0,2.0,0.0,81.0,2.0,2.0,46.0,1.0,2.0,1.0,25.0,5.0,2.0,5.0,25.0,146.0,1.0,1.0,,5.0,,22.0,2.0,1.0,0.624,2.0,3.0,2.0,,3.0,,8.0,1.0,,6.0,6.0,0.4691,,,,,,,,,,,,,,,,,,,,,,,,,,
