matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128389,11,2020-12-05 20:00:00,2,Leeds,Away,251.0,23.0,2.0,1.0,,,,145.0,8.0,,8.0,,5.0,22.0,395.0,,1.0,19.0,11.0,11.0,4.0,1.0,2.0,,,,,,,,1.0,6.0,,,,,,8.0,19.0,4.0,5.0,3.0,72.0,56.0,1.0,,1.0,,18.0,1.0,12.0,,,4.0,6.0,5.0,,16.0,1.0,52.0,66.0,,19.0,9.0,,2.0,29.0,51.0,9.0,12.0,1.0,,,,,138.0,1.0,,1.0,1.0,,,8.0,1.0,,,9.0,,6.0,6.0,1.0,,8.0,137.0,59.0,26.0,8.0,,3.0,3.0,3.0,455.0,5.0,1.0,,65.0,62.0,22.0,,,,,,149.0,149.0,3.0,27.0,18.0,54.2,,3.0,,,18.0,0.0,134.0,7.0,1.0,7.0,1.0,,4.0,1.0,,3.0,15.0,67.0,369.0,11.0,6.0,274.0,47.0,19.0,17.0,4.0,14.0,11.0,,108.0,,221.0,,,9.0,6.0,49.0,4.0,481.0,,0.0,8.0,30.0,1.0,21.0,2.0,705.0,15.0,23.0,,13.0,4.0,18.0,0.0
2128400,12,2020-12-11 20:00:00,2,Leeds,Home,266.0,23.0,,5.0,5.0,,1.0,204.0,5.0,,11.0,2.0,5.0,29.0,465.0,,,17.0,24.0,15.0,8.0,1.0,2.0,1.0,0.0,,,,,,,8.0,1.0,,,,2.0,6.0,12.0,7.0,10.0,3.0,78.0,62.0,,,1.0,1.0,20.0,1.0,11.0,,1.0,5.0,10.0,10.0,0.0,10.0,4.0,58.0,52.0,1.0,15.0,7.0,,,30.0,71.0,12.0,9.0,,,3.0,3.0,,159.0,,,,,,,8.0,0.0,,,7.0,,16.0,16.0,1.0,0.0,11.0,151.0,49.0,33.0,6.0,1.0,4.0,5.0,7.0,526.0,3.0,1.0,0.0,63.0,74.0,48.0,,,,,1.0,135.0,135.0,4.0,29.0,18.0,64.0,,3.0,,1.0,20.0,0.0,156.0,5.0,1.0,6.0,,1.0,5.0,,0.0,3.0,17.0,114.0,450.0,10.0,9.0,287.0,45.0,15.0,13.0,4.0,27.0,23.0,1.0,160.0,,284.0,,,7.0,5.0,53.0,2.0,544.0,,0.0,13.0,17.0,,17.0,1.0,747.0,24.0,19.0,0.0,11.0,5.0,10.0,0.0
2128409,13,2020-12-16 18:00:00,2,Leeds,Home,183.0,31.0,3.0,11.0,8.0,3.0,,272.0,6.0,,5.0,1.0,3.0,29.0,444.0,,,16.0,19.0,18.0,14.0,2.0,3.0,2.0,,,,,,,,21.0,,,,,1.0,6.0,8.0,2.0,17.0,8.0,83.0,63.0,2.0,,3.0,,20.0,7.0,14.0,,,7.0,18.0,11.0,2.0,4.0,2.0,51.0,50.0,,12.0,8.0,,,29.0,64.0,10.0,12.0,1.0,,2.0,1.0,,177.0,4.0,,3.0,4.0,,2.0,8.0,5.0,,,8.0,1.0,19.0,19.0,2.0,,5.0,139.0,64.0,47.0,4.0,2.0,6.0,14.0,10.0,507.0,1.0,2.0,,95.0,74.0,55.0,,,,,,145.0,145.0,4.0,25.0,28.0,68.7,,,3.0,1.0,20.0,0.0,134.0,2.0,,2.0,1.0,2.0,8.0,1.0,,3.0,16.0,152.0,421.0,6.0,20.0,204.0,43.0,12.0,11.0,6.0,36.0,30.0,4.0,198.0,6.0,365.0,,,6.0,3.0,45.0,4.0,533.0,,0.0,25.0,13.0,1.0,17.0,3.0,728.0,47.0,16.0,,7.0,7.0,6.0,0.0
2128421,14,2020-12-20 16:30:00,2,Leeds,Away,221.0,26.0,3.0,7.0,4.0,1.0,,184.0,4.0,,7.0,1.0,9.0,30.0,398.0,,1.0,20.0,17.0,18.0,9.0,2.0,4.0,,,,,,,,,13.0,,,,,,5.0,19.0,7.0,14.0,3.0,73.0,65.0,2.0,3.0,,,25.0,7.0,19.0,,,13.0,15.0,7.0,2.0,12.0,9.0,61.0,43.0,,12.0,6.0,,1.0,32.0,58.0,6.0,5.0,,,,,,156.0,2.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,,6.0,1.0,13.0,13.0,1.0,,8.0,116.0,53.0,32.0,11.0,,4.0,9.0,4.0,459.0,6.0,2.0,,87.0,63.0,46.0,1.0,1.0,1.0,,,151.0,151.0,7.0,28.0,23.0,58.5,,,,1.0,25.0,0.0,133.0,6.0,2.0,8.0,,,6.0,2.0,,3.0,17.0,100.0,379.0,9.0,13.0,247.0,51.0,12.0,11.0,13.0,35.0,22.0,,137.0,1.0,266.0,1.0,,7.0,9.0,56.0,4.0,478.0,1.0,0.0,17.0,16.0,1.0,22.0,0.0,694.0,29.0,15.0,,4.0,13.0,9.0,0.0
2128429,15,2020-12-27 12:00:00,2,Leeds,Home,212.0,21.0,,1.0,1.0,,,104.0,5.0,,8.0,3.0,1.0,28.0,315.0,1.0,1.0,18.0,18.0,22.0,7.0,,,1.0,,,,,,,,9.0,1.0,,,,1.0,4.0,10.0,4.0,6.0,5.0,54.0,64.0,2.0,2.0,1.0,6.0,19.0,2.0,9.0,,,4.0,6.0,2.0,,5.0,2.0,46.0,57.0,6.0,36.0,17.0,,,35.0,46.0,8.0,14.0,1.0,,1.0,1.0,,181.0,,,,,,,9.0,,1.0,,17.0,,8.0,8.0,,,8.0,97.0,73.0,38.0,12.0,,3.0,4.0,4.0,398.0,3.0,,,33.0,61.0,20.0,,,,,1.0,154.0,154.0,1.0,36.0,16.0,51.4,,,,5.0,19.0,0.0,92.0,4.0,2.0,6.0,2.0,1.0,5.0,1.0,,3.0,16.0,41.0,298.0,8.0,7.0,259.0,55.0,36.0,14.0,3.0,12.0,9.0,1.0,72.0,2.0,177.0,1.0,,18.0,1.0,75.0,3.0,424.0,2.0,0.0,11.0,17.0,1.0,18.0,0.0,629.0,19.0,20.0,,8.0,4.0,9.0,0.0
2128445,16,2020-12-29 18:00:00,2,Leeds,Away,403.0,31.0,1.0,5.0,4.0,1.0,,279.0,5.0,,11.0,3.0,10.0,40.0,679.0,1.0,1.0,13.0,18.0,26.0,8.0,1.0,1.0,,,,,,,,,13.0,,,,,,6.0,2.0,2.0,8.0,6.0,144.0,61.0,2.0,1.0,1.0,2.0,11.0,5.0,3.0,,,10.0,13.0,6.0,1.0,4.0,,41.0,58.0,2.0,20.0,7.0,,2.0,30.0,65.0,10.0,6.0,,,2.0,,,201.0,3.0,,2.0,3.0,,,5.0,4.0,,,7.0,,6.0,6.0,,,11.0,206.0,64.0,44.0,3.0,3.0,3.0,9.0,6.0,747.0,1.0,,,84.0,77.0,46.0,,,,,,130.0,130.0,3.0,28.0,19.0,75.6,,,,3.0,11.0,0.0,211.0,1.0,,1.0,2.0,,3.0,,,3.0,16.0,150.0,664.0,4.0,12.0,427.0,49.0,20.0,20.0,9.0,28.0,19.0,,190.0,4.0,361.0,,,14.0,11.0,62.0,1.0,762.0,1.0,0.0,14.0,13.0,1.0,13.0,1.0,931.0,26.0,13.0,,14.0,10.0,5.0,0.0
2128454,17,2021-01-02 12:30:00,2,Leeds,Away,309.0,28.0,,4.0,4.0,1.0,,196.0,9.0,,4.0,1.0,6.0,26.0,501.0,,,17.0,14.0,8.0,13.0,,1.0,,,,,,,,,17.0,,,,,,9.0,14.0,6.0,10.0,8.0,78.0,82.0,1.0,1.0,,,19.0,4.0,19.0,,,5.0,11.0,8.0,,9.0,1.0,70.0,55.0,,8.0,5.0,,1.0,37.0,54.0,13.0,15.0,,,1.0,,,169.0,,,,,,,9.0,,1.0,,5.0,,14.0,14.0,3.0,,4.0,172.0,51.0,35.0,3.0,,7.0,6.0,5.0,563.0,4.0,1.0,,84.0,55.0,33.0,1.0,1.0,1.0,,,158.0,158.0,7.0,39.0,32.0,63.3,,,,,19.0,0.0,172.0,4.0,,4.0,3.0,,9.0,,,3.0,24.0,98.0,473.0,5.0,13.0,340.0,50.0,8.0,27.0,5.0,24.0,19.0,,141.0,3.0,275.0,1.0,,8.0,6.0,46.0,1.0,591.0,2.0,0.0,18.0,20.0,,20.0,1.0,796.0,31.0,19.0,,12.0,5.0,12.0,0.0
2128459,18,2021-02-23 18:00:00,2,Leeds,Home,147.0,12.0,1.0,3.0,2.0,1.0,1.0,72.0,6.0,2.0,12.0,5.0,4.0,20.0,216.0,3.0,1.0,16.0,12.0,7.0,7.0,,,1.0,1.0,,1.0,,,,,9.0,,,,,1.0,8.0,8.0,5.0,9.0,2.0,43.0,69.0,2.0,2.0,,2.0,14.0,,23.0,,,2.0,2.0,2.0,,9.0,2.0,64.0,50.0,2.0,20.0,6.0,,,20.0,35.0,11.0,12.0,2.0,,4.0,3.0,1.0,134.0,2.0,,1.0,2.0,,1.0,9.0,2.0,1.0,,6.0,,10.0,10.0,1.0,,13.0,70.0,51.0,26.0,4.0,1.0,4.0,5.0,7.0,297.0,2.0,1.0,,32.0,30.0,18.0,,,,,,149.0,149.0,1.0,32.0,22.0,46.7,,,,,14.0,0.0,72.0,4.0,1.0,5.0,2.0,1.0,4.0,,,3.0,9.0,35.0,199.0,6.0,9.0,194.0,34.0,20.0,15.0,1.0,8.0,7.0,2.0,65.0,4.0,133.0,1.0,2.0,20.0,5.0,50.0,1.0,319.0,3.0,0.0,11.0,25.0,1.0,20.0,1.0,520.0,23.0,16.0,,6.0,2.0,15.0,0.0
2128469,19,2021-01-16 15:00:00,2,Leeds,Home,305.0,20.0,2.0,5.0,3.0,1.0,,197.0,10.0,,10.0,2.0,7.0,16.0,497.0,,,21.0,14.0,14.0,3.0,1.0,1.0,,,,,,,,,6.0,,,,,,6.0,5.0,2.0,4.0,3.0,74.0,71.0,,,,2.0,19.0,2.0,9.0,,,5.0,11.0,14.0,,8.0,1.0,40.0,54.0,2.0,13.0,6.0,,1.0,35.0,57.0,8.0,9.0,,,1.0,,,177.0,,,,,,,10.0,,3.0,,6.0,,10.0,10.0,,,10.0,183.0,72.0,42.0,2.0,,,4.0,2.0,579.0,2.0,1.0,,80.0,77.0,42.0,,,,,,158.0,158.0,4.0,34.0,23.0,66.6,,,,1.0,19.0,0.0,167.0,,1.0,1.0,,,3.0,,,3.0,14.0,101.0,477.0,6.0,4.0,327.0,54.0,13.0,20.0,4.0,29.0,25.0,,155.0,2.0,303.0,3.0,,7.0,7.0,47.0,3.0,601.0,2.0,0.0,7.0,13.0,,21.0,1.0,795.0,21.0,16.0,,18.0,5.0,7.0,0.0
2128483,20,2021-01-26 18:00:00,2,Leeds,Away,217.0,27.0,,2.0,2.0,2.0,1.0,115.0,7.0,1.0,5.0,5.0,2.0,36.0,330.0,,,24.0,25.0,27.0,5.0,1.0,,2.0,,,,,,,,8.0,,,,1.0,1.0,8.0,9.0,13.0,8.0,1.0,58.0,68.0,,,,4.0,13.0,3.0,16.0,,,4.0,5.0,1.0,,9.0,2.0,64.0,59.0,4.0,21.0,11.0,,,30.0,38.0,15.0,9.0,,,1.0,1.0,,173.0,2.0,,2.0,2.0,,1.0,13.0,2.0,,2.0,11.0,1.0,8.0,8.0,1.0,,5.0,114.0,65.0,29.0,9.0,2.0,3.0,5.0,2.0,424.0,7.0,,,48.0,47.0,27.0,,,,,,161.0,161.0,4.0,30.0,25.0,57.7,1.0,,,1.0,13.0,0.0,105.0,1.0,3.0,4.0,,2.0,4.0,1.0,,3.0,14.0,58.0,313.0,4.0,8.0,264.0,62.0,21.0,10.0,4.0,11.0,7.0,3.0,104.0,4.0,197.0,1.0,1.0,19.0,3.0,78.0,,450.0,,0.0,9.0,15.0,,26.0,3.0,627.0,24.0,19.0,,8.0,5.0,7.0,0.0
2128491,21,2021-01-31 14:00:00,2,Leeds,Away,191.0,16.0,2.0,2.0,,2.0,,92.0,6.0,,12.0,2.0,6.0,12.0,281.0,,1.0,15.0,22.0,12.0,3.0,2.0,2.0,2.0,,,,,,,,6.0,,,,,,13.0,7.0,11.0,7.0,1.0,53.0,79.0,4.0,2.0,2.0,3.0,17.0,1.0,12.0,,,4.0,2.0,2.0,,9.0,5.0,65.0,59.0,3.0,19.0,8.0,,,40.0,42.0,16.0,17.0,1.0,,,1.0,,138.0,3.0,,3.0,3.0,,2.0,7.0,3.0,,,8.0,1.0,19.0,19.0,1.0,,13.0,89.0,69.0,30.0,6.0,2.0,,8.0,7.0,362.0,6.0,2.0,,37.0,49.0,19.0,,,,,,161.0,161.0,2.0,25.0,38.0,49.2,,,3.0,1.0,17.0,0.0,109.0,2.0,5.0,7.0,1.0,2.0,,,,2.0,23.0,37.0,262.0,8.0,8.0,230.0,46.0,19.0,10.0,4.0,9.0,5.0,4.0,66.0,4.0,168.0,,,23.0,8.0,53.0,2.0,389.0,,0.0,8.0,27.0,2.0,20.0,3.0,611.0,14.0,21.0,,4.0,4.0,16.0,0.0
2128499,22,2021-02-03 19:30:00,2,Leeds,Home,248.0,13.0,2.0,5.0,4.0,,1.0,221.0,4.0,,5.0,1.0,4.0,14.0,464.0,,,24.0,24.0,11.0,8.0,4.0,2.0,,,,,,,,,12.0,,1.0,1.0,,1.0,9.0,6.0,4.0,12.0,4.0,75.0,63.0,,1.0,,2.0,29.0,3.0,14.0,,,7.0,8.0,7.0,,7.0,1.0,63.0,48.0,2.0,11.0,5.0,,,38.0,60.0,12.0,12.0,,,5.0,4.0,,205.0,1.0,,1.0,1.0,,,4.0,1.0,2.0,,5.0,2.0,11.0,11.0,,,5.0,142.0,55.0,34.0,1.0,1.0,6.0,7.0,7.0,544.0,,2.0,,78.0,76.0,42.0,,,,,,156.0,156.0,8.0,30.0,20.0,63.2,2.0,,,,29.0,0.0,139.0,3.0,1.0,4.0,,,6.0,2.0,,3.0,15.0,133.0,448.0,11.0,13.0,278.0,32.0,11.0,15.0,7.0,25.0,19.0,,178.0,2.0,308.0,2.0,,14.0,5.0,39.0,,561.0,,0.0,16.0,16.0,,25.0,2.0,767.0,31.0,23.0,,9.0,7.0,11.0,0.0
2128509,23,2021-02-08 20:00:00,2,Leeds,Home,396.0,25.0,2.0,9.0,7.0,1.0,1.0,237.0,3.0,,13.0,1.0,3.0,23.0,624.0,,,16.0,13.0,14.0,9.0,3.0,3.0,1.0,,1.0,1.0,,,,,12.0,,1.0,,,1.0,3.0,5.0,3.0,14.0,3.0,116.0,69.0,2.0,3.0,1.0,3.0,14.0,3.0,8.0,,1.0,5.0,6.0,3.0,,8.0,,39.0,48.0,3.0,11.0,4.0,,,25.0,47.0,7.0,7.0,1.0,,2.0,2.0,1.0,192.0,1.0,,,1.0,,,3.0,2.0,,,4.0,1.0,6.0,6.0,1.0,,13.0,211.0,68.0,51.0,3.0,1.0,4.0,9.0,7.0,703.0,3.0,3.0,,72.0,99.0,31.0,,,,,,123.0,123.0,8.0,21.0,27.0,68.2,1.0,,,,14.0,0.0,195.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,,1.0,10.0,112.0,614.0,7.0,13.0,419.0,45.0,11.0,8.0,4.0,15.0,11.0,1.0,161.0,2.0,310.0,,,4.0,3.0,40.0,1.0,714.0,,0.0,17.0,22.0,,17.0,0.0,883.0,26.0,11.0,,5.0,5.0,10.0,0.0
2128516,24,2021-02-14 16:30:00,2,Leeds,Away,232.0,24.0,1.0,2.0,1.0,2.0,,164.0,4.0,,7.0,2.0,3.0,23.0,394.0,1.0,,16.0,12.0,14.0,6.0,,1.0,,,,,,,,,8.0,,,,,,7.0,8.0,5.0,5.0,4.0,68.0,74.0,1.0,,1.0,1.0,16.0,2.0,7.0,,,5.0,7.0,4.0,,4.0,1.0,39.0,39.0,1.0,9.0,4.0,2.0,,41.0,62.0,17.0,8.0,,,,1.0,,157.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,,2.0,4.0,,11.0,11.0,1.0,,7.0,132.0,67.0,29.0,4.0,1.0,2.0,6.0,5.0,480.0,5.0,2.0,,69.0,58.0,25.0,1.0,1.0,1.0,,,149.0,149.0,3.0,34.0,28.0,54.1,,,,,16.0,0.0,141.0,,1.0,1.0,,,2.0,,,3.0,15.0,85.0,378.0,7.0,8.0,266.0,64.0,9.0,8.0,5.0,17.0,12.0,,123.0,5.0,249.0,,,17.0,3.0,66.0,,498.0,2.0,0.0,9.0,10.0,,18.0,2.0,655.0,17.0,21.0,,7.0,5.0,9.0,0.0
2128535,25,2021-02-19 20:00:00,2,Leeds,Away,224.0,22.0,4.0,10.0,7.0,2.0,4.0,139.0,6.0,1.0,5.0,3.0,8.0,32.0,353.0,,,19.0,12.0,19.0,5.0,7.0,5.0,,,,,1.0,,,,8.0,,,,1.0,5.0,5.0,6.0,10.0,15.0,3.0,73.0,54.0,3.0,4.0,,3.0,13.0,6.0,6.0,,,9.0,4.0,5.0,,7.0,3.0,42.0,50.0,3.0,14.0,7.0,,2.0,36.0,55.0,8.0,11.0,,,5.0,5.0,,153.0,,,,,,,6.0,,1.0,1.0,7.0,1.0,11.0,11.0,,,5.0,102.0,59.0,29.0,7.0,,5.0,7.0,7.0,422.0,5.0,,1.0,69.0,60.0,38.0,,,,,,130.0,130.0,4.0,24.0,19.0,59.0,1.0,,,1.0,13.0,0.0,112.0,2.0,3.0,5.0,,,5.0,3.0,,3.0,17.0,69.0,337.0,4.0,12.0,245.0,43.0,14.0,14.0,9.0,22.0,14.0,,113.0,4.0,217.0,1.0,1.0,13.0,9.0,59.0,1.0,440.0,,0.0,18.0,18.0,,19.0,0.0,629.0,27.0,13.0,,4.0,9.0,11.0,0.0
2128539,26,2021-02-27 17:30:00,2,Leeds,Home,221.0,20.0,2.0,3.0,2.0,,1.0,195.0,5.0,,3.0,7.0,8.0,34.0,413.0,,,29.0,21.0,16.0,7.0,3.0,3.0,,,,,,,,,9.0,,,,,1.0,7.0,6.0,3.0,7.0,6.0,65.0,65.0,1.0,1.0,,,13.0,5.0,10.0,,,7.0,11.0,8.0,,8.0,2.0,60.0,55.0,,6.0,3.0,,,27.0,56.0,14.0,13.0,,,2.0,3.0,,179.0,,,,,,,5.0,,,1.0,3.0,,7.0,7.0,,,3.0,136.0,63.0,38.0,5.0,,4.0,6.0,3.0,497.0,2.0,,,74.0,82.0,40.0,,,,,,165.0,165.0,1.0,28.0,33.0,69.2,,,,,13.0,0.0,137.0,1.0,2.0,3.0,,,5.0,,,3.0,12.0,101.0,393.0,2.0,10.0,251.0,44.0,6.0,16.0,6.0,27.0,22.0,,147.0,5.0,293.0,,,19.0,10.0,66.0,,517.0,,0.0,13.0,18.0,,32.0,3.0,701.0,23.0,18.0,,8.0,7.0,10.0,0.0
2128555,27,2021-03-08 20:00:00,2,Leeds,Away,258.0,32.0,1.0,5.0,4.0,2.0,,188.0,6.0,,8.0,2.0,4.0,33.0,441.0,1.0,1.0,22.0,17.0,15.0,11.0,1.0,2.0,,,,,,,,,15.0,,,,,,8.0,8.0,8.0,11.0,6.0,77.0,63.0,2.0,2.0,,2.0,15.0,5.0,4.0,,1.0,6.0,7.0,7.0,,8.0,2.0,44.0,49.0,2.0,11.0,6.0,,,28.0,51.0,9.0,9.0,,,,,,154.0,,,,,,,6.0,,1.0,,6.0,,10.0,10.0,2.0,,8.0,152.0,62.0,40.0,6.0,,7.0,5.0,2.0,509.0,5.0,3.0,,60.0,67.0,29.0,,1.0,1.0,1.0,,146.0,146.0,3.0,21.0,30.0,65.3,,,,1.0,15.0,0.0,145.0,1.0,2.0,3.0,,,10.0,2.0,,3.0,15.0,76.0,423.0,7.0,12.0,280.0,50.0,11.0,12.0,6.0,20.0,14.0,,114.0,6.0,268.0,1.0,,11.0,6.0,55.0,1.0,528.0,1.0,0.0,17.0,19.0,1.0,23.0,1.0,721.0,24.0,25.0,,6.0,6.0,11.0,0.0
2128560,28,2021-03-13 12:30:00,2,Leeds,Home,160.0,17.0,2.0,3.0,1.0,2.0,,84.0,7.0,,16.0,3.0,12.0,18.0,241.0,1.0,,20.0,10.0,7.0,4.0,1.0,3.0,,,,,,,,,4.0,,,,,,14.0,9.0,6.0,4.0,3.0,62.0,72.0,,,,,24.0,3.0,11.0,,,8.0,8.0,5.0,,10.0,3.0,54.0,37.0,,14.0,6.0,,,45.0,40.0,16.0,6.0,,,1.0,1.0,,133.0,,,,,,,8.0,,1.0,,6.0,1.0,19.0,19.0,1.0,,16.0,71.0,53.0,29.0,5.0,,,5.0,4.0,313.0,5.0,,,34.0,44.0,24.0,,,,,,152.0,152.0,6.0,25.0,24.0,37.7,,,,,24.0,0.0,64.0,6.0,2.0,8.0,,,,1.0,,3.0,17.0,48.0,225.0,11.0,5.0,193.0,45.0,14.0,18.0,8.0,22.0,14.0,,80.0,4.0,159.0,1.0,,10.0,15.0,45.0,5.0,330.0,1.0,0.0,7.0,13.0,,21.0,3.0,545.0,14.0,21.0,,11.0,8.0,6.0,0.0
2128569,29,2021-03-19 20:00:00,2,Leeds,Away,119.0,13.0,5.0,5.0,1.0,,,106.0,2.0,,12.0,1.0,3.0,18.0,220.0,1.0,1.0,21.0,19.0,13.0,4.0,3.0,4.0,1.0,,,1.0,,,,,6.0,,,,,1.0,9.0,11.0,2.0,8.0,5.0,48.0,67.0,1.0,,1.0,1.0,16.0,2.0,13.0,,1.0,7.0,10.0,3.0,,11.0,3.0,64.0,60.0,1.0,39.0,18.0,,,,53.0,12.0,13.0,1.0,,5.0,,1.0,134.0,2.0,,2.0,1.0,1.0,,5.0,1.0,2.0,,18.0,,9.0,9.0,1.0,,13.0,73.0,64.0,26.0,13.0,1.0,6.0,3.0,4.0,299.0,2.0,1.0,,55.0,44.0,35.0,,,,,,161.0,161.0,1.0,20.0,32.0,48.8,,,,3.0,16.0,0.0,64.0,3.0,2.0,5.0,1.0,1.0,7.0,,,2.0,,59.0,208.0,6.0,9.0,141.0,36.0,39.0,18.0,7.0,19.0,13.0,1.0,109.0,4.0,197.0,2.0,,13.0,3.0,55.0,4.0,319.0,2.0,0.0,13.0,25.0,1.0,25.0,2.0,573.0,22.0,18.0,,9.0,7.0,16.0,0.0
2128580,30,2021-04-03 15:00:00,2,Leeds,Home,206.0,28.0,1.0,1.0,,,,182.0,4.0,,5.0,4.0,4.0,28.0,387.0,,,20.0,18.0,13.0,13.0,,3.0,2.0,,1.0,1.0,,,,,19.0,,1.0,,,,8.0,3.0,6.0,13.0,10.0,72.0,75.0,3.0,2.0,1.0,1.0,24.0,6.0,6.0,,,5.0,7.0,4.0,,10.0,,53.0,48.0,1.0,12.0,8.0,,,34.0,56.0,12.0,11.0,,,1.0,1.0,1.0,159.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,8.0,1.0,11.0,11.0,1.0,,5.0,132.0,57.0,33.0,7.0,1.0,5.0,9.0,8.0,470.0,4.0,1.0,,73.0,70.0,31.0,,,,,,159.0,159.0,9.0,30.0,30.0,54.1,1.0,,,,24.0,0.0,128.0,,,,,2.0,9.0,1.0,,3.0,15.0,106.0,370.0,14.0,14.0,231.0,50.0,12.0,16.0,4.0,16.0,12.0,2.0,162.0,4.0,276.0,1.0,,15.0,4.0,50.0,1.0,491.0,,0.0,23.0,15.0,,21.0,1.0,688.0,33.0,20.0,,9.0,5.0,12.0,0.0
2128591,31,2021-04-10 12:30:00,2,Leeds,Away,112.0,17.0,1.0,1.0,,1.0,,62.0,3.0,,7.0,2.0,,22.0,173.0,,1.0,6.0,12.0,11.0,,,,,,,,,,,,2.0,,,,,,10.0,14.0,15.0,,2.0,42.0,54.0,,,,1.0,12.0,,17.0,,1.0,3.0,4.0,,,1.0,2.0,52.0,47.0,1.0,35.0,21.0,,,25.0,30.0,15.0,12.0,,,1.0,2.0,,109.0,2.0,,2.0,2.0,,,17.0,2.0,3.0,,21.0,,8.0,8.0,1.0,,8.0,47.0,51.0,17.0,9.0,2.0,,2.0,2.0,219.0,11.0,2.0,,18.0,36.0,12.0,,,,,,119.0,119.0,1.0,29.0,10.0,28.9,,,,,12.0,0.0,54.0,2.0,4.0,6.0,,,,,,3.0,9.0,32.0,161.0,7.0,2.0,138.0,32.0,35.0,15.0,3.0,9.0,6.0,,55.0,4.0,123.0,3.0,,11.0,,57.0,3.0,252.0,1.0,1.0,2.0,16.0,1.0,9.0,1.0,428.0,7.0,15.0,,8.0,3.0,6.0,0.0
