season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437076,1,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,4.0,13.0,16.0,28.0,2.0,1.0,6.0,,,,,,,1.0,3.0,3.0,,,,1.0,,,,,1.0,,90.0,,,,,,,7.0,,6.9,,,,,5.0,,2.0,,6.0,,16.0,17.0,31.0,0,1.0,46.0,1.0,1.0,,1.0
2017-18,7437076,1,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,14.0,14.0,28.0,1.0,,3.0,,,,1.0,,,2.0,4.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,3.0,,6.4,,,,,1.0,,,,,,14.0,15.0,29.0,0,,38.0,,3.0,,
2017-18,7437076,1,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,10.0,15.0,25.0,,2.0,2.0,,,,1.0,,,,2.0,3.0,,,1.0,,,,,2.0,,,90.0,2.0,2.0,,,,,5.0,,7.0,,,,,6.0,,,,3.0,,14.0,16.0,30.0,2,,47.0,,1.0,,
2017-18,7437076,1,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,4.0,19.0,23.0,4.0,9.0,2.0,,,,,,,,4.0,10.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,8.0,,7.1,,,,,16.0,,,,8.0,,11.0,20.0,31.0,0,1.0,54.0,,1.0,,1.0
2017-18,7437076,1,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,5.0,,1.0,11.0,5.0,11.0,2.0,,2.0,,,1.0,,,,2.0,5.0,2.0,,,1.0,,,,1.0,1.0,3.0,,90.0,,1.0,,,,,14.0,,7.6,,,3.0,,1.0,,10.0,,1.0,,22.0,5.0,17.0,4,2.0,39.0,1.0,,,1.0
2017-18,7437726,2,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,1.0,,5.0,35.0,30.0,64.0,,,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,2.0,,90.0,,,,,,,14.0,,7.1,,,1.0,,1.0,1.0,7.0,,9.0,,45.0,32.0,70.0,1,1.0,86.0,2.0,,1.0,1.0
2017-18,7437726,2,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,7.0,5.0,10.0,15.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,12.0,,6.3,,,,,,,,,19.0,,15.0,12.0,27.0,0,,34.0,,,,
2017-18,7437726,2,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,4.0,,6.2,,,1.0,,,,1.0,,,,3.0,,2.0,1,,6.0,1.0,,,
2017-18,7437726,2,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,11.0,2.0,13.0,6.0,7.0,2.0,,,1.0,,,,1.0,7.0,7.0,,,,,,,,,2.0,,90.0,,,,,,,16.0,,7.0,,,2.0,,3.0,,,,,,20.0,4.0,24.0,3,,37.0,4.0,,,
2017-18,7437726,2,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,,,2.0,14.0,15.0,29.0,1.0,5.0,1.0,,,,1.0,,,,4.0,9.0,,,2.0,,,,,,1.0,,90.0,,,,,,,18.0,,7.0,,,1.0,,6.0,,3.0,,8.0,,26.0,16.0,39.0,1,4.0,72.0,3.0,1.0,,4.0
2017-18,7437726,2,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,6.0,29.0,25.0,54.0,2.0,,4.0,,,1.0,1.0,,,3.0,7.0,3.0,,,1.0,,,,,2.0,1.0,,90.0,,,,,,,15.0,,6.4,,,,,1.0,2.0,,,13.0,,38.0,28.0,66.0,1,,78.0,,1.0,2.0,
2017-18,7437726,2,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,1.0,,,2.0,,1.0,2.0,,1.0,,,,,,,,3.0,1.0,,,2.0,,,,,,,,11.0,,,,,,,2.0,,6.8,,,1.0,,,1.0,1.0,,,1.0,4.0,,3.0,1,,6.0,,,1.0,
2017-18,7437726,2,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,15.0,7.0,21.0,1.0,1.0,3.0,,,,,,,,1.0,4.0,,,,,,,,,2.0,,79.0,,,,,,,5.0,,7.2,,,2.0,,,1.0,5.0,,,,19.0,7.0,21.0,2,,34.0,1.0,2.0,1.0,
2017-18,7437726,2,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,2.0,19.0,17.0,35.0,,1.0,3.0,,,,1.0,,,,2.0,6.0,,1.0,1.0,,,,,,,,90.0,,,,,,,16.0,,7.0,,,1.0,,3.0,1.0,7.0,,4.0,,29.0,20.0,42.0,1,1.0,67.0,,3.0,1.0,1.0
2017-18,7437726,2,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,1.0,,3.0,16.0,14.0,29.0,,,1.0,1.0,,2.0,,,,1.0,2.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,7.1,,,4.0,,,1.0,1.0,,5.0,,22.0,17.0,38.0,6,1.0,55.0,2.0,2.0,1.0,
2017-18,7437726,2,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,8.0,15.0,27.0,42.0,6.0,7.0,4.0,,1.0,,,,,,6.0,7.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,6.0,,7.3,,,1.0,,14.0,,,,10.0,,18.0,30.0,48.0,1,,67.0,,,,
2017-18,7437726,2,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,1.0,,5.0,12.0,31.0,42.0,2.0,3.0,6.0,,,,2.0,,,1.0,7.0,6.0,,,3.0,,,,,3.0,,,90.0,,1.0,,,,,12.0,,6.7,,,,,5.0,,1.0,,13.0,,19.0,35.0,53.0,0,1.0,67.0,,2.0,,1.0
2017-18,7437726,2,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437726,2,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,2.0,,2.0,19.0,11.0,28.0,,,5.0,1.0,,1.0,,,,3.0,4.0,3.0,,,1.0,,,,,,2.0,,78.0,,,,,,,19.0,,6.9,,,1.0,,,2.0,7.0,,6.0,,33.0,12.0,38.0,2,1.0,56.0,1.0,,2.0,1.0
2017-18,7437780,3,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437780,3,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,1.0,,,12.0,9.0,20.0,,,4.0,,,,,,,,,1.0,,,,,,,,6.0,1.0,,81.0,,2.0,,,,,6.0,,7.2,,,,,,,2.0,,4.0,,17.0,10.0,25.0,0,,40.0,,1.0,,
2017-18,7437780,3,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,2.0,12.0,7.0,19.0,2.0,,8.0,,,1.0,2.0,,,,8.0,3.0,,,1.0,,,,,,1.0,,90.0,,,,,,,12.0,,6.8,,,,,1.0,5.0,1.0,,2.0,1.0,18.0,8.0,25.0,1,1.0,38.0,2.0,,2.0,
2017-18,7437780,3,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,10.0,8.0,2.0,10.0,,,12.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,14.0,,7.0,4.0,4.0,,,,,,,22.0,,20.0,2.0,22.0,0,,39.0,,,,
2017-18,7437780,3,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,1.0,8.0,3.0,11.0,4.0,5.0,1.0,,,1.0,,,,,4.0,6.0,,,,,,,,,,,57.0,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,1.0,11.0,3.0,14.0,1,,19.0,1.0,1.0,,
2017-18,7437780,3,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,1.0,,3.0,10.0,8.0,17.0,1.0,,5.0,,,,2.0,,,,4.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,11.0,,6.9,,,1.0,,4.0,1.0,4.0,,9.0,,17.0,11.0,24.0,1,2.0,46.0,,1.0,1.0,
2017-18,7437780,3,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,6.0,13.0,9.0,22.0,,1.0,10.0,,,,1.0,,,3.0,6.0,4.0,,,2.0,,,,,4.0,1.0,,90.0,,3.0,,,,,12.0,,7.0,,,,,1.0,,,,9.0,,19.0,11.0,30.0,0,1.0,45.0,,2.0,,
2017-18,7437780,3,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,3.0,3.0,6.0,3.0,2.0,2.0,,,,1.0,,,1.0,5.0,2.0,,,1.0,,,,,,,,33.0,,,,,,,3.0,,6.5,,,1.0,,,,,,,,5.0,3.0,8.0,1,,10.0,,,,
2017-18,7437780,3,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,1.0,2.0,3.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,1.0,,6.8,,,,,,,,,2.0,,3.0,3.0,6.0,0,,6.0,,,,
2017-18,7437780,3,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,5.0,3.0,8.0,1.0,,2.0,,,,1.0,,,1.0,4.0,1.0,,,1.0,,,,,1.0,,,57.0,,,,,,,6.0,,6.4,,,1.0,,1.0,,1.0,,,,8.0,4.0,11.0,1,,21.0,1.0,1.0,,
2017-18,7437780,3,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,True,,,1.0,4.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,33.0,2.0,,,,,,2.0,,7.5,,,1.0,,1.0,,,,1.0,4.0,5.0,2.0,7.0,3,1.0,13.0,,,,
2017-18,7437780,3,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,12.0,8.0,20.0,,2.0,4.0,,,,,,,,1.0,6.0,,1.0,1.0,,,,,1.0,,,90.0,,1.0,,,,,11.0,,7.2,,,,,6.0,,,,8.0,,17.0,12.0,29.0,0,3.0,51.0,,1.0,,
2017-18,7437780,3,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437780,3,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,3.0,17.0,20.0,3.0,6.0,3.0,,,,,,,,3.0,10.0,,,,,,,,3.0,1.0,,90.0,,8.0,,,,,3.0,,8.2,,,1.0,,8.0,,,,3.0,,5.0,17.0,22.0,1,2.0,47.0,1.0,2.0,,
2017-18,7437780,3,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,3.0,12.0,15.0,,9.0,1.0,,,,2.0,,,,3.0,13.0,,,1.0,,,,,,,,90.0,,2.0,,,,,7.0,,7.8,,,3.0,,10.0,,,,5.0,,8.0,12.0,20.0,3,4.0,43.0,,,,
2017-18,7437780,3,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437780,3,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437780,3,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,5.0,,1.0,14.0,6.0,15.0,,1.0,4.0,,,,1.0,,,,3.0,6.0,,,1.0,1.0,,,,,5.0,,90.0,1.0,1.0,,,,,25.0,,8.3,,,,,3.0,4.0,12.0,,4.0,,32.0,9.0,29.0,1,2.0,56.0,3.0,,3.0,
2017-18,7437735,4,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,5942,39847,Steven Defour,steven-defour,M,False,,,2.0,9.0,12.0,21.0,,,5.0,,,,5.0,,,,6.0,,,,1.0,,,,,1.0,,,82.0,,,,,,,7.0,,5.9,,,,,2.0,,1.0,,6.0,,15.0,13.0,27.0,0,,35.0,,,,
2017-18,7437735,4,90,Burnley,Home,17056,39158,Scott Arfield,scott-arfield,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,18122,21205,Tom Heaton,tom-heaton,G,False,,,6.0,6.0,1.0,7.0,,,3.0,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,4.0,,6.5,,,,,,,,,9.0,,9.0,1.0,10.0,0,,13.0,,,,
2017-18,7437735,4,90,Burnley,Home,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,19633,40399,Sam Vokes,sam-vokes,F,False,,,,7.0,3.0,10.0,1.0,6.0,1.0,,,,1.0,,,1.0,3.0,9.0,,,,,,,,,,,64.0,,1.0,,,,,10.0,,7.0,,,1.0,,2.0,,,,,3.0,11.0,3.0,14.0,1,,30.0,4.0,3.0,,
2017-18,7437735,4,90,Burnley,Home,20752,40616,Stephen Ward,stephen-ward,D,False,1.0,,1.0,10.0,5.0,14.0,,,4.0,,,,4.0,,,,5.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,1.0,,,,,16.0,,7.0,,,,,6.0,1.0,4.0,,4.0,,19.0,8.0,23.0,0,3.0,51.0,,,1.0,
2017-18,7437735,4,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,9.0,13.0,22.0,2.0,1.0,8.0,,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,,,90.0,,4.0,,,,,14.0,,7.4,,,,,6.0,1.0,,,2.0,,15.0,17.0,32.0,0,3.0,50.0,2.0,,1.0,
2017-18,7437735,4,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,,2.0,1.0,4.0,3.0,,,,2.0,,,,3.0,6.0,,,,,,,,,,,26.0,1.0,,,,,,4.0,,6.6,,,,,1.0,,,,2.0,1.0,6.0,,6.0,1,,10.0,,2.0,,
2017-18,7437735,4,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,1.0,,6.6,,,,,,,,,1.0,,1.0,1.0,2.0,0,,3.0,,,,
2017-18,7437735,4,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,7.0,4.0,11.0,2.0,2.0,4.0,,,,4.0,,,1.0,9.0,12.0,,,,,,,,,,,90.0,,,,,,,12.0,,6.8,,,,,,6.0,3.0,,2.0,,13.0,4.0,14.0,0,4.0,36.0,1.0,2.0,4.0,
2017-18,7437735,4,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,11.0,5.0,16.0,3.0,1.0,7.0,,,,2.0,,,3.0,9.0,3.0,,,1.0,,1.0,,,,,,90.0,1.0,,,,,,15.0,,7.1,,,1.0,,3.0,,,,1.0,2.0,19.0,5.0,24.0,2,1.0,41.0,4.0,1.0,,
2017-18,7437735,4,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,2.0,9.0,6.0,15.0,,1.0,4.0,,,,1.0,1.0,,,2.0,3.0,,,1.0,,,,,1.0,1.0,,90.0,,3.0,,,,,18.0,,7.7,,,,,4.0,,,,6.0,1.0,17.0,6.0,23.0,0,2.0,54.0,1.0,,,
2017-18,7437735,4,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437735,4,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,7.0,12.0,19.0,6.0,3.0,3.0,,,,1.0,,,,7.0,8.0,,,,,,,,1.0,,,90.0,,1.0,,,,,13.0,,7.0,,,,,9.0,1.0,,,5.0,1.0,16.0,15.0,31.0,0,1.0,50.0,1.0,3.0,1.0,
2017-18,7437735,4,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,1.0,3.0,4.0,2.0,5.0,2.0,,,,3.0,,,1.0,7.0,9.0,,,1.0,,,,,1.0,,,90.0,,4.0,,,,,9.0,,7.7,,,,,17.0,,,,7.0,,8.0,4.0,12.0,0,1.0,39.0,,3.0,,
2017-18,7437735,4,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,True,,,8.0,8.0,1.0,9.0,,,6.0,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,9.0,,7.0,1.0,3.0,,,,,,,17.0,,17.0,1.0,18.0,0,,21.0,,,,
2017-18,7437735,4,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,False,,,1.0,7.0,2.0,9.0,,,4.0,,,,,,,2.0,4.0,3.0,,,1.0,,,,,,,,90.0,,,,,,,19.0,,6.4,,,,,2.0,1.0,4.0,,4.0,,18.0,4.0,18.0,0,3.0,39.0,,,,
2017-18,7437764,5,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,,,2.0,14.0,15.0,29.0,,,11.0,,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,87.0,,1.0,,,,,9.0,,6.9,,,,,1.0,,,,5.0,,20.0,17.0,37.0,0,2.0,44.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,False,,,,3.0,5.0,8.0,4.0,,3.0,,,,6.0,,,,11.0,4.0,,,1.0,,1.0,,,,,,90.0,1.0,,,,,,8.0,,6.9,,,,,1.0,1.0,,,2.0,,7.0,6.0,13.0,1,1.0,24.0,3.0,2.0,1.0,
2017-18,7437764,5,90,Burnley,Away,17537,28609,Adam Legzdins,adam-legzdins,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,2.0,,6.5,,,,,,,,,,1.0,2.0,,2.0,0,,3.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,,3.0,12.0,15.0,,1.0,6.0,,,,1.0,,,,1.0,2.0,,,,,,,,2.0,,,90.0,,2.0,,,,,13.0,,6.9,,,,,6.0,,1.0,,5.0,,9.0,14.0,22.0,0,1.0,48.0,1.0,,,
2017-18,7437764,5,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,12.0,10.0,22.0,1.0,1.0,6.0,,,,3.0,,,1.0,7.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,2.0,,,,,5.0,,6.8,,,,,5.0,1.0,,,,,13.0,11.0,24.0,0,2.0,44.0,,1.0,,
2017-18,7437764,5,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,30.0,,,,,,,1.0,,6.6,,,,,,,,,,,4.0,,4.0,0,,7.0,,2.0,,
2017-18,7437764,5,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,1.0,2.0,4.0,6.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,,,,,,,,2.0,,,60.0,,,,,,,2.0,,6.7,,,,,,1.0,,,1.0,,3.0,4.0,7.0,0,,14.0,,2.0,1.0,
2017-18,7437764,5,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,10.0,2.0,12.0,1.0,6.0,2.0,,,,,,,,3.0,7.0,,,1.0,,,,,,,,87.0,,,,,,,16.0,,6.5,,,,,,1.0,,,,2.0,22.0,3.0,25.0,0,1.0,32.0,2.0,,,
