season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,,0.0163626,,,1.0,0.0,,,,,,1.0,,0.13,0.75,0.2,0.11,0.5,8.0,,,,,,,,,,,6.6,,,,,,,,,,,,1.0,,1.0,,,0,1.0,4.0,,,,
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,870038,429414,Saša Kalajdžić,sasa-kalajdzic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025050,1,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,8.0,4.0,12.0,1.0,2.0,,1.0,,,1.0,,,,1.0,5.0,4.0,,,0.00786352,0.3826,0.5701,3.0,0.0,,,,,,,,0.44,4.43,0.99,0.24,2.62,82.0,2.0,1.0,,,,,,8.0,,,6.6,,,1.0,,,2.0,,,,,1.0,13.0,4.0,17.0,,,4,1.0,30.0,2.0,1.0,,1.0
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,,,,2.352e-05,,,1.0,0.0,,,,,,,,,,,,,12.0,,,,,,,,6.0,,,6.2,,,,,,,1.0,2.0,,1.0,1.0,3.0,1.0,4.0,,,0,,8.0,,,,
2025-26,14025062,2,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,1.0,8.0,6.0,14.0,4.0,4.0,,,,,,1.0,,,3.0,10.0,5.0,,,0.00875582,0.102,0.2372,2.0,0.0,,,,,,,,,,,,,78.0,1.0,,,,,,,12.0,,,6.1,,,,,,1.0,1.0,,,1.0,,12.0,9.0,21.0,,,1,,31.0,2.0,,1.0,
2025-26,14025118,3,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,False,,,,3.0,1.0,4.0,1.0,,2.0,,,,,1.0,,,,2.0,1.0,,,0.00107732,0.4197,0.8238,,0.0,1.0,,,,1.0,,,,,,,,76.0,1.0,,,,,,,10.0,,,7.4,,,,,14.786840708319,1.0,,,,1.0,1.0,8.0,4.0,12.0,0.105,,1,,19.0,2.0,1.0,,
2025-26,14025118,3,39,Wolverhampton_Wanderers,Home,870038,429414,Saša Kalajdžić,sasa-kalajdzic,F,True,,,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,,,,1.0,3.0,2.0,,,0.0135397,,,,0.0,,,,,1.0,,,,,,,,14.0,,,,,,,,4.0,,,6.3,,,,,5.1760695513102,,1.0,,,,,3.0,2.0,5.0,3.78,,0,,11.0,,,,
2025-26,14025145,4,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,False,,,1.0,4.0,5.0,9.0,,,,1.0,,,,,,,,1.0,,,,0.0127546,0.1393,0.1969,,0.0,,,,,,,,,,,,,77.0,1.0,,,,,,,12.0,,,6.3,,,1.0,,,,1.0,3.0,,1.0,,10.0,5.0,15.0,,,2,,26.0,2.0,,,
2025-26,14025145,4,39,Wolverhampton_Wanderers,Away,987734,488213,Tolu Arokodare,tolu-arokodare,F,False,,,,5.0,,5.0,6.0,4.0,,,,,,,,,1.0,9.0,6.0,,,0.00127546,,,2.0,0.0,,,,,1.0,,,,,,,,66.0,,,,,,,,7.0,,,6.4,,,,,,3.0,,,,,,7.0,,7.0,,,0,,21.0,3.0,2.0,,
2025-26,14025178,5,39,Wolverhampton_Wanderers,Home,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025178,5,39,Wolverhampton_Wanderers,Home,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,True,,,,3.0,,3.0,1.0,5.0,,1.0,,,,,,,,2.0,6.0,,,0.11748,0.0352,,1.0,0.0,,,,,,,,,,,,,45.0,,,,,,,,3.0,,,6.8,,,1.0,,,,,,,,,5.0,1.0,6.0,,,1,,9.0,,1.0,,
2025-26,14025178,5,39,Wolverhampton_Wanderers,Home,987734,488213,Tolu Arokodare,tolu-arokodare,F,False,,,,4.0,1.0,5.0,6.0,7.0,,2.0,,,,,,,,7.0,8.0,,,0.0259489,0.2161,0.2447,,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,12.0,,,6.7,,,2.0,,,1.0,1.0,,,,,9.0,4.0,13.0,,,3,1.0,24.0,3.0,,,1.0
2025-26,14025208,6,39,Wolverhampton_Wanderers,Away,786186,184754,Hwang Hee-chan,hwang-hee-chan,F,False,,,1.0,6.0,3.0,9.0,,1.0,,,,,,,,,,1.0,4.0,,,0.00774537,0.0177,,,0.0,,,,,,,,,,,,,45.0,,,,,,,,4.0,,,6.9,,,1.0,,,1.0,3.0,,,1.0,,7.0,4.0,11.0,,,1,1.0,21.0,1.0,,2.0,1.0
2025-26,14025208,6,39,Wolverhampton_Wanderers,Away,876599,247412,Jørgen Strand Larsen,jorgen-strand-larsen,F,False,,,,8.0,4.0,12.0,6.0,2.0,,,,,,1.0,,,,8.0,3.0,,,0.00832593,0.082,,1.0,0.0,,,,,1.0,,,,,,,,84.0,,,,,,,,5.0,,,6.1,,,1.0,,,2.0,,,,,,8.0,6.0,14.0,,,1,,23.0,3.0,1.0,,
