playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,goals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,penaltiesTaken,rightFootGoals,headedGoals,hitWoodwork,secondGoalAssists,setPiecesGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesFromPenalty,winningGoal,ownGoalScored
214590,Aaron Wan-Bissaka,Defender,Man Utd,1,DR Congo,2019-20,148.0,14.0,3.131,0.0,2.0,1.0,0.1334,129.0,5.0,2.0,242.0,35.0,4.0,2.0,34.0,309.0,89.0,1651.0,1.0,1.0,1.0,59.0,11.0,14.0,1.0,3072.0,1.0,35.0,226.0,3.0,1.0,109.0,202.0,1309.0,41.0,50.0,2.0,31.6195,21.0,14.0,58.0,33.0,1.0,113.0,106.0,19.0,374.0,33.0,641.0,179.0,35.0,49.0,28.0,836.0,30.0,89.0,1.0,315.0,24.0,0.0,1643.0,4.0,16.0,569.0,80.0,54.0,13.0,644.0,21.0,66.0,33.0,260.0,2726.0,317.0,2.0,1.0,45.0,520.0,12.0,1.0,0.6875,8.0,67.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Man Utd,1,DR Congo,2019-20,20.0,,0.0221,0.0,,,,2.0,,,11.0,5.0,,,2.0,16.0,1.0,136.0,,,3.0,15.0,,,,187.0,,12.0,8.0,1.0,,3.0,5.0,116.0,,,,3.7857,,,4.0,3.0,,8.0,43.0,3.0,28.0,1.0,41.0,15.0,5.0,,3.0,45.0,2.0,1.0,,13.0,3.0,0.0,135.0,,,24.0,2.0,,,36.0,3.0,5.0,4.0,16.0,182.0,12.0,,,2.0,75.0,1.0,,,0.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232937,Brandon Williams,Defender,Man Utd,1,England,2019-20,53.0,3.0,0.7096,0.0,1.0,2.0,0.5715,21.0,5.0,1.0,61.0,17.0,,1.0,11.0,86.0,9.0,551.0,1.0,,6.0,19.0,4.0,3.0,1.0,1004.0,1.0,9.0,62.0,1.0,,11.0,52.0,449.0,23.0,10.0,1.0,9.7598,13.0,2.0,14.0,11.0,1.0,44.0,260.0,15.0,115.0,5.0,157.0,68.0,17.0,6.0,6.0,258.0,10.0,9.0,1.0,96.0,10.0,0.0,543.0,3.0,3.0,146.0,15.0,16.0,4.0,33.0,13.0,16.0,16.0,101.0,812.0,62.0,5.0,,10.0,210.0,7.0,1.0,0.9693,6.0,25.0,21.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
216051,Diogo Dalot,Defender,Man Utd,1,Portugal,2019-20,7.0,,0.0215,0.0,,,,3.0,1.0,,10.0,4.0,,,1.0,13.0,3.0,51.0,,,3.0,4.0,,,,66.0,,1.0,6.0,,,2.0,3.0,37.0,2.0,,,0.2371,,,1.0,1.0,,6.0,4.0,,13.0,1.0,21.0,5.0,4.0,1.0,3.0,24.0,1.0,3.0,,9.0,3.0,0.0,50.0,1.0,4.0,22.0,2.0,,,14.0,1.0,2.0,1.0,12.0,83.0,13.0,1.0,,2.0,14.0,,,0.292,0.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197365,Eric Bailly,Defender,Man Utd,1,Cote d’Ivoire,2019-20,3.0,,0.0102,0.0,,,,,,,6.0,4.0,,,1.0,8.0,,78.0,,,3.0,8.0,1.0,,,148.0,,,9.0,,1.0,,1.0,66.0,,,1.0,1.3811,,1.0,7.0,1.0,,3.0,20.0,,12.0,,25.0,9.0,4.0,,,24.0,1.0,,,4.0,8.0,0.0,76.0,,,10.0,,1.0,3.0,28.0,2.0,4.0,4.0,5.0,96.0,,,,,46.0,,1.0,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95658,Harry Maguire,Defender,Man Utd,1,England,2019-20,128.0,,0.7868,0.0,6.0,8.0,0.8307,37.0,25.0,1.0,210.0,38.0,1.0,2.0,38.0,336.0,2.0,2519.0,6.0,1.0,,247.0,13.0,,5.0,3420.0,5.0,71.0,240.0,4.0,,15.0,64.0,2014.0,62.0,,3.0,35.8894,16.0,5.0,157.0,36.0,5.0,57.0,905.0,22.0,368.0,9.0,799.0,237.0,38.0,14.0,4.0,737.0,32.0,2.0,5.0,121.0,176.0,0.0,2451.0,17.0,9.0,364.0,23.0,8.0,22.0,732.0,33.0,72.0,169.0,83.0,2975.0,9.0,,1.0,46.0,1446.0,15.0,,2.1095,6.0,126.0,136.0,,1.0,,2.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
106760,Luke Shaw,Defender,Man Utd,1,England,2019-20,72.0,7.0,1.6921,0.0,4.0,5.0,0.6467,34.0,7.0,1.0,116.0,24.0,,1.0,20.0,144.0,26.0,1143.0,4.0,3.0,4.0,53.0,7.0,9.0,3.0,1734.0,3.0,23.0,96.0,1.0,,38.0,66.0,986.0,34.0,18.0,2.0,15.2266,20.0,1.0,51.0,15.0,1.0,49.0,508.0,10.0,168.0,20.0,368.0,92.0,24.0,16.0,9.0,567.0,14.0,29.0,1.0,115.0,30.0,0.0,1127.0,2.0,10.0,221.0,18.0,22.0,6.0,71.0,23.0,24.0,13.0,196.0,1564.0,117.0,5.0,3.0,13.0,441.0,12.0,,0.6694,7.0,28.0,52.0,,,4.0,2.0,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
58893,Marcos Rojo,Defender,Man Utd,1,Argentina,2019-20,6.0,,0.0135,0.0,,,,3.0,1.0,,4.0,3.0,,,1.0,14.0,3.0,46.0,,,2.0,4.0,,,,121.0,,2.0,6.0,1.0,,1.0,4.0,32.0,2.0,3.0,,2.1008,,,6.0,2.0,,4.0,18.0,1.0,12.0,1.0,24.0,7.0,3.0,2.0,1.0,16.0,1.0,3.0,,8.0,2.0,0.0,45.0,1.0,,21.0,1.0,,1.0,2.0,2.0,,,2.0,75.0,8.0,,,3.0,16.0,1.0,,0.2048,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76359,Phil Jones,Defender,Man Utd,1,England,2019-20,9.0,,0.014,0.0,,1.0,0.0188,2.0,2.0,,11.0,2.0,,,2.0,16.0,1.0,97.0,,,,20.0,,,1.0,135.0,1.0,7.0,17.0,,,2.0,4.0,78.0,3.0,,,2.4544,,,9.0,3.0,,2.0,31.0,1.0,26.0,2.0,44.0,11.0,2.0,,,27.0,3.0,1.0,,6.0,13.0,0.0,96.0,1.0,,19.0,2.0,1.0,,17.0,3.0,2.0,3.0,5.0,124.0,1.0,1.0,,2.0,54.0,,,0.1372,0.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201084,Timothy Fosu-Mensah,Defender,Man Utd,1,Netherlands,2019-20,11.0,1.0,0.0406,0.0,,,,1.0,1.0,,9.0,3.0,,,2.0,10.0,1.0,64.0,1.0,,1.0,3.0,1.0,1.0,,136.0,,2.0,3.0,,,1.0,2.0,51.0,2.0,2.0,1.0,1.9862,2.0,,1.0,1.0,,9.0,15.0,,14.0,,21.0,7.0,3.0,,1.0,28.0,1.0,1.0,,11.0,1.0,0.0,64.0,1.0,,16.0,1.0,1.0,,9.0,5.0,4.0,3.0,19.0,87.0,5.0,1.0,,,27.0,5.0,,0.0696,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184667,Victor Lindelöf,Defender,Man Utd,1,Sweden,2019-20,78.0,,0.5279,0.0,1.0,1.0,0.8769,29.0,5.0,2.0,168.0,35.0,,,35.0,283.0,2.0,2094.0,,,,146.0,12.0,,,3093.0,,50.0,135.0,3.0,,25.0,39.0,1736.0,11.0,3.0,2.0,33.2123,4.0,10.0,122.0,32.0,1.0,28.0,447.0,6.0,213.0,9.0,783.0,215.0,35.0,14.0,1.0,519.0,29.0,2.0,1.0,67.0,96.0,0.0,2052.0,4.0,2.0,309.0,15.0,4.0,16.0,779.0,22.0,26.0,75.0,85.0,2406.0,13.0,2.0,,48.0,1292.0,9.0,,0.3352,6.0,115.0,134.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0
