playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,goals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,successfulCornersIntoBox,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,foulWonPenalty,penaltiesTaken,rightFootGoals,headedGoals,hitWoodwork,secondGoalAssists,setPiecesGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesFromPenalty,winningGoal,ownGoalScored
156689,Andreas Pereira,Midfielder,Man Utd,1,Brazil,2019-20,142.0,4.0,2.9458,0.0,9.0,14.0,2.2583,24.0,28.0,2.0,124.0,25.0,3.0,10.0,18.0,152.0,24.0,703.0,3.0,7.0,7.0,44.0,1.0,10.0,3.0,1488.0,3.0,34.0,70.0,3.0,,32.0,60.0,521.0,52.0,,,16.4913,29.0,2.0,5.0,16.0,2.0,108.0,146.0,16.0,212.0,13.0,205.0,85.0,25.0,11.0,13.0,411.0,13.0,55.0,2.0,168.0,10.0,0.0,664.0,14.0,14.0,314.0,13.0,20.0,,214.0,27.0,7.0,30.0,138.0,1053.0,8.0,13.0,7.0,7.0,150.0,19.0,1.0,2.2913,3.0,28.0,32.0,0.2014,1.0,38.0,10.0,2.0,5.0,10.0,1.0,3.0,3.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,
141746,Bruno Fernandes,Midfielder,Man Utd,1,Portugal,2019-20,72.0,2.0,2.3354,0.0,7.0,18.0,6.7689,22.0,37.0,8.0,148.0,14.0,7.0,15.0,14.0,189.0,21.0,777.0,2.0,6.0,,14.0,3.0,14.0,3.0,1192.0,3.0,11.0,54.0,,,26.0,51.0,542.0,42.0,,2.0,9.3759,23.0,1.0,14.0,6.0,1.0,61.0,183.0,14.0,126.0,6.0,268.0,67.0,14.0,10.0,6.0,452.0,6.0,61.0,1.0,112.0,3.0,0.0,735.0,19.0,8.0,302.0,12.0,15.0,,183.0,9.0,11.0,46.0,143.0,1056.0,5.0,7.0,6.0,5.0,150.0,6.0,,6.1857,2.0,41.0,23.0,0.5323,8.0,56.0,7.0,1.0,12.0,7.0,,7.0,7.0,35.0,2.0,4.0,8.0,,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
200617,Daniel James,Midfielder,Man Utd,1,Wales,2019-20,139.0,14.0,2.6238,0.0,10.0,20.0,4.9974,21.0,32.0,4.0,133.0,33.0,6.0,9.0,26.0,149.0,77.0,698.0,2.0,3.0,7.0,34.0,3.0,15.0,11.0,2290.0,11.0,26.0,110.0,4.0,,62.0,102.0,536.0,90.0,1.0,1.0,26.5609,20.0,3.0,6.0,29.0,7.0,113.0,146.0,55.0,249.0,19.0,173.0,92.0,33.0,11.0,35.0,434.0,25.0,81.0,7.0,215.0,8.0,0.0,697.0,12.0,31.0,356.0,10.0,27.0,4.0,175.0,14.0,7.0,13.0,204.0,1162.0,4.0,11.0,3.0,8.0,130.0,9.0,,3.0887,4.0,16.0,35.0,,3.0,4.0,6.0,2.0,1.0,6.0,,,,3.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
101582,Fred,Midfielder,Man Utd,1,Brazil,2019-20,172.0,4.0,2.1344,0.0,10.0,10.0,0.8711,60.0,30.0,3.0,154.0,29.0,,11.0,23.0,209.0,11.0,1668.0,1.0,7.0,6.0,28.0,5.0,14.0,1.0,2159.0,1.0,19.0,145.0,3.0,,67.0,136.0,1349.0,26.0,,1.0,22.9483,35.0,3.0,27.0,26.0,3.0,153.0,515.0,36.0,317.0,36.0,441.0,234.0,29.0,28.0,13.0,848.0,23.0,49.0,3.0,289.0,9.0,0.0,1617.0,20.0,10.0,347.0,32.0,40.0,8.0,504.0,42.0,38.0,110.0,208.0,2185.0,9.0,2.0,7.0,25.0,625.0,33.0,2.0,1.703,8.0,55.0,70.0,0.2628,,42.0,9.0,,6.0,9.0,,3.0,3.0,25.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
232928,James Garner,Midfielder,Man Utd,1,England,2019-20,1.0,,0.0054,0.0,,,,,,,,1.0,,,,,,14.0,,,1.0,,,,,8.0,,,1.0,,,,1.0,13.0,,,,0.1532,,,1.0,1.0,,1.0,4.0,1.0,2.0,,2.0,1.0,1.0,,,10.0,1.0,,,2.0,,0.0,14.0,,,,,,,4.0,,,1.0,4.0,16.0,,,,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109322,Jesse Lingard,Midfielder,Man Utd,1,England,2019-20,72.0,,0.6485,0.0,10.0,6.0,0.4929,15.0,12.0,4.0,41.0,22.0,,18.0,9.0,48.0,7.0,391.0,,4.0,13.0,14.0,,,5.0,932.0,5.0,12.0,41.0,3.0,,10.0,39.0,339.0,34.0,1.0,1.0,12.1528,20.0,,,14.0,6.0,60.0,114.0,11.0,113.0,5.0,81.0,37.0,22.0,7.0,10.0,260.0,11.0,7.0,6.0,99.0,2.0,0.0,377.0,6.0,4.0,106.0,8.0,13.0,,97.0,28.0,3.0,4.0,99.0,546.0,7.0,9.0,4.0,3.0,83.0,16.0,2.0,1.915,3.0,7.0,11.0,,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43670,Juan Mata,Midfielder,Man Utd,1,Spain,2019-20,32.0,3.0,2.549,0.0,2.0,2.0,0.0537,7.0,8.0,4.0,57.0,19.0,2.0,14.0,8.0,66.0,10.0,511.0,4.0,2.0,11.0,8.0,1.0,7.0,2.0,753.0,2.0,6.0,24.0,,,12.0,22.0,424.0,36.0,,,6.3043,16.0,,1.0,8.0,,26.0,103.0,10.0,56.0,4.0,116.0,33.0,19.0,4.0,7.0,338.0,8.0,16.0,,48.0,2.0,0.0,495.0,6.0,2.0,115.0,3.0,5.0,1.0,171.0,7.0,,21.0,121.0,623.0,7.0,6.0,2.0,1.0,114.0,4.0,,1.1055,1.0,9.0,15.0,0.2265,,10.0,,1.0,3.0,,,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
62398,Nemanja Matic,Midfielder,Man Utd,1,Serbia,2019-20,93.0,2.0,0.9051,0.0,2.0,2.0,0.1419,46.0,5.0,2.0,125.0,21.0,2.0,8.0,18.0,165.0,1.0,1265.0,,1.0,3.0,52.0,8.0,2.0,,1583.0,,23.0,110.0,,,38.0,81.0,1054.0,6.0,,2.0,14.3765,13.0,1.0,26.0,13.0,1.0,70.0,380.0,18.0,203.0,13.0,386.0,146.0,21.0,22.0,4.0,603.0,13.0,1.0,1.0,151.0,29.0,0.0,1239.0,3.0,1.0,206.0,24.0,20.0,8.0,365.0,27.0,22.0,46.0,134.0,1503.0,4.0,5.0,1.0,13.0,499.0,20.0,,0.2303,3.0,40.0,53.0,,,,2.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
74208,Paul Pogba,Midfielder,Man Utd,1,France,2019-20,85.0,1.0,2.6521,0.0,5.0,8.0,2.9264,20.0,17.0,10.0,119.0,16.0,3.0,19.0,13.0,150.0,5.0,1034.0,2.0,4.0,3.0,40.0,4.0,1.0,3.0,1205.0,3.0,11.0,94.0,1.0,1.0,21.0,65.0,790.0,28.0,,2.0,11.5323,27.0,2.0,10.0,9.0,1.0,74.0,252.0,18.0,179.0,8.0,310.0,109.0,16.0,11.0,11.0,520.0,8.0,5.0,1.0,139.0,29.0,0.0,1003.0,9.0,4.0,226.0,9.0,27.0,4.0,335.0,26.0,7.0,94.0,137.0,1257.0,,3.0,4.0,3.0,365.0,12.0,3.0,2.3659,1.0,31.0,37.0,0.175,1.0,1.0,4.0,,,4.0,,2.0,2.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
195851,Scott McTominay,Midfielder,Man Utd,1,Scotland,2019-20,124.0,3.0,1.2631,0.0,12.0,10.0,2.0851,43.0,17.0,2.0,152.0,27.0,1.0,6.0,20.0,193.0,11.0,1011.0,,11.0,7.0,75.0,2.0,3.0,2.0,1770.0,2.0,31.0,170.0,3.0,,39.0,126.0,756.0,27.0,,1.0,20.742,15.0,2.0,33.0,20.0,1.0,93.0,262.0,53.0,294.0,20.0,310.0,147.0,27.0,21.0,15.0,452.0,17.0,11.0,1.0,219.0,44.0,0.0,980.0,7.0,6.0,289.0,22.0,31.0,5.0,337.0,36.0,31.0,62.0,102.0,1415.0,1.0,7.0,11.0,8.0,369.0,16.0,1.0,2.2071,2.0,41.0,62.0,,4.0,,4.0,,,4.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
