playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,lastPlayerTackle,cornersWon,successfulDribbles,blocks,clearancesOffTheLine,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,goals,awayGoals,cornersTakenInclShortCorners,successfulCornersIntoBox,homeGoals,rightFootGoals,unsuccessfulCornersIntoBox,substituteOff,substituteOn,goalKicks,iboxTarget,shotsOnTargetInBox,gkSuccessfulDistribution,shotsOffTargetIncWoodwork,shotsBlockedInBox,iboxBlocked,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,offsides,throughBalls,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,hitWoodwork,expectedGoalsFreekick,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded
444102,Evanilson,Forward,Bournemouth,91,Brazil,2026-27,18.0,,0.267,0.0,3.0,1.0,14.0,3.0,3.0,14.0,,57.0,,15.0,,246.0,7.0,16.0,2.0,8.0,42.0,12.0,,4.3257,1.0,,5.0,2.0,11.0,6.0,6.0,0.0,34.0,,6.0,8.0,3.0,1.0,2.0,27.0,2.0,,5.0,19.0,8.0,0.0,53.0,25.0,,23.0,5.0,4.0,1.0,22.0,97.0,,,,16.0,2.0,0.7091,1.0,,3.0,,2.0,1.0,,,,,3.0,4.0,,,,,,,,2.0,,,,,,3.0,3.0,3.0,,,,,,,,,2.0,1.0,,,,,,,,,,
463981,James Hill,Defender,Bournemouth,91,England,2026-27,9.0,,0.7582,0.0,,4.0,17.0,3.0,3.0,39.0,,160.0,,14.0,,270.0,4.0,15.0,8.0,5.0,107.0,3.0,3.0,5.7584,5.0,2.0,17.0,5.0,5.0,18.0,1.0,0.0,24.0,2.0,78.0,5.0,3.0,2.0,,42.0,5.0,,,10.0,10.0,0.0,158.0,43.0,2.0,55.0,4.0,3.0,14.0,9.0,195.0,2.0,,8.0,79.0,3.0,,0.0,22.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
494928,Juanlu Sánchez,Midfielder,Bournemouth,91,Spain,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575901,Julio Soler,Defender,Bournemouth,91,Argentina,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222683,Justin Kluivert,Forward,Bournemouth,91,Netherlands,2026-27,13.0,1.0,0.0644,0.0,2.0,4.0,9.0,3.0,3.0,9.0,3.0,38.0,1.0,3.0,1.0,232.0,3.0,13.0,4.0,13.0,25.0,8.0,,3.4852,3.0,,,1.0,10.0,11.0,5.0,0.0,26.0,1.0,8.0,13.0,3.0,1.0,,15.0,1.0,3.0,4.0,23.0,,0.0,37.0,23.0,3.0,12.0,5.0,1.0,4.0,7.0,76.0,,1.0,,15.0,1.0,0.7753,1.0,,3.0,,1.0,4.0,,,3.0,1.1058,5.0,4.0,,,,,,,,3.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
155408,Lewis Cook,Midfielder,Bournemouth,91,England,2026-27,7.0,,0.0137,0.0,,1.0,6.0,3.0,2.0,9.0,,70.0,,6.0,,158.0,2.0,5.0,4.0,1.0,60.0,,,3.4911,1.0,,1.0,1.0,5.0,18.0,,0.0,12.0,3.0,15.0,5.0,3.0,1.0,,22.0,1.0,,3.0,6.0,4.0,0.0,68.0,12.0,,19.0,1.0,3.0,1.0,18.0,81.0,,,2.0,39.0,1.0,,0.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
201658,Marcus Tavernier,Midfielder,Bournemouth,91,England,2026-27,14.0,1.0,0.332,0.0,1.0,7.0,15.0,3.0,3.0,15.0,2.0,99.0,,6.0,4.0,269.0,3.0,20.0,4.0,17.0,80.0,8.0,1.0,5.7584,4.0,,3.0,5.0,11.0,31.0,7.0,0.0,34.0,1.0,17.0,18.0,3.0,4.0,3.0,58.0,5.0,8.0,8.0,28.0,3.0,0.0,97.0,42.0,3.0,16.0,1.0,,4.0,35.0,170.0,2.0,,,30.0,1.0,1.5027,1.0,,1.0,,3.0,3.0,,,5.0,2.7475,8.0,2.0,2.0,2.0,9.0,2.0,0.0,,5.0,1.0,,,2.0,2.0,,3.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,0.0581,2.0,1.0,1.0,
230650,Michele Di Gregorio,Goalkeeper,Bournemouth,91,Italy,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499604,Rayan,Forward,Bournemouth,91,Brazil,2026-27,23.0,,0.0577,0.0,2.0,2.0,17.0,3.0,3.0,17.0,3.0,46.0,1.0,21.0,,268.0,12.0,13.0,3.0,4.0,28.0,9.0,,4.8653,1.0,,2.0,4.0,11.0,2.0,,0.0,36.0,2.0,16.0,3.0,3.0,1.0,4.0,25.0,4.0,3.0,6.0,15.0,9.0,0.0,46.0,32.0,1.0,13.0,1.0,1.0,1.0,15.0,80.0,,1.0,,4.0,,0.4768,0.0,,2.0,,3.0,2.0,,,3.0,0.5965,5.0,1.0,,,,,,,,2.0,,,3.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
158499,Ryan Christie,Midfielder,Bournemouth,91,Scotland,2026-27,1.0,,0.0019,0.0,,1.0,2.0,2.0,,2.0,,7.0,,1.0,,4.0,1.0,2.0,1.0,1.0,5.0,,,0.3078,,,,1.0,,,,0.0,2.0,,4.0,1.0,2.0,,,3.0,1.0,,,1.0,1.0,0.0,7.0,2.0,1.0,2.0,,,,1.0,9.0,,,,2.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
200785,Tyler Adams,Midfielder,Bournemouth,91,United States,2026-27,4.0,,0.0182,0.0,,3.0,10.0,3.0,1.0,11.0,,67.0,,1.0,,112.0,,7.0,4.0,6.0,56.0,,,2.2672,1.0,,1.0,4.0,4.0,17.0,3.0,0.0,11.0,2.0,24.0,11.0,3.0,2.0,,31.0,4.0,,,10.0,1.0,0.0,64.0,13.0,1.0,18.0,3.0,3.0,,8.0,84.0,,,1.0,25.0,1.0,,0.0,1.0,6.0,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
561245,Álvaro Rodríguez,Forward,Bournemouth,91,Uruguay,2026-27,4.0,,0.0001,0.0,,,1.0,1.0,,1.0,,3.0,,4.0,,9.0,4.0,2.0,,2.0,2.0,,,0.3078,,,,1.0,,,1.0,0.0,6.0,,,1.0,1.0,,,,1.0,,,2.0,,0.0,2.0,2.0,,2.0,1.0,,,1.0,6.0,,,,2.0,,,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
